Pct_Delta,PCT_Change,M_P_LTV,M_P_STR,M_P_YOT,M_P_CIN,M_P_DIS,M_P_SEM,M_P_FAB,M_P_SNP,M_P_TWT,M_P_PIN,M_P_TIK,M_P_DCI,M_P_DRD,M_P_LRD,M_P_OOH,TlncT_P_LTV,TlncT_P_STR,TlncT_P_YOT,TlncT_P_CIN,TlncT_P_DIS,TlncT_P_SEM,TlncT_P_FAB,TlncT_P_SNP,TlncT_P_TWT,TlncT_P_PIN,TlncT_P_TIK,TlncT_P_DCI,TlncT_P_DRD,TlncT_P_LRD,TlncT_P_OOH,CPT_P_LTV,CPT_P_STR,CPT_P_YOT,CPT_P_CIN,CPT_P_DIS,CPT_P_SEM,CPT_P_FAB,CPT_P_SNP,CPT_P_TWT,CPT_P_PIN,CPT_P_TIK,CPT_P_DCI,CPT_P_DRD,CPT_P_LRD,CPT_P_OOH,MCPT_P_LTV,MCPT_P_STR,MCPT_P_YOT,MCPT_P_CIN,MCPT_P_DIS,MCPT_P_SEM,MCPT_P_FAB,MCPT_P_SNP,MCPT_P_TWT,MCPT_P_PIN,MCPT_P_TIK,MCPT_P_DCI,MCPT_P_DRD,MCPT_P_LRD,MCPT_P_OOH,nMCPT_P_LTV,nMCPT_P_STR,nMCPT_P_YOT,nMCPT_P_CIN,nMCPT_P_DIS,nMCPT_P_SEM,nMCPT_P_FAB,nMCPT_P_SNP,nMCPT_P_TWT,nMCPT_P_PIN,nMCPT_P_TIK,nMCPT_P_DCI,nMCPT_P_DRD,nMCPT_P_LRD,nMCPT_P_OOH,nMTIncT_P_LTV,nMTIncT_P_STR,nMTIncT_P_YOT,nMTIncT_P_CIN,nMTIncT_P_DIS,nMTIncT_P_SEM,nMTIncT_P_FAB,nMTIncT_P_SNP,nMTIncT_P_TWT,nMTIncT_P_PIN,nMTIncT_P_TIK,nMTIncT_P_DCI,nMTIncT_P_DRD,nMTIncT_P_LRD,nMTIncT_P_OOH
0.201478743,54.1,2719227.478,4409264.708,897154.5554,461805.2984,3085551.978,1607631.532,1270527.68,471311.1175,273732.594,232684.3712,138506.6301,231119.9554,581911.8158,798918.9909,1296104.353,104427.6963,233265.1841,48254.7516,16430.69113,161299.4581,100774.0442,66646.08971,18434.69778,13961.25271,9404.187873,5355.230895,8511.612471,25996.43789,27500.88097,77476.22075,26.03933224,18.90236953,18.59204587,28.10626132,19.12933878,15.95283333,19.06379933,25.5665226,19.60659259,24.74263321,25.86380174,27.15348663,22.38429042,29.05066902,16.7290601,77.71574012,59.80023502,53.77520827,87.37919411,56.48976904,44.33962622,52.99948512,67.70951385,52.19740928,65.14948693,73.94095053,69.66356005,75.11847075,87.62891338,75.34513236,77.52443562,59.64770898,53.6457701,87.1584362,56.35181863,44.23566885,52.87569148,67.55645971,52.07913175,65.00285863,73.7640814,69.51000905,74.92046299,87.41168021,75.12178519,7015.149368,14784.35562,3344.735488,1059.691565,10951.02892,7268.485245,4805.715612,1395.310292,1051.217963,715.9204258,375.539497,664.9976271,1553.412226,1827.945622,3450.67506
0.201107011,54.2,2724253.776,4417414.92,898812.8817,462658.9127,3091255.402,1610603.124,1272876.16,472182.3025,274238.5692,233114.4717,138762.6498,231547.1642,582987.4384,800395.7358,1298500.11,104492.3717,233401.4747,48285.58972,16440.46021,161400.4219,100841.0631,66690.40108,18447.56429,13970.94621,9410.789621,5358.693383,8517.744928,26010.75691,27517.73323,77508.01785,26.07131729,18.92625111,18.61451599,28.14148186,19.15270955,15.97169917,19.08634735,25.59591581,19.62920515,24.77097896,25.8948665,27.18409229,22.41332078,29.08654318,16.75310691,77.81107964,59.87561911,53.84003702,87.48855419,56.55863707,44.39201394,53.06189292,67.78727309,52.25745554,65.22405487,74.02967836,69.74200788,75.21556716,87.73700116,75.45141896,77.61962833,59.72297039,53.7105027,87.26762079,56.42058207,44.287982,52.93801138,67.63411485,52.13909744,65.07732745,73.85267873,69.58835625,75.0173933,87.51959964,75.22785769,7019.49709,14793.01814,3346.879424,1060.32205,10957.89972,7273.319087,4808.930773,1396.284415,1051.949814,716.4230026,375.7823065,665.4767454,1554.272717,1829.066264,3452.178886
0.200736648,54.3,2729280.075,4425565.132,900471.2081,463512.5269,3096958.825,1613574.717,1275224.64,473053.4876,274744.5445,233544.5722,139018.6694,231974.373,584063.0609,801872.4807,1300895.866,104556.9679,233537.5938,48316.3907,16450.21707,161501.2628,100908.0029,66734.66034,18460.41604,13980.62856,9417.383822,5362.151721,8523.870487,26025.05744,27534.56472,77539.77016,26.10328255,18.95011874,18.63697174,28.17668149,19.17606569,15.99055248,19.10888036,25.62528854,19.65180201,24.79930484,25.92591121,27.21467593,22.44233513,29.12239539,16.7771437,77.9063602,59.95095908,53.90482425,87.59784934,56.62746195,44.4443669,53.12425892,67.86497818,52.31746003,65.2985706,74.11834897,69.82039934,75.31260977,87.84502282,75.5576582,77.71476212,59.7981877,53.77519381,87.37674049,56.48930237,44.34026042,53.00028951,67.71171586,52.19902139,65.15174407,73.94121887,69.6666471,75.11426984,87.627453,75.33388289,7023.839487,14801.66976,3349.020782,1060.951746,10964.76216,7278.147225,4812.142167,1397.257422,1052.680825,716.9250048,376.024825,665.9553248,1555.1321,1830.185526,3453.680645
0.200367647,54.4,2734306.373,4433715.344,902129.5344,464366.1411,3102662.248,1616546.309,1277573.12,473924.6726,275250.5197,233974.6727,139274.6891,232401.5818,585138.6835,803349.2256,1303291.623,104621.485,233673.5417,48347.15467,16459.96177,161601.9811,100974.8639,66778.86764,18473.25307,13990.29981,9423.970497,5365.605921,8529.989168,26039.33954,27551.37552,77571.47782,26.13522808,18.97397245,18.65941316,28.21186025,19.19940725,16.0093933,19.13139838,25.65464083,19.67438321,24.8276109,25.95693592,27.24523762,22.47133352,29.15822569,16.80117048,78.00158193,60.02625503,53.96957006,87.70707972,56.69624377,44.4966852,53.18658322,67.94262925,52.37742286,65.37303424,74.20696249,69.89873457,75.4095987,87.95297852,75.66385018,77.80983712,59.87336104,53.83984352,87.48579546,56.55797965,44.39250419,53.06252596,67.78926287,52.25890369,65.22610864,74.02970196,69.74488173,75.21109274,87.73524044,75.43986088,7028.176576,14810.31052,3351.159571,1061.580657,10971.61627,7282.969675,4815.349804,1398.229314,1053.410999,717.4264341,376.2670533,666.4333668,1555.990379,1831.303411,3455.180346
0.2,54.5,2739332.672,4441865.556,903787.8608,465219.7554,3108365.671,1619517.902,1279921.6,474795.8577,275756.4949,234404.7732,139530.7087,232828.7906,586214.3061,804825.9705,1305687.38,104685.9235,233809.3192,48377.88174,16469.69433,161702.5773,101041.6462,66823.02313,18486.07544,13999.95999,9430.54967,5369.055997,8536.100993,26053.60328,27568.16569,77603.14098,26.16715391,18.99781228,18.6818403,28.2470182,19.22273425,16.02822166,19.15390145,25.68397275,19.69694879,24.8558972,25.98794067,27.2757774,22.50031598,29.19403415,16.82518727,78.09674499,60.10150708,54.03427456,87.81624548,56.76498265,44.54896892,53.24886594,68.02022644,52.43734414,65.44744594,74.29551907,69.9770137,75.50653408,88.06086842,75.76999501,77.90485349,59.9484905,53.90445194,87.59478586,56.62661401,44.4447134,53.12472085,67.86675601,52.31874445,65.30042128,74.11812813,69.8230603,75.30786213,87.84296213,75.54579178,7032.508371,14818.94046,3353.295797,1062.208785,10978.46207,7287.786455,4818.553696,1399.200096,1054.140338,717.9272923,376.5089924,666.9108731,1556.847557,1832.419925,3456.677993
0.1996337,54.6,2744358.97,4450015.768,905446.1871,466073.3696,3114069.095,1622489.494,1282270.08,475667.0428,276262.4701,234834.8737,139786.7284,233255.9993,587289.9287,806302.7154,1308083.136,104750.2834,233944.9266,48408.572,16479.41478,161803.0516,101108.3502,66867.12698,18498.88317,14009.60913,9437.121363,5372.501961,8542.20598,26067.8487,27584.93528,77634.75979,26.19906011,19.02163826,18.70425319,28.28215538,19.24604674,16.04703758,19.17638962,25.71328433,19.71949878,24.88416379,26.01892552,27.30629534,22.52928254,29.22982082,16.8491941,78.19184952,60.17671532,54.09893785,87.92534679,56.83367869,44.60121814,53.31110717,68.09776987,52.49722396,65.52180582,74.38401885,70.0552369,75.60341603,88.16869269,75.87609279,77.99981136,60.02357619,53.96901917,87.70371185,56.69520556,44.49688813,53.18687427,67.94419543,52.37854378,65.37468212,74.20649754,69.90118294,75.40457815,87.95061823,75.65167569,7036.834891,14827.55961,3355.42947,1062.836133,10985.2996,7292.597582,4821.753854,1400.169771,1054.868846,718.427581,376.7506431,667.3878453,1557.703638,1833.535071,3458.173595
0.199268739,54.7,2749385.269,4458165.98,907104.5135,466926.9838,3119772.518,1625461.087,1284618.56,476538.2278,276768.4453,235264.9742,140042.748,233683.2081,588365.5513,807779.4603,1310478.893,104814.565,234080.3646,48439.22559,16489.12318,161903.4045,101174.976,66911.17934,18511.67632,14019.24726,9443.685598,5375.943824,8548.304151,26082.07587,27601.68436,77666.33438,26.23094671,19.04545043,18.72665185,28.31727186,19.26934475,16.06584109,19.19886292,25.74257563,19.74203324,24.9124107,26.04989051,27.33679149,22.55823325,29.26558574,16.87319098,78.28689566,60.25187987,54.16356003,88.03438379,56.902332,44.65343296,53.37330701,68.1752597,52.55706243,65.59611401,74.47246197,70.13340429,75.70024468,88.27645149,75.98214363,78.09471087,60.09861821,54.03354532,87.81257358,56.7637544,44.54902848,53.24898633,68.02158127,52.43830178,65.44889129,74.29481032,69.9792498,75.5012409,88.0582089,75.75751272,7041.156149,14836.168,3357.560597,1063.462702,10992.12887,7297.403073,4824.950289,1401.138342,1055.596524,718.9273019,376.9920064,667.8642849,1558.558626,1834.648854,3459.667156
0.198905109,54.8,2754411.567,4466316.192,908762.8398,467780.598,3125475.941,1628432.679,1286967.04,477409.4129,277274.4206,235695.0747,140298.7677,234110.4169,589441.1738,809256.2052,1312874.65,104878.7685,234215.6336,48469.8426,16498.81955,162003.6363,101241.5239,66955.18036,18524.45493,14028.87442,9450.242396,5379.381601,8554.395525,26096.28484,27618.413,77697.8649,26.26281377,19.06924881,18.74903633,28.35236766,19.29262832,16.08463224,19.22132138,25.77184671,19.76455219,24.94063801,26.08083569,27.3672659,22.58716815,29.30132898,16.89717795,78.38188355,60.32700083,54.2281412,88.14335664,56.97094267,44.70561346,53.43546558,68.25269604,52.61685966,65.67037064,74.56084857,70.21151601,75.79702016,88.38414498,76.08814763,78.18955218,60.17361667,54.09803048,87.9213712,56.83226064,44.60113452,53.31105713,68.09891365,52.49801856,65.52304894,74.3830666,70.05726103,75.59785053,88.16573429,75.86330296,7045.472164,14844.76566,3359.689185,1064.088496,10998.94991,7302.202944,4828.143013,1402.105811,1056.323374,719.4264568,377.2330829,668.3401934,1559.412522,1835.761278,3461.158685
0.198542805,54.9,2759437.866,4474466.404,910421.1662,468634.2123,3131179.364,1631404.272,1289315.52,478280.5979,277780.3958,236125.1752,140554.7873,234537.6257,590516.7964,810732.9501,1315270.406,104942.8943,234350.7342,48500.42315,16508.50394,162103.7474,101307.9941,66999.1302,18537.21905,14038.49064,9456.79178,5382.815301,8560.480122,26110.47567,27635.12126,77729.3515,26.29466134,19.09303344,18.77140666,28.38744286,19.31589747,16.10341105,19.24376505,25.80109761,19.78705567,24.96884574,26.11176112,27.39771863,22.61608727,29.33705058,16.92115502,78.47681334,60.4020783,54.29268146,88.25226549,57.03951083,44.75775972,53.49758298,68.33007905,52.67661575,65.74457585,74.64917878,70.28957222,75.89374259,88.4917733,76.19410491,78.28433542,60.24857168,54.16247476,88.03010488,56.90072438,44.65320634,53.37308678,68.1761927,52.55769421,65.59715517,74.47126654,70.13521675,75.69440716,88.27319457,75.96904654,7049.78295,14853.35263,3361.815243,1064.713516,11005.76275,7306.997214,4831.332035,1403.072184,1057.049401,719.9250472,377.4738737,668.8155725,1560.265332,1836.872346,3462.648187
0.2,55,2764464.164,4482616.617,912079.4925,469487.8265,3136882.788,1634375.864,1291664,479151.783,278286.371,236555.2757,140810.807,234964.8345,591592.419,812209.695,1317666.163,105006.9425,234485.6668,48530.96735,16518.17637,162203.7381,101374.3869,67043.02901,18549.9687,14048.09595,9463.333773,5386.244939,8566.557962,26124.64842,27651.80919,77760.7943,26.32648945,19.11680435,18.79376288,28.42249749,19.33915225,16.12217755,19.26619395,25.83032838,19.80954373,24.99703396,26.14266684,27.42814974,22.64499064,29.3727506,16.94512221,78.57168517,60.47711239,54.35718091,88.36111051,57.10803656,44.80987183,53.5596593,68.40740884,52.73633081,65.81872976,74.73745276,70.36757305,75.99041211,88.59933663,76.30001555,78.37906074,60.32348334,54.22687826,88.13877476,56.96914572,44.70524403,53.43507538,68.25341857,52.61732884,65.67121013,74.55941027,70.21311711,75.79091091,88.3805899,76.07474354,7054.088523,14861.92895,3363.938777,1065.337765,11012.56741,7311.785897,4834.517369,1404.037462,1057.774604,720.4230749,377.7143796,669.2904237,1561.117057,1837.982064,3464.135669
0.201451906,55.1,2769490.462,4490766.829,913737.8189,470341.4407,3142586.211,1637347.456,1294012.48,480022.9681,278792.3462,236985.3762,141066.8266,235392.0433,592668.0416,813686.4399,1320061.92,105070.9134,234620.4321,48561.4753,16527.83689,162303.6089,101440.7025,67086.87693,18562.70395,14057.69038,9469.868394,5389.670526,8572.629065,26138.80313,27668.47687,77792.19347,26.35829816,19.14056158,18.81610501,28.4575316,19.36239269,16.14093176,19.28860813,25.85953907,19.8320164,25.02520271,26.1735529,27.45855927,22.67387832,29.40842909,16.96907955,78.66649917,60.55210319,54.42163966,88.46989184,57.17651997,44.86194987,53.62169464,68.48468556,52.79600493,65.8928325,74.82567062,70.44551864,76.08702883,88.70683512,76.40587968,78.47372827,60.39835175,54.29124107,88.24738099,57.03752477,44.75724766,53.49702302,68.33059139,52.67692256,65.74521394,74.64749792,70.29096225,75.88736191,88.48792043,76.18039407,7058.3889,14870.49464,3366.059795,1065.961245,11019.36391,7316.569012,4837.699023,1405.001649,1058.498988,720.9205415,377.9546014,669.7647485,1561.967702,1839.090434,3465.621137
0.201086957,55.2,2774516.761,4498917.041,915396.1452,471195.055,3148289.634,1640319.049,1296360.96,480894.1531,279298.3214,237415.4767,141322.8463,235819.2521,593743.6642,815163.1848,1322457.676,105134.8071,234755.0304,48591.94712,16537.48554,162403.36,101506.9411,67130.67413,18575.42482,14067.27397,9476.395667,5393.092075,8578.693451,26152.93987,27685.12434,77823.54913,26.39008751,19.16430516,18.8384331,28.49254525,19.38561883,16.15967373,19.31100762,25.88872975,19.85447373,25.05335203,26.20441934,27.48894729,22.70275032,29.4440861,16.99302706,78.76125549,60.62705083,54.48605779,88.57860964,57.24496116,44.91399393,53.68368912,68.56190933,52.85563822,65.9668842,74.91383252,70.52340913,76.18359288,88.81426893,76.51169738,78.56833815,60.47317702,54.35556329,88.35592374,57.10586163,44.80921733,53.55892981,68.40771129,52.73647547,65.81916673,74.73552964,70.36875232,75.98376028,88.59518631,76.28599824,7062.684095,14879.04973,3368.178305,1066.58396,11026.15229,7321.346574,4840.87701,1405.964749,1059.222555,721.4174486,378.19454,670.2385485,1562.81727,1840.197462,3467.104598
0.200723327,55.3,2779543.059,4507067.253,917054.4716,472048.6692,3153993.057,1643290.641,1298709.44,481765.3382,279804.2967,237845.5772,141578.8659,236246.4609,594819.2867,816639.9297,1324853.433,105198.624,234889.4623,48622.38291,16547.12233,162502.9919,101573.1029,67174.42075,18588.13137,14076.84675,9482.915613,5396.509596,8584.751139,26167.05869,27701.75168,77854.86142,26.42185756,19.18803512,18.86074718,28.52753848,19.40883069,16.17840348,19.33339246,25.91790044,19.87691574,25.08148199,26.23526622,27.51931385,22.7316067,29.47972168,17.01696476,78.85595427,60.70195539,54.55043542,88.68726405,57.31336024,44.96600409,53.74564282,68.63908029,52.91523078,66.04088498,75.00193859,70.60124465,76.28010438,88.9216382,76.61746876,78.66289053,60.54795925,54.41984503,88.46440315,57.1741564,44.86115312,53.62079586,68.4847784,52.79598766,65.89306863,74.82350555,70.44648744,76.08010614,88.70238771,76.39155614,7066.974124,14887.59426,3370.294315,1067.20591,11032.93255,7326.1186,4844.05134,1406.926764,1059.945307,721.9137979,378.4341962,670.7118253,1563.665765,1841.30315,3468.586058
0.200361011,55.4,2784569.358,4515217.465,918712.7979,472902.2834,3159696.481,1646262.234,1301057.92,482636.5232,280310.2719,238275.6777,141834.8856,236673.6697,595894.9093,818116.6746,1327249.19,105262.3643,235023.7284,48652.78279,16556.74733,162602.5049,101639.1882,67218.11695,18600.82363,14086.40874,9489.428253,5399.923103,8590.802148,26181.15965,27718.35894,77886.13048,26.45360834,19.21175149,18.88304729,28.56251135,19.43202832,16.19712104,19.35576269,25.94705121,19.89934248,25.10959262,26.26609358,27.54965899,22.76044748,29.51533589,17.04089266,78.95059564,60.77681698,54.61477263,88.79585524,57.38171731,45.01798043,53.80755585,68.71619858,52.97478271,66.11483498,75.08998896,70.67902536,76.37656345,89.0289431,76.72319392,78.75738553,60.62269853,54.48408638,88.57281938,57.24240919,44.91305511,53.68262125,68.56179285,52.85545924,65.96691977,74.91142581,70.52416776,76.17639963,88.80952478,76.49706789,7071.259004,14896.12826,3372.407831,1067.827098,11039.70474,7330.885106,4847.222023,1407.887697,1060.667246,722.4095911,378.6735709,671.1845802,1564.513188,1842.407504,3470.065523
0.2,55.5,2789595.656,4523367.677,920371.1243,473755.8977,3165399.904,1649233.826,1303406.4,483507.7083,280816.2471,238705.7782,142090.9052,237100.8785,596970.5319,819593.4195,1329644.946,105326.0281,235157.8291,48683.14685,16566.36055,162701.8993,101705.1972,67261.76286,18613.50164,14095.95999,9495.933608,5403.332608,8596.846498,26195.2428,27734.94619,77917.35646,26.48533991,19.23545431,18.90533344,28.5974639,19.45521175,16.21582644,19.37811833,25.9761821,19.92175399,25.13768398,26.29690147,27.57998279,22.78927271,29.55092878,17.0648108,79.04517974,60.8516357,54.67906954,88.90438334,57.45003247,45.06992303,53.86942831,68.79326431,53.03429411,66.18873431,75.17798377,70.75675137,76.47297023,89.13618379,76.82887297,78.85182331,60.69739498,54.54828744,88.68117257,57.31062009,44.96492339,53.74440609,68.63875478,52.91489032,66.04072027,74.99929053,70.60179341,76.27264085,88.91659767,76.60253358,7075.538749,14904.65177,3374.518862,1068.447527,11046.46887,7335.646109,4850.389072,1408.847552,1061.388374,722.9048297,378.9126649,671.6568149,1565.359545,1843.510528,3471.543001
0.199640288,55.6,2794621.955,4531517.889,922029.4506,474609.5119,3171103.327,1652205.419,1305754.88,484378.8934,281322.2223,239135.8787,142346.9249,237528.0872,598046.1545,821070.1644,1332040.703,105389.6158,235291.7649,48713.4752,16575.96203,162801.1756,101771.1302,67305.35864,18626.16546,14105.50052,9502.4317,5406.738121,8602.884209,26209.3082,27751.51348,77948.53949,26.51705231,19.25914361,18.92760569,28.63239617,19.47838101,16.23451971,19.40045943,26.00529317,19.94415029,25.16575611,26.32768994,27.61028528,22.81808241,29.58650039,17.0887192,79.13970672,60.92641166,54.74332622,89.01284851,57.51830582,45.12183199,53.9312603,68.87027762,53.09376508,66.26258311,75.26592316,70.83442283,76.56932482,89.2433604,76.93450601,78.946204,60.7720487,54.61244831,88.78946288,57.37878921,45.01675803,53.80615049,68.71566431,52.97428098,66.11447025,75.08709987,70.67936454,76.36882994,89.02360654,76.70795331,7079.813375,14913.1648,3376.627414,1069.067199,11053.22496,7340.401625,4853.552496,1409.806332,1062.108695,723.3995153,379.151479,672.1285308,1566.204838,1844.612224,3473.018496
0.199281867,55.7,2799648.253,4539668.101,923687.777,475463.1261,3176806.75,1655177.011,1308103.36,485250.0784,281828.1975,239565.9792,142602.9445,237955.296,599121.7771,822546.9093,1334436.46,105453.1275,235425.5363,48743.76796,16585.55182,162900.334,101836.9873,67348.90445,18638.81511,14115.03036,9508.922551,5410.139656,8608.915299,26223.35589,27768.06087,77979.6797,26.54874559,19.28281941,18.94986407,28.66730822,19.50153614,16.25320088,19.42278602,26.03438446,19.96653144,25.19380907,26.35845904,27.64056653,22.84687663,29.62205079,17.11261786,79.2341767,61.00114495,54.80754279,89.12125091,57.58653746,45.17370737,53.99305191,68.94723864,53.15319573,66.3363815,75.35380726,70.91203988,76.66562736,89.35047311,77.04009313,79.04052774,60.84665978,54.67656909,88.89769045,57.44691665,45.06855911,53.86785453,68.79252158,53.03363133,66.18816985,75.17485394,70.75688127,76.46496702,89.13055154,76.81332718,7084.082897,14921.66741,3378.733495,1069.686116,11059.97305,7345.151671,4856.712306,1410.76404,1062.828211,723.8936497,379.3900142,672.5997295,1567.049069,1845.712598,3474.492015
0.198924731,55.8,2804674.552,4547818.313,925346.1033,476316.7403,3182510.174,1658148.604,1310451.84,486121.2635,282334.1728,239996.0797,142858.9642,238382.5048,600197.3996,824023.6542,1336832.216,105516.5635,235559.1438,48774.02523,16595.12994,162999.3749,101902.7687,67392.40041,18651.45064,14124.54955,9515.40618,5413.537224,8614.939788,26237.38594,27784.58842,78010.77723,26.58041978,19.30648176,18.9721086,28.7022001,19.52467717,16.27186999,19.44509814,26.06345602,19.98889747,25.22184289,26.3892088,27.67082657,22.87565541,29.65758001,17.13650682,79.32858983,61.07583567,54.87171933,89.22959067,57.65472749,45.22554927,54.05480326,69.02414751,53.21258614,66.41012961,75.4416362,70.98960266,76.76187796,89.45752206,77.14563444,79.13479465,60.92122833,54.74064987,89.00585543,57.51500251,45.12032673,53.92951832,68.8693267,53.09294148,66.26181918,75.26255289,70.83434375,76.5610522,89.23743283,76.9186553,7088.34733,14930.15961,3380.837113,1070.304281,11066.71315,7349.896261,4859.868513,1411.72068,1063.546923,724.3872343,379.6282711,673.0704124,1567.892244,1846.811653,3475.963565
0.198568873,55.9,2809700.85,4555968.525,927004.4297,477170.3546,3188213.597,1661120.196,1312800.32,486992.4485,282840.148,240426.1802,143114.9838,238809.7136,601273.0222,825500.3991,1339227.973,105579.924,235692.5879,48804.2471,16604.69644,163098.2986,101968.4748,67435.84669,18664.07209,14134.05811,9521.882609,5416.930836,8620.957694,26251.3984,27801.0962,78041.83221,26.61207495,19.33013068,18.99433932,28.73707185,19.54780414,16.29052705,19.46739582,26.0925079,20.01124842,25.24985762,26.41993929,27.70106548,22.90441877,29.69308811,17.1603861,79.42294624,61.15048394,54.93585595,89.33786795,57.72287601,45.27735776,54.11651442,69.10100434,53.27193643,66.48382755,75.52941011,71.06711129,76.85807675,89.5645074,77.25113004,79.22900488,60.99575445,54.80469075,89.11395798,57.58304688,45.17206097,53.99114195,68.94607982,53.15221151,66.33541837,75.35019685,70.91175211,76.65708561,89.34425055,77.02393776,7092.60669,14938.64144,3382.938274,1070.921695,11073.44529,7354.635413,4863.021127,1412.676253,1064.264835,724.8802708,379.8662506,673.5405811,1568.734364,1847.909393,3477.433151
0.2,56,2814727.149,4564118.737,928662.756,478023.9688,3193917.02,1664091.789,1315148.8,487863.6336,283346.1232,240856.2807,143371.0035,239236.9224,602348.6448,826977.144,1341623.73,105643.2092,235825.8692,48834.4337,16614.25133,163197.1056,102034.1056,67479.24343,18676.67951,14143.55608,9528.351859,5420.320504,8626.969037,26265.39332,27817.58426,78072.84479,26.64371113,19.3537662,19.01655626,28.77192353,19.57091707,16.3091721,19.4896791,26.12154015,20.03358431,25.27785332,26.45065054,27.7312833,22.93316675,29.72857514,17.18425572,79.51724607,61.22508983,54.99995275,89.44608289,57.79098313,45.32913293,54.17818551,69.17780926,53.33124669,66.55747546,75.61712914,71.14456591,76.95422384,89.67142928,77.35658003,79.32315857,61.07023823,54.86869182,89.22199823,57.65104987,45.22376189,54.05272553,69.02278107,53.21144153,66.40896755,75.43778595,70.98910648,76.75306737,89.45100486,77.12917467,7096.860991,14947.11293,3385.036986,1071.538361,11080.16949,7359.369142,4866.170159,1413.630764,1064.981948,725.3727608,380.1039536,674.010237,1569.575433,1849.005822,3478.90078
0.201426025,56.1,2819753.447,4572268.949,930321.0824,478877.583,3199620.443,1667063.381,1317497.28,488734.8187,283852.0984,241286.3812,143627.0231,239664.1312,603424.2674,828453.8889,1344019.486,105706.4194,235958.988,48864.58511,16623.79467,163295.7962,102099.6616,67522.59076,18689.27293,14153.04349,9534.813951,5423.70624,8632.973836,26279.37075,27834.05266,78103.81509,26.67532837,19.37738837,19.03875947,28.80675516,19.594016,16.32780517,19.511948,26.15055281,20.0559052,25.30583003,26.4813426,27.76148008,22.96189939,29.76404116,17.20811569,79.61148945,61.29965346,55.0640098,89.55423564,57.85904893,45.38087486,54.23981661,69.25456242,53.39051701,66.63107346,75.70479341,71.22196665,77.05031935,89.77828786,77.46198451,79.41725585,61.14467978,54.93265318,89.32997635,57.71901158,45.27542959,54.11426915,69.09943055,53.27063164,66.48246684,75.52532033,71.06640699,76.8489976,89.5576959,77.23436612,7101.110249,14955.57411,3387.133257,1072.154282,11086.88578,7364.097464,4869.31562,1414.584215,1065.698264,725.8647058,380.3413808,674.4793816,1570.415454,1850.100945,3480.366458
0.201067616,56.2,2824779.746,4580419.161,931979.4087,479731.1973,3205323.867,1670034.974,1319845.76,489606.0037,284358.0736,241716.4817,143883.0427,240091.34,604499.89,829930.6338,1346415.243,105769.5547,236091.9449,48894.70145,16633.32649,163394.3706,102165.1427,67565.88884,18701.85239,14162.52036,9541.268904,5427.088056,8638.972109,26293.33076,27850.50146,78134.74325,26.70692671,19.4009972,19.06094896,28.84156682,19.61710097,16.34642628,19.53420258,26.17954594,20.07821111,25.33378779,26.51201552,27.79165588,22.99061673,29.7994862,17.23196605,79.70567651,61.37417493,55.12802722,89.66232635,57.92707352,45.43258362,54.30140783,69.33126392,53.4497475,66.70462166,75.79240305,71.29931366,77.14636341,89.88508328,77.56734357,79.51129684,61.2190792,54.99657493,89.43789246,57.7869321,45.32706415,54.1757729,69.17602842,53.32978194,66.55591636,75.61280011,71.14365379,76.94487641,89.66432384,77.33951221,7105.354479,14964.02501,3389.227092,1072.769458,11093.59417,7368.820395,4872.457519,1415.53661,1066.413787,726.3561074,380.5785331,674.9480163,1571.254431,1851.194764,3481.830191
0.20071048,56.3,2829806.044,4588569.373,933637.7351,480584.8115,3211027.29,1673006.566,1322194.24,490477.1888,284864.0489,242146.5822,144139.0624,240518.5488,605575.5125,831407.3787,1348811,105832.6154,236224.7404,48924.78282,16642.84681,163492.8293,102230.5494,67609.13781,18714.41793,14171.98673,9547.716741,5430.465962,8644.963875,26307.27338,27866.93071,78165.6294,26.7385062,19.42459272,19.08312477,28.87635854,19.64017201,16.36503547,19.55644285,26.20851958,20.10050208,25.36172666,26.54266934,27.82181074,23.0193188,29.83491032,17.2558068,79.79980739,61.44865433,55.1920051,89.77035517,57.99505699,45.4842593,54.36295927,69.4079139,53.50893826,66.77812019,75.87995819,71.37660705,77.24235613,89.9918157,77.67265731,79.6052817,61.29343658,55.06045716,89.54574672,57.85481153,45.37866564,54.23723689,69.25257478,53.38889251,66.62931624,75.70022542,71.22084699,77.04070393,89.77088881,77.44461304,7109.593695,14972.46566,3391.3185,1073.383894,11100.2947,7373.537951,4875.595867,1416.487951,1067.128519,726.8469672,380.8154113,675.4161427,1572.092366,1852.287283,3483.291985
