Pct_Delta,PCT_Change,M_P_LTV,M_P_STR,M_P_YOT,M_P_CIN,M_P_DIS,M_P_SEM,M_P_FAB,M_P_SNP,M_P_TWT,M_P_PIN,M_P_TIK,M_P_DCI,M_P_DRD,M_P_LRD,M_P_OOH,TlncT_P_LTV,TlncT_P_STR,TlncT_P_YOT,TlncT_P_CIN,TlncT_P_DIS,TlncT_P_SEM,TlncT_P_FAB,TlncT_P_SNP,TlncT_P_TWT,TlncT_P_PIN,TlncT_P_TIK,TlncT_P_DCI,TlncT_P_DRD,TlncT_P_LRD,TlncT_P_OOH,CPT_P_LTV,CPT_P_STR,CPT_P_YOT,CPT_P_CIN,CPT_P_DIS,CPT_P_SEM,CPT_P_FAB,CPT_P_SNP,CPT_P_TWT,CPT_P_PIN,CPT_P_TIK,CPT_P_DCI,CPT_P_DRD,CPT_P_LRD,CPT_P_OOH,MCPT_P_LTV,MCPT_P_STR,MCPT_P_YOT,MCPT_P_CIN,MCPT_P_DIS,MCPT_P_SEM,MCPT_P_FAB,MCPT_P_SNP,MCPT_P_TWT,MCPT_P_PIN,MCPT_P_TIK,MCPT_P_DCI,MCPT_P_DRD,MCPT_P_LRD,MCPT_P_OOH,nMCPT_P_LTV,nMCPT_P_STR,nMCPT_P_YOT,nMCPT_P_CIN,nMCPT_P_DIS,nMCPT_P_SEM,nMCPT_P_FAB,nMCPT_P_SNP,nMCPT_P_TWT,nMCPT_P_PIN,nMCPT_P_TIK,nMCPT_P_DCI,nMCPT_P_DRD,nMCPT_P_LRD,nMCPT_P_OOH,nMTIncT_P_LTV,nMTIncT_P_STR,nMTIncT_P_YOT,nMTIncT_P_CIN,nMTIncT_P_DIS,nMTIncT_P_SEM,nMTIncT_P_FAB,nMTIncT_P_SNP,nMTIncT_P_TWT,nMTIncT_P_PIN,nMTIncT_P_TIK,nMTIncT_P_DCI,nMTIncT_P_DRD,nMTIncT_P_LRD,nMTIncT_P_OOH
0.199483538,154.9,7785736.346,12624678.43,2568747.516,1322248.442,8834602.614,4602996.752,3637795.52,1349465.658,783755.6158,666225.6764,396574.4363,661746.4157,1666139.376,2287477.85,3711027.066,148594.0713,325399.6321,69450.14018,23052.40048,230408.653,147168.9471,97363.51503,27431.44188,20735.79642,14025.74293,7738.862919,12828.76831,35584.5992,38985.92528,98048.62426,52.39600934,38.79745761,36.98693062,57.35838414,38.34318938,31.27695646,37.36302576,49.19412052,37.79722756,47.50020585,51.2445356,51.58300468,46.82192336,58.67445324,37.84884382,156.2775649,122.5749685,106.8208976,178.2060034,113.0884879,86.89838018,103.5870625,130.221319,100.4794373,125.0255542,146.4436737,132.2901536,156.7738984,176.8878152,167.8066572,155.9551845,122.3126585,106.6057687,177.8282593,112.8572329,86.72798493,103.385095,129.975554,100.2894651,124.7906454,146.1504435,132.0469512,156.4268677,176.5201977,167.3896677,9984.581624,20643.29006,4819.152937,1487.107221,15656.24531,10614.79004,7037.369403,2076.491488,1562.98693,1067.749389,542.6934421,1002.289579,2130.247062,2591.746304,4433.99777
0.2,155,7790762.644,12632828.65,2570405.843,1323102.057,8840306.038,4605968.344,3640144,1350336.843,784261.591,666655.7769,396830.456,662173.6245,1667214.999,2288954.595,3713422.823,148626.2339,325466.1238,69465.66454,23057.19052,230459.0862,147203.1433,97386.18658,27438.13191,20740.83203,14029.18303,7740.611166,12831.99764,35591.46018,38994.27377,98062.90115,52.41848925,38.81457308,37.00253729,57.38348977,38.35954651,31.28987766,37.37844275,49.21387678,37.812446,47.51921587,51.26603668,51.60331564,46.84311885,58.69976214,37.86776426,156.3445685,122.6289537,106.8658841,178.2839522,113.1366565,86.93426822,103.6296399,130.2735902,100.5198141,125.0755745,146.5050984,132.3422265,156.8446632,176.9640729,167.8888634,156.0220715,122.3665456,106.6506792,177.906068,112.9053185,86.76381415,103.4276033,130.0277434,100.3297787,124.8405877,146.2117651,132.098945,156.4974989,176.5963215,167.4716984,9986.744274,20647.52026,4820.233424,1487.416445,15659.68043,10617.25649,7039.018375,2076.998043,1563.367528,1068.011276,542.8160392,1002.541882,2130.660248,2592.301556,4434.687005
0.200515796,155.1,7795788.942,12640978.86,2572064.169,1323955.671,8846009.461,4608939.936,3642492.48,1351208.028,784767.5662,667085.8774,397086.4756,662600.8333,1668290.622,2290431.34,3715818.58,148658.3827,325532.5862,69481.18237,23061.97847,230509.498,147237.3253,97408.84883,27444.81926,20745.86561,14032.62176,7742.358679,12835.2257,35598.31806,39002.61865,98077.17105,52.4409643,38.83168505,37.01814047,57.40859018,38.37590006,31.30279585,37.39385614,49.23362821,37.82766074,47.53822122,51.28753292,51.62362148,46.86431024,58.72506562,37.88668188,156.4115576,122.6829278,106.9108605,178.3618849,113.1848145,86.97014792,103.6722073,130.3258487,100.5601811,125.1255824,146.5665093,132.3942862,156.9154143,177.0403143,167.9710565,156.088944,122.4204217,106.6955796,177.9838606,112.9533936,86.79963505,103.4701016,130.0799201,100.3700825,124.8905178,146.2730728,132.1509258,156.5681164,176.672429,167.553716,9988.905998,20651.74859,4821.313457,1487.725535,15663.1141,10619.72192,7040.666672,2077.504394,1563.747975,1068.273059,542.9385849,1002.794084,2131.073248,2592.856568,4435.375912
0.200386598,155.2,7800815.241,12649129.07,2573722.495,1324809.285,8851712.884,4611911.529,3644840.96,1352079.213,785273.5414,667515.9779,397342.4953,663028.0421,1669366.244,2291908.085,3718214.336,148690.5178,325599.0193,69496.69367,23066.76433,230559.8884,147271.4933,97431.50176,27451.50393,20750.89718,14036.05911,7744.105461,12838.45249,35605.17285,39010.95994,98091.43396,52.46343449,38.84879352,37.03374016,57.43368538,38.39225004,31.31571104,37.40926594,49.25337484,37.84287179,47.55722192,51.3090243,51.64392223,46.88549754,58.75036369,37.90559671,156.4785321,122.7368909,106.9558268,178.4398013,113.2329619,87.0060193,103.7147647,130.3780944,100.6005383,125.1755782,146.6279064,132.4463328,156.9861516,177.1165394,168.0532365,156.155802,122.4742868,106.74047,178.061637,113.0014582,86.83544763,103.51259,130.132084,100.4103765,124.9404357,146.3343666,132.2028935,156.6387202,176.7485203,167.6357206,9991.066797,20655.97506,4822.393037,1488.034489,15666.5463,10622.18634,7042.314294,2078.010543,1564.128268,1068.534737,543.0610792,1003.046188,2131.486062,2593.411341,4436.06449
0.200257566,155.3,7805841.539,12657279.28,2575380.822,1325662.899,8857416.307,4614883.121,3647189.44,1352950.398,785779.5167,667946.0784,397598.5149,663455.2509,1670441.867,2293384.83,3720610.093,148722.6392,325665.4232,69512.19845,23071.54809,230610.2573,147305.6472,97454.1454,27458.18592,20755.92673,14039.49508,7745.851511,12841.67802,35612.02456,39019.29765,98105.6899,52.48589982,38.86589849,37.04933636,57.45877537,38.40859643,31.32862324,37.42467214,49.27311666,37.85807914,47.57621797,51.33051084,51.66421787,46.90668075,58.77565636,37.92450873,156.5454923,122.7908429,107.0007831,178.5177016,113.2810988,87.04188235,103.7573121,130.4303274,100.6408857,125.2255617,146.6892895,132.4983664,157.0568752,177.1927481,168.1354034,156.2226455,122.5281408,106.7853502,178.1393973,113.0495122,86.87125191,103.5550684,130.1842353,100.4506606,124.9903414,146.3956466,132.2548482,156.7093103,176.8245952,167.717712,9993.22667,20660.19968,4823.472163,1488.343308,15669.97704,10624.64974,7043.961243,2078.516489,1564.50841,1068.79631,543.1835222,1003.298193,2131.89869,2593.965876,4436.752741
0.2001287,155.4,7810867.838,12665429.49,2577039.148,1326516.513,8863119.731,4617854.714,3649537.92,1353821.583,786285.4919,668376.1789,397854.5346,663882.4597,1671517.489,2294861.575,3723005.85,148754.7467,325731.798,69527.69671,23076.32977,230660.6049,147339.787,97476.77976,27464.86524,20760.95426,14042.92969,7747.59683,12844.90227,35618.87317,39027.63176,98119.93887,52.5083603,38.88299998,37.06492908,57.48386015,38.42493926,31.34153244,37.44007474,49.29285367,37.8732828,47.59520938,51.35199253,51.68450841,46.92785988,58.80094361,37.94341795,156.6124379,122.8447839,107.0457293,178.5955857,113.3292251,87.07773711,103.7998496,130.4825477,100.6812232,125.2755329,146.7506589,132.5503869,157.1275851,177.2689406,168.2175572,156.2894747,122.5819838,106.8302205,178.2171414,113.0975557,86.9070479,103.5975368,130.2363738,100.490935,125.0402348,146.4569129,132.3067898,156.7798866,176.9006539,167.7996905,9995.385621,20664.42245,4824.550837,1488.651993,15673.40633,10627.11213,7045.607518,2079.022232,1564.888399,1069.057779,543.305914,1003.550098,2132.311134,2594.520172,4437.440664
0.2,155.5,7815894.136,12673579.71,2578697.474,1327370.128,8868823.154,4620826.306,3651886.4,1354692.768,786791.4671,668806.2794,398110.5542,664309.6685,1672593.112,2296338.32,3725401.606,148786.8406,325798.1436,69543.18847,23081.10936,230710.931,147373.9127,97499.40484,27471.54188,20765.97978,14046.36293,7749.341419,12848.12527,35625.71871,39035.9623,98134.18089,52.53081593,38.90009798,37.08051832,57.50893974,38.44127851,31.35443866,37.45547376,49.31258589,37.88848278,47.61419613,51.37346939,51.70479387,46.94903492,58.82622547,37.96232437,156.6793691,122.8987139,107.0906654,178.6734537,113.3773409,87.11358355,103.8423771,130.5347553,100.7215509,125.325492,146.8120145,132.6023944,157.1982813,177.3451168,168.299698,156.3562893,122.6358158,106.8750807,178.2948694,113.1455887,86.94283558,103.6399952,130.2884997,100.5311996,125.0901161,146.5181653,132.3587184,156.8504493,176.9766963,167.8816559,9997.543649,20668.64336,4825.629058,1488.960543,15676.83417,10629.5735,7047.253122,2079.527773,1565.268236,1069.319144,543.4282547,1003.801905,2132.723392,2595.07423,4438.12826
0.199871465,155.6,7820920.435,12681729.92,2580355.801,1328223.742,8874526.577,4623797.899,3654234.88,1355563.953,787297.4423,669236.3799,398366.5739,664736.8772,1673668.734,2297815.064,3727797.363,148818.9208,325864.4601,69558.67372,23085.88687,230761.2358,147408.0244,97522.02066,27478.21585,20771.00328,14049.79479,7751.08528,12851.34699,35632.56117,39044.28925,98148.41595,52.55326671,38.91719249,37.09610409,57.53401414,38.45761419,31.36734189,37.4708692,49.33231331,37.90367907,47.63317825,51.39494142,51.72507423,46.97020589,58.85150193,37.98122799,156.7462858,122.9526328,107.1355915,178.7513055,113.4254462,87.14942171,103.8848946,130.5869502,100.7618689,125.3754388,146.8733562,132.6543888,157.2689638,177.4212768,168.3818257,156.4230896,122.6896368,106.9199308,178.3725813,113.1936111,86.97861499,103.6824438,130.3406129,100.5714543,125.1399852,146.5794039,132.410634,156.9209983,177.0527225,167.9636082,9999.700755,20672.86243,4826.706828,1489.268959,15680.26055,10632.03386,7048.898054,2080.033112,1565.647922,1069.580405,543.5505441,1004.053613,2133.135466,2595.62805,4438.81553
0.199743096,155.7,7825946.733,12689880.13,2582014.127,1329077.356,8880230,4626769.491,3656583.36,1356435.138,787803.4175,669666.4804,398622.5935,665164.086,1674744.357,2299291.809,3730193.12,148850.9872,325930.7475,69574.15248,23090.6623,230811.5193,147442.1221,97544.62722,27484.88715,20776.02478,14053.2253,7752.828412,12854.56746,35639.40055,39052.61263,98162.64407,52.57571266,38.93428352,37.11168638,57.55908335,38.47394631,31.38024213,37.48626105,49.35203594,37.91887168,47.65215574,51.41640861,51.74534952,46.99137278,58.87677301,38.00012882,156.8131881,123.0065407,107.1805075,178.8291412,113.473541,87.18525157,103.9274021,130.6391324,100.802177,125.4253735,146.9346842,132.7063702,157.3396325,177.4974205,168.4639403,156.4898754,122.7434468,106.9647709,178.4502771,113.2416231,87.01438612,103.7248823,130.3927135,100.6116993,125.189842,146.6406288,132.4625365,156.9915337,177.1287325,168.0455475,10001.85694,20677.07964,4827.784147,1489.57724,15683.68548,10634.49321,7050.542315,2080.538248,1566.027455,1069.841561,543.6727825,1004.305223,2133.547355,2596.181632,4439.502473
0.199614891,155.8,7830973.032,12698030.34,2583672.453,1329930.97,8885933.424,4629741.084,3658931.84,1357306.323,788309.3928,670096.5809,398878.6132,665591.2948,1675819.98,2300768.554,3732588.876,148883.04,325997.0059,69589.62476,23095.43565,230861.7814,147476.2058,97567.22453,27491.55579,20781.04426,14056.65443,7754.570816,12857.78666,35646.23686,39060.93244,98176.86525,52.59815377,38.95137107,37.1272652,57.58414737,38.49027487,31.39313939,37.50164933,49.37175379,37.93406062,47.67112859,51.43787098,51.76561972,47.0125356,58.90203869,38.01902685,156.880076,123.0604377,107.2254135,178.9069608,113.5216252,87.22107316,103.9698997,130.691302,100.8424754,125.4752959,146.9959983,132.7583386,157.4102877,177.573548,168.5460419,156.5566469,122.7972458,107.009601,178.5279568,113.2896245,87.05014898,103.767311,130.4448014,100.6519346,125.2396868,146.7018399,132.5144261,157.0620554,177.2047263,168.1274739,10004.01221,20681.29502,4828.861015,1489.885387,15687.10896,10636.95155,7052.185906,2081.043183,1566.406838,1070.102614,543.7949699,1004.556733,2133.959059,2596.734977,4440.189091
0.199486851,155.9,7835999.33,12706180.55,2585330.78,1330784.585,8891636.847,4632712.676,3661280.32,1358177.509,788815.368,670526.6814,399134.6328,666018.5036,1676895.602,2302245.299,3734984.633,148915.0791,326063.2352,69605.09056,23100.20693,230912.0222,147510.2754,97589.8126,27498.22176,20786.06174,14060.0822,7756.312494,12861.0046,35653.0701,39069.24869,98191.07951,52.62059005,38.96845514,37.14284055,57.60920622,38.50659987,31.40603367,37.51703403,49.39146685,37.94924588,47.69009682,51.45932853,51.78588486,47.03369436,58.927299,38.0379221,156.9469495,123.1143236,107.2703095,178.9847644,113.5696989,87.25688647,104.0123874,130.7434589,100.882764,125.5252063,147.0572987,132.810294,157.4809291,177.6496593,168.6281305,156.6234039,122.8510339,107.0544211,178.6056204,113.3376155,87.08590357,103.8097297,130.4968766,100.6921601,125.2895193,146.7630373,132.5663026,157.1325634,177.2807039,168.2093872,10006.16655,20685.50854,4829.937433,1490.193401,15690.531,10639.40887,7053.828828,2081.547917,1566.786069,1070.363563,543.9171064,1004.808146,2134.370579,2597.288085,4440.875383
0.2,156,7841025.629,12714330.77,2586989.106,1331638.199,8897340.27,4635684.269,3663628.8,1359048.694,789321.3432,670956.7819,399390.6525,666445.7124,1677971.225,2303722.044,3737380.39,148947.1046,326129.4356,69620.54988,23104.97613,230962.2418,147544.3311,97612.39145,27504.88508,20791.07722,14063.50861,7758.053446,12864.22129,35659.90028,39077.56137,98205.28684,52.6430215,38.98553574,37.15841243,57.63425988,38.52292132,31.41892497,37.53241515,49.41117513,37.96442747,47.70906042,51.48078126,51.80614492,47.05484905,58.95255393,38.05681455,157.0138086,123.1681986,107.3151954,179.0625518,113.6177622,87.29269151,104.0548652,130.7956032,100.9230428,125.5751044,147.1185854,132.8622364,157.5515569,177.7257544,168.7102061,156.6901466,122.904811,107.0992312,178.683268,113.385596,87.12164991,103.8521385,130.5489393,100.7323758,125.3393398,146.8242209,132.6181662,157.2030579,177.3566653,168.2912875,10008.31998,20689.72023,4831.013401,1490.50128,15693.95158,10641.86519,7055.471081,2082.052449,1567.165148,1070.624408,544.0391919,1005.05946,2134.781915,2597.840955,4441.561349
0.200512492,156.1,7846051.927,12722480.98,2588647.432,1332491.813,8903043.693,4638655.861,3665977.28,1359919.879,789827.3184,671386.8824,399646.6721,666872.9212,1679046.847,2305198.789,3739776.146,148979.1164,326195.607,69636.00274,23109.74326,231012.4402,147578.3728,97634.96109,27511.54574,20796.0907,14066.93365,7759.793672,12867.43672,35666.7274,39085.87049,98219.48727,52.66544813,39.00261287,37.17398085,57.65930838,38.53923921,31.4318133,37.54779271,49.43087864,37.97960539,47.72801941,51.50222918,51.82639992,47.07599968,58.97780349,38.07570422,157.0806533,123.2220625,107.3600714,179.1403232,113.6658149,87.3284883,104.097333,130.8477349,100.9633119,125.6249904,147.1798583,132.9141658,157.622171,177.8018333,168.7922687,156.7568749,122.9585771,107.1440313,178.7608996,113.433566,87.15738801,103.8945374,130.6009893,100.7725818,125.389148,146.8853908,132.6700168,157.2735387,177.4326105,168.3731748,10010.4725,20693.93007,4832.088919,1490.809026,15697.37073,10644.3205,7057.112666,2082.55678,1567.544077,1070.885149,544.1612265,1005.310676,2135.193068,2598.393589,4442.246991
0.200384123,156.2,7851078.226,12730631.19,2590305.759,1333345.427,8908747.117,4641627.454,3668325.76,1360791.064,790333.2936,671816.9829,399902.6918,667300.13,1680122.47,2306675.534,3742171.903,149011.1146,326261.7494,69651.44913,23114.50832,231062.6173,147612.4006,97657.52151,27518.20375,20801.10217,14070.35734,7761.533174,12870.65089,35673.55145,39094.17606,98233.68079,52.68786994,39.01968653,37.18954582,57.68435171,38.55555356,31.44469866,37.5631667,49.45057738,37.99477965,47.74697378,51.5236723,51.84664986,47.09714625,59.00304768,38.09459111,157.1474836,123.2759155,107.4049373,179.2180785,113.7138572,87.36427683,104.1397909,130.8998539,101.0035712,125.6748642,147.2411174,132.9660822,157.6927716,177.877896,168.8743182,156.8235889,123.0123322,107.1888214,178.8385151,113.4815256,87.19311786,103.9369264,130.6530267,100.812778,125.4389442,146.946547,132.7218545,157.3440059,177.5085396,168.4550492,10012.6241,20698.13808,4833.163989,1491.116638,15700.78842,10646.77481,7058.753583,2083.06091,1567.922855,1071.145787,544.2832104,1005.561793,2135.604036,2598.945987,4442.932308
0.200255918,156.3,7856104.524,12738781.4,2591964.085,1334199.041,8914450.54,4644599.046,3670674.24,1361662.249,790839.2689,672247.0834,400158.7114,667727.3388,1681198.093,2308152.279,3744567.66,149043.0992,326327.863,69666.88908,23119.27131,231112.7732,147646.4144,97680.07274,27524.8591,20806.11165,14073.77967,7763.271952,12873.8638,35680.37245,39102.47807,98247.86742,52.71028693,39.03675673,37.20510732,57.70938987,38.57186436,31.45758104,37.57853713,49.47027136,38.00995025,47.76592353,51.5451106,51.86689474,47.11828877,59.02828651,38.11347521,157.2142996,123.3297576,107.4497933,179.2958178,113.761889,87.40005712,104.182239,130.9519603,101.0438208,125.724726,147.3023629,133.0179857,157.7633585,177.9539425,168.9563548,156.8902886,123.0660764,107.2336016,178.9161147,113.5294747,87.22883948,103.9793056,130.7050515,100.8529646,125.4887283,147.0076895,132.7736792,157.4144595,177.5844526,168.5369106,10014.77478,20702.34425,4834.23861,1491.424117,15704.20468,10649.22811,7060.393834,2083.56484,1568.301482,1071.406321,544.4051435,1005.812813,2136.014821,2599.498149,4443.617301
0.200127877,156.4,7861130.823,12746931.61,2593622.411,1335052.656,8920153.963,4647570.639,3673022.72,1362533.434,791345.2441,672677.1839,400414.7311,668154.5476,1682273.715,2309629.024,3746963.416,149075.0702,326393.9477,69682.32258,23124.03224,231162.908,147680.4143,97702.61477,27531.51181,20811.11914,14077.20064,7765.010007,12877.07546,35687.1904,39110.77654,98262.04715,52.73269912,39.05382347,37.22066538,57.73442288,38.58817161,31.47046046,37.593904,49.48996057,38.02511719,47.78486869,51.56654411,51.88713458,47.13942723,59.05351998,38.13235654,157.2811012,123.3835887,107.4946393,179.3735411,113.8099104,87.43582917,104.2246771,131.0040541,101.0840607,125.7745756,147.3635946,133.0698762,157.8339318,178.0299729,169.0383784,156.9569739,123.1198097,107.2783717,178.9936982,113.5774134,87.26455287,104.0216748,130.7570638,100.8931414,125.5385002,147.0688183,132.825491,157.4848995,177.6603494,168.6187591,10016.92455,20706.54859,4835.312784,1491.731462,15707.61949,10651.6804,7062.03342,2084.068569,1568.679958,1071.666752,544.5270259,1006.063734,2136.425423,2600.050074,4444.301971
0.2,156.5,7866157.121,12755081.83,2595280.738,1335906.27,8925857.386,4650542.231,3675371.2,1363404.619,791851.2193,673107.2844,400670.7507,668581.7564,1683349.338,2311105.769,3749359.173,149107.0276,326460.0036,69697.74964,23128.7911,231213.0216,147714.4003,97725.14763,27538.16187,20816.12463,14080.62025,7766.747341,12880.28587,35694.0053,39119.07146,98276.22001,52.75510649,39.07088674,37.23621998,57.75945073,38.60447533,31.48333692,37.60926731,49.50964503,38.04028048,47.80380924,51.58797282,51.90736937,47.16056165,59.0787481,38.15123509,157.3478885,123.4374089,107.5394753,179.4512484,113.8579213,87.47159299,104.2671054,131.0561354,101.1242909,125.8244131,147.4248127,133.1217538,157.9044915,178.1059872,169.120389,157.0236449,123.1735321,107.3231319,179.0712657,113.6253416,87.30025804,104.0640342,130.8090635,100.9333085,125.5882601,147.1299334,132.8772899,157.5553259,177.7362301,168.7005946,10019.0734,20710.7511,4836.38651,1492.038675,15711.03287,10654.1317,7063.67234,2084.572098,1569.058284,1071.92708,544.6488576,1006.314558,2136.835842,2600.601765,4444.986317
0.199872286,156.6,7871183.42,12763232.04,2596939.064,1336759.884,8931560.81,4653513.824,3677719.68,1364275.804,792357.1945,673537.3849,400926.7704,669008.9651,1684424.96,2312582.513,3751754.93,149138.9715,326526.0307,69713.17027,23133.5479,231263.114,147748.3723,97747.67132,27544.80929,20821.12812,14084.03851,7768.483952,12883.49503,35700.81716,39127.36284,98290.38599,52.77750907,39.08794656,37.25177114,57.78447343,38.62077551,31.49621042,37.62462706,49.52932473,38.05544012,47.82274519,51.60939674,51.92759911,47.18169203,59.10397086,38.17011086,157.4146615,123.4912181,107.5843013,179.5289396,113.9059218,87.50734859,104.3095238,131.1082041,101.1645113,125.8742385,147.486017,133.1736185,157.9750376,178.1819853,169.2023867,157.0903016,123.2272436,107.3678822,179.1488173,113.6732595,87.335955,104.1063837,130.8610506,100.9734659,125.6380078,147.1910348,132.9290759,157.6257388,177.8120948,168.7824172,10021.22135,20714.95178,4837.459789,1492.345754,15714.44481,10656.58199,7065.310595,2085.075426,1569.43646,1072.187305,544.7706388,1006.565284,2137.246078,2601.153219,4445.67034
0.199744735,156.7,7876209.718,12771382.25,2598597.39,1337613.498,8937264.233,4656485.416,3680068.16,1365146.989,792863.1697,673967.4854,401182.79,669436.1739,1685500.583,2314059.258,3754150.686,149170.9018,326592.029,69728.58447,23138.30265,231313.1854,147782.3305,97770.18586,27551.45407,20826.12963,14087.45542,7770.219843,12886.70294,35707.62597,39135.65069,98304.54511,52.79990684,39.10500293,37.26731885,57.80949099,38.63707215,31.50908095,37.63998327,49.54899969,38.07059611,47.84167655,51.63081587,51.94782382,47.20281836,59.12918829,38.18898386,157.4814202,123.5450164,107.6291174,179.6066149,113.9539119,87.54309597,104.3519323,131.1602602,101.2047221,125.9240518,147.5472077,133.2254703,158.0455702,178.2579674,169.2843715,157.156944,123.2809441,107.4126225,179.2263529,113.7211669,87.37164375,104.1487234,130.9130251,101.0136136,125.6877435,147.2521226,132.980849,157.6961381,177.8879433,168.8642268,10023.36838,20719.15062,4838.532622,1492.652701,15717.85531,10659.03127,7066.948187,2085.578555,1569.814486,1072.447426,544.8923694,1006.815912,2137.656131,2601.704439,4446.35404
0.199617347,156.8,7881236.017,12779532.46,2600255.717,1338467.113,8942967.656,4659457.009,3682416.64,1366018.174,793369.145,674397.5859,401438.8097,669863.3827,1686576.205,2315536.003,3756546.443,149202.8186,326657.9986,69743.99226,23143.05533,231363.2356,147816.2749,97792.69124,27558.09621,20831.12915,14090.87097,7771.955014,12889.9096,35714.43175,39143.935,98318.69737,52.82229982,39.12205585,37.28286312,57.83450341,38.65336527,31.52194853,37.65533593,49.5686699,38.08574845,47.86060331,51.65223022,51.96804349,47.22394066,59.15440037,38.20785408,157.5481646,123.5988038,107.6739236,179.6842742,114.0018915,87.57883514,104.394331,131.2123037,101.2449231,125.9738531,147.6083848,133.2773092,158.1160891,178.3339333,169.3663433,157.2235721,123.3346338,107.4573529,179.3038725,113.7690639,87.40732431,104.1910532,130.9649872,101.0537517,125.7374672,147.3131968,133.0326092,157.7665239,177.9637758,168.9460236,10025.51451,20723.34765,4839.605009,1492.959515,15721.26438,10661.47956,7068.585115,2086.081484,1570.192362,1072.707445,545.0140496,1007.066443,2138.066002,2602.255423,4447.037418
0.199490121,156.9,7886262.315,12787682.68,2601914.043,1339320.727,8948671.079,4662428.601,3684765.12,1366889.359,793875.1202,674827.6864,401694.8293,670290.5915,1687651.828,2317012.748,3758942.2,149234.7218,326723.9395,69759.39363,23147.80597,231413.2648,147850.2054,97815.18748,27564.73572,20836.12669,14094.28518,7773.689466,12893.11501,35721.23449,39152.21579,98332.84278,52.84468802,39.13910531,37.29840395,57.85951069,38.66965485,31.53481315,37.67068504,49.58833537,38.10089716,47.87952549,51.67363979,51.98825814,47.24505892,59.17960712,38.22672154,157.6148947,123.6525804,107.7187198,179.7619176,114.0498607,87.61456611,104.4367198,131.2643347,101.2851145,126.0236422,147.6695481,133.3291352,158.1865946,178.4098832,169.4483021,157.290186,123.3883126,107.5020734,179.3813763,113.8169505,87.44299667,104.2333732,131.0169367,101.09388,125.7871788,147.3742573,133.0843565,157.8368962,178.0395922,169.0278074,10027.65972,20727.54284,4840.67695,1493.266196,15724.67201,10663.92685,7070.221381,2086.584214,1570.570088,1072.967361,545.1356793,1007.316877,2138.475691,2602.806173,4447.720475
0.2,157,7891288.614,12795832.89,2603572.37,1340174.341,8954374.503,4665400.194,3687113.6,1367760.544,794381.0954,675257.7869,401950.849,670717.8003,1688727.451,2318489.493,3761337.956,149266.6116,326789.8516,69774.7886,23152.55455,231463.273,147884.122,97837.67459,27571.37259,20841.12224,14097.69803,7775.4232,12896.31918,35728.03419,39160.49305,98346.98135,52.86707142,39.15615134,37.31394135,57.88451284,38.68594092,31.54767483,37.68603062,49.6079961,38.11604222,47.89844309,51.69504458,52.00846776,47.26617315,59.20480854,38.24558623,157.6816105,123.706346,107.763506,179.839545,114.0978196,87.65028889,104.4790988,131.3163532,101.3252962,126.0734194,147.7306979,133.3809483,158.2570865,178.485817,169.5302481,157.3567856,123.4419805,107.5467839,179.4588641,113.8648267,87.47866085,104.2756834,131.0688737,101.1339987,125.8368784,147.4353042,133.1360909,157.9072549,178.1153926,169.1095784,10029.80403,20731.73622,4841.748446,1493.572745,15728.07822,10666.37314,7071.856986,2087.086744,1570.947664,1073.227174,545.2572586,1007.567213,2138.885198,2603.356689,4448.403209
0.20050923,157.1,7896314.912,12803983.1,2605230.696,1341027.955,8960077.926,4668371.786,3689462.08,1368631.729,794887.0706,675687.8874,402206.8686,671145.0091,1689803.073,2319966.238,3763733.713,149298.4878,326855.7352,69790.17717,23157.30108,231513.2601,147918.0248,97860.15258,27578.00684,20846.11582,14101.10954,7777.156216,12899.5221,35734.83087,39168.76678,98361.11309,52.88945004,39.17319392,37.32947531,57.90950986,38.70222345,31.56053355,37.70137265,49.62765211,38.13118365,47.91735611,51.7164446,52.02867236,47.28728336,59.23000463,38.26444816,157.7483121,123.7601007,107.8082824,179.9171565,114.145768,87.68600348,104.5214679,131.3683592,101.3654682,126.1231845,147.791834,133.4327485,158.3275649,178.5617348,169.6121812,157.423371,123.4956375,107.5914846,179.536336,113.9126925,87.51431686,104.3179837,131.1207982,101.1741078,125.8865659,147.4963375,133.1878126,157.9776001,178.1911769,169.1913365,10031.94743,20735.92778,4842.819497,1493.879162,15731.48299,10668.81844,7073.491929,2087.589076,1571.325091,1073.486885,545.3787877,1007.817451,2139.294522,2603.90697,4449.085622
