Pct_Delta,PCT_Change,M_P_NTV,M_P_STR,M_P_DIS_BAN,M_P_RAD,M_P_DIS_AFF,M_P_CEM,M_P_SEM,M_P_Total_Social,TlncT_P_NTV,TlncT_P_STR,TlncT_P_DIS_BAN,TlncT_P_RAD,TlncT_P_DIS_AFF,TlncT_P_CEM,TlncT_P_SEM,TlncT_P_Total_Social,CPT_P_NTV,CPT_P_STR,CPT_P_DIS_BAN,CPT_P_RAD,CPT_P_DIS_AFF,CPT_P_CEM,CPT_P_SEM,CPT_P_Total_Social,MCPT_P_NTV,MCPT_P_STR,MCPT_P_DIS_BAN,MCPT_P_RAD,MCPT_P_DIS_AFF,MCPT_P_CEM,MCPT_P_SEM,MCPT_P_Total_Social,nMCPT_P_NTV,nMCPT_P_STR,nMCPT_P_DIS_BAN,nMCPT_P_RAD,nMCPT_P_DIS_AFF,nMCPT_P_CEM,nMCPT_P_SEM,nMCPT_P_Total_Social,nMTIncT_P_NTV,nMTIncT_P_STR,nMTIncT_P_DIS_BAN,nMTIncT_P_RAD,nMTIncT_P_DIS_AFF,nMTIncT_P_CEM,nMTIncT_P_SEM,nMTIncT_P_Total_Social
0.200214133,93.4,4821938.291,1872603.765,348294.0372,225053.838,66207.524,11976.88935,913531.1472,3313526.984,307325.8946,140717.7978,49898.47744,15118.76318,11562.90378,1820.063116,111790.2047,339386.7997,15.68998375,13.30751188,6.980053402,14.88573075,5.725856174,6.580480229,8.171835355,9.763275963,57.4481671,30.95714298,14.63906029,27.57295444,9.706970446,8.77514752,17.76999358,23.35811015,57.30584321,30.90139987,14.61547619,27.53521504,9.695460792,8.76938946,17.7401604,23.3150066,16828.78402,12119.86365,4766.099068,1634.661924,1365.7427,273.1521824,10299.0179,28423.98495
0.2,93.5,4827100.966,1874608.694,348666.943,225294.795,66278.41,11989.71257,914509.2319,3317074.658,307415.7613,140782.5624,49923.95078,15127.50207,11570.20637,1821.524427,111845.2461,339538.6816,15.70219089,13.31563129,6.983961356,14.89305994,5.728368872,6.582240893,8.176558808,9.769357181,57.49270365,30.97602101,14.64725025,27.58652308,9.711227913,8.77749413,17.78025943,23.37261952,57.35029345,30.92025399,14.62365732,27.54877236,9.699715486,8.771735785,17.7504145,23.329497,16833.74461,12125.44175,4768.532731,1635.606785,1366.605239,273.3714937,10304.08875,28436.7439
0.199786325,93.6,4832263.641,1876613.623,349039.8488,225535.752,66349.296,12002.53579,915487.3166,3320622.331,307505.5583,140847.2876,49949.40988,15136.23666,11577.50575,1822.985347,111900.2557,339690.4692,15.71439446,13.32374698,6.987867317,14.90038489,5.730879985,6.584000145,8.181279938,9.775435675,57.53722701,30.99489036,14.65543602,27.6000839,9.715482696,8.77983886,17.79052024,23.38712237,57.39473054,30.93909944,14.63183429,27.56232186,9.703967496,8.774080229,17.76066355,23.34398088,16838.70138,12131.01646,4770.965034,1636.551181,1367.4674,273.5907464,10309.15668,28449.49495
0.199573106,93.7,4837426.316,1878618.552,349412.7546,225776.709,66420.182,12015.35901,916465.4014,3324170.004,307595.2859,140911.9734,49974.85476,15144.96696,11584.80194,1824.445878,111955.2335,339842.1626,15.72659445,13.33185894,6.991771288,14.90770562,5.733389516,6.585757988,8.185998748,9.781511448,57.58173722,31.01375105,14.66361763,27.61363689,9.719734799,8.782181713,17.800776,23.40161871,57.43915449,30.95793623,14.64000708,27.57586354,9.708216826,8.776422795,17.77090757,23.35845826,16843.65433,12136.58778,4773.395978,1637.495114,1368.329183,273.8099404,10314.22169,28462.23811
0.199360341,93.8,4842588.991,1880623.481,349785.6605,226017.666,66491.068,12028.18224,917443.4861,3327717.678,307684.9441,140976.6199,50000.28545,15153.69298,11592.09494,1825.906019,112010.1797,339993.7621,15.73879088,13.33996717,6.995673271,14.91502213,5.735897466,6.587514425,8.190715241,9.787584504,57.62623429,31.03260309,14.67179508,27.62718209,9.723984226,8.784522692,17.81102674,23.41610856,57.48356532,30.97676438,14.64817572,27.58939742,9.712463482,8.778763487,17.78114656,23.37292915,16848.60347,12142.1557,4775.825566,1638.438583,1369.190589,274.0290761,10319.28377,28474.97338
0.19914803,93.9,4847751.665,1882628.41,350158.5663,226258.623,66561.954,12041.00546,918421.5709,3331265.351,307774.533,141041.2271,50025.70196,15162.41471,11599.38475,1827.36577,112065.0943,340145.2678,15.75098374,13.34807169,6.999573271,14.92233442,5.73840384,6.589269457,8.195429423,9.793654848,57.67071824,31.0514465,14.67996836,27.64071949,9.728230984,8.786861801,17.82127245,23.43059192,57.52796304,30.9955839,14.6563402,27.60292351,9.716707467,8.781102308,17.79138054,23.38739356,16853.54881,12147.72024,4778.253801,1639.381589,1370.051619,274.2481533,10324.34295,28487.7008
0.2,94,4852914.34,1884633.339,350531.4721,226499.58,66632.84,12053.82868,919399.6556,3334813.025,307864.0529,141105.795,50051.10432,15171.13218,11606.67138,1828.825133,112119.9773,340296.6798,15.76317305,13.3561725,7.00347129,14.92964252,5.74090864,6.591023089,8.200141296,9.799722484,57.71518908,31.07028128,14.6881375,27.65424911,9.732475074,8.789199044,17.83151314,23.4450688,57.57234768,31.01439481,14.66450053,27.61644182,9.720948787,8.783439261,17.8016095,23.4018515,16858.49035,12153.28141,4780.680683,1640.324134,1370.912273,274.4671722,10329.39921,28500.42036
0.200850159,94.1,4858077.015,1886638.268,350904.3779,226740.537,66703.726,12066.6519,920377.7403,3338360.698,307953.5038,141170.3239,50076.49255,15179.84538,11613.95483,1830.284109,112174.8287,340447.9984,15.7753588,13.3642696,7.007367331,14.93694642,5.743411868,6.592775321,8.204850863,9.805787415,57.75964684,31.08910746,14.6963025,27.66777097,9.736716504,8.791534423,17.84174883,23.45953921,57.61671925,31.03319711,14.67265672,27.62995237,9.725187445,8.785774351,17.81183345,23.41630297,16863.42811,12158.83921,4783.106217,1641.266217,1371.772552,274.6861328,10334.45257,28513.13209
0.200636943,94.2,4863239.69,1888643.198,351277.2837,226981.494,66774.612,12079.47512,921355.8251,3341908.372,308042.8858,141234.8136,50101.86667,15188.55432,11621.23511,1831.742696,112229.6487,340599.2236,15.787541,13.37236301,7.011261398,14.94424612,5.745913527,6.594526158,8.209558129,9.811849647,57.80409152,31.10792503,14.70446335,27.68128507,9.740955276,8.793867943,17.85197952,23.47400317,57.66107777,31.05199082,14.68080878,27.64345517,9.729423447,8.78810758,17.82205241,23.43074799,16868.36208,12164.39363,4785.530403,1642.20784,1372.632456,274.9050353,10339.50304,28525.83599
0.200424178,94.3,4868402.365,1890648.127,351650.1896,227222.451,66845.498,12092.29835,922333.9098,3345456.045,308132.1991,141299.2644,50127.22671,15197.25901,11628.51222,1833.200896,112284.4373,340750.3556,15.79971966,13.38045272,7.015153493,14.95154165,5.74841362,6.596275602,8.214263097,9.817909182,57.84852316,31.12673403,14.71262008,27.69479143,9.745191396,8.796199607,17.86220522,23.48846068,57.70542326,31.07077596,14.68895671,27.65695023,9.733656796,8.790438953,17.83226638,23.44518657,16873.29228,12169.9447,4787.953243,1643.149003,1373.491986,275.1238797,10344.5506,28538.53208
0.200211864,94.4,4873565.04,1892653.056,352023.0954,227463.408,66916.384,12105.12157,923311.9946,3349003.718,308221.4438,141363.6762,50152.5727,15205.95945,11635.78616,1834.65871,112339.1945,340901.3946,15.81189478,13.38853874,7.019043619,14.958833,5.750912148,6.598023654,8.21896577,9.823966025,57.89294176,31.14553445,14.72077268,27.70829007,9.749424868,8.798529418,17.87242593,23.50291175,57.74975573,31.08955253,14.69710052,27.67043756,9.737887498,8.792768472,17.84247537,23.45961871,16878.21871,12175.49242,4790.374741,1644.089708,1374.351142,275.3426661,10349.59528,28551.22038
0.2,94.5,4878727.714,1894657.985,352396.0012,227704.365,66987.27,12117.94479,924290.0793,3352551.392,308310.6201,141428.0491,50177.90464,15214.65566,11643.05695,1836.116138,112393.9205,341052.3407,15.82406637,13.39662108,7.022931781,14.96612017,5.753409116,6.599770318,8.223666152,9.830020181,57.93734734,31.16432632,14.72892117,27.72178099,9.753655695,8.800857379,17.88264167,23.51735639,57.7940752,31.10832055,14.70524021,27.68391718,9.742115556,8.795096141,17.85267938,23.47404443,16883.14139,12181.03679,4792.794898,1645.029954,1375.209925,275.5613946,10354.63708,28563.90088
0.199788584,94.6,4883890.389,1896662.914,352768.907,227945.322,67058.156,12130.76801,925268.164,3356099.065,308399.728,141492.3832,50203.22258,15223.34763,11650.32458,1837.573181,112448.6151,341203.1941,15.83623443,13.40469975,7.02681798,14.97340319,5.755904525,6.601515597,8.228364246,9.836071652,57.98173993,31.18310964,14.73706554,27.73526421,9.757883884,8.803183495,17.89285243,23.53179461,57.83838169,31.12708003,14.71337579,27.6973891,9.746340975,8.797421963,17.86287843,23.48846373,16888.0603,12186.57781,4795.213716,1645.969742,1376.068335,275.7800652,10359.67599,28576.57362
0.199577614,94.7,4889053.064,1898667.843,353141.8129,228186.279,67129.042,12143.59123,926246.2488,3359646.739,308488.7676,141556.6786,50228.52652,15232.03538,11657.58907,1839.029838,112503.2785,341353.955,15.84839896,13.41277474,7.030702219,14.98068205,5.758398379,6.603259492,8.233060057,9.842120443,58.02611953,31.20188443,14.74520581,27.74873973,9.762109438,8.805507769,17.90305824,23.54622642,57.88267522,31.14583099,14.72150727,27.71085334,9.75056376,8.799745942,17.87307253,23.50287663,16892.97547,12192.1155,4797.631198,1646.909074,1376.926374,275.998678,10364.71203,28589.2386
0.199367089,94.8,4894215.739,1900672.772,353514.7187,228427.236,67199.928,12156.41446,927224.3335,3363194.412,308577.7392,141620.9352,50253.81649,15240.71891,11664.85041,1840.486111,112557.9108,341504.6234,15.86055997,13.42084607,7.034584503,14.98795676,5.760890679,6.605002007,8.237753588,9.848166559,58.07048617,31.2206507,14.75334198,27.76220758,9.766332361,8.807830203,17.91325909,23.56065183,57.9269558,31.16457343,14.72963466,27.7243099,9.754783915,8.802068081,17.88326167,23.51728314,16897.8869,12197.64985,4800.047346,1647.847949,1377.784041,276.2172331,10369.74519,28601.89583
0.199157007,94.9,4899378.414,1902677.701,353887.6245,228668.193,67270.814,12169.23768,928202.4183,3366742.086,308666.6428,141685.1533,50279.09251,15249.39823,11672.10861,1841.942,112612.512,341655.1996,15.87271747,13.42891374,7.038464834,14.99522733,5.763381429,6.606743144,8.242444841,9.854210003,58.11483986,31.23940847,14.76147406,27.77566776,9.770552659,8.810150801,17.923455,23.57507085,57.97122346,31.18330738,14.73775795,27.73775879,9.759001444,8.804388384,17.89344586,23.53168326,16902.7946,12203.18088,4802.462161,1648.786369,1378.641337,276.4357306,10374.77549,28614.54532
0.2,95,4904541.089,1904682.63,354260.5303,228909.15,67341.7,12182.0609,929180.503,3370289.759,308755.4785,141749.3328,50304.35461,15258.07334,11679.36368,1843.397505,112667.0821,341805.6837,15.88487146,13.43697775,7.042343214,15.00249376,5.76587063,6.608482905,8.247133821,9.860250778,58.15918062,31.25815774,14.76960206,27.78912029,9.774770335,8.812469568,17.93364596,23.58948349,58.0154782,31.20203284,14.74587716,27.75120003,9.763216352,8.806706854,17.90362513,23.546077,16907.69857,12208.70858,4804.875646,1649.724334,1379.498263,276.6541706,10379.80293,28627.1871
0.20084122,95.1,4909703.763,1906687.559,354633.4361,229150.107,67412.586,12194.88412,930158.5877,3373837.432,308844.2466,141813.4738,50329.60281,15266.74425,11686.61561,1844.852627,112721.6212,341956.0759,15.89702194,13.44503811,7.046219647,15.00975606,5.768358286,6.610221294,8.251820531,9.86628889,58.20350847,31.27689854,14.77772597,27.80256518,9.778985393,8.814786505,17.943832,23.60388976,58.05972006,31.22074982,14.7539923,27.76463364,9.767428643,8.809023494,17.91379946,23.56046438,16912.59882,12214.23297,4807.287804,1650.661845,1380.354819,276.872553,10384.82751,28639.82117
0.200630252,95.2,4914866.438,1908692.488,355006.342,229391.064,67483.472,12207.70734,931136.6725,3377385.106,308932.947,141877.5763,50354.83712,15275.41097,11693.86442,1846.307367,112776.1293,342106.3763,15.90916892,13.45309483,7.050094137,15.01701424,5.770844399,6.611958312,8.256504975,9.872324342,58.24782343,31.29563086,14.78584581,27.81600245,9.783197839,8.817101617,17.95401311,23.61828967,58.10394903,31.23945834,14.76210336,27.77805962,9.771638321,8.811338308,17.92396888,23.5748454,16917.49535,12219.75405,4809.698635,1651.598903,1381.211006,277.0908781,10389.84924,28652.44754
0.200419727,95.3,4920029.113,1910697.417,355379.2478,229632.021,67554.358,12220.53057,932114.7572,3380932.779,309021.5799,141941.6405,50380.05758,15284.0735,11701.11011,1847.761725,112830.6065,342256.585,15.9213124,13.46114791,7.053966685,15.0242683,5.773328972,6.613693962,8.261187156,9.878357138,58.29212551,31.31435474,14.79396159,27.82943209,9.787407676,8.819414907,17.96418931,23.63268322,58.14816515,31.25815842,14.77021036,27.79147799,9.775845391,8.813651299,17.93413338,23.58922007,16922.38818,12225.27183,4812.108143,1652.535508,1382.066825,277.3091458,10394.86813,28665.06624
0.200209644,95.4,4925191.788,1912702.347,355752.1536,229872.978,67625.244,12233.35379,933092.842,3384480.453,309110.1454,142005.6664,50405.26421,15292.73185,11708.35268,1849.215702,112885.0529,342406.7022,15.9334524,13.46919736,7.057837295,15.03151826,5.775812008,6.615428247,8.265867077,9.884387281,58.33641472,31.33307017,14.8020733,27.84285413,9.79161491,8.821726377,17.9743606,23.64707043,58.19236842,31.27685006,14.7783133,27.80488875,9.780049858,8.81596247,17.94429298,23.60358841,16927.27731,12230.7863,4814.51633,1653.471661,1382.922275,277.5273563,10399.88417,28677.67726
0.2,95.5,4930354.463,1914707.276,356125.0594,230113.935,67696.13,12246.17701,934070.9267,3388028.126,309198.6438,142069.654,50430.45702,15301.38603,11715.59214,1850.669297,112939.4684,342556.7282,15.9455889,13.47724318,7.061705971,15.03876411,5.778293508,6.617161168,8.270544742,9.890414777,58.3806911,31.35177717,14.81018096,27.85626859,9.795819543,8.824036033,17.98452699,23.66145131,58.23655887,31.29553328,14.78641219,27.81829193,9.784251725,8.818271825,17.95444767,23.61795041,16932.16275,12236.29749,4816.923197,1654.407363,1383.777358,277.7455096,10404.89737,28690.28063
0.199790795,95.6,4935517.137,1916712.205,356497.9652,230354.892,67767.016,12259.00023,935049.0114,3391575.8,309287.075,142133.6035,50455.63603,15310.03604,11722.82849,1852.122512,112993.8532,342706.6629,15.95772193,13.48528538,7.065572714,15.04600586,5.780773475,6.61889273,8.275220155,9.896439628,58.42495465,31.37047575,14.81828458,27.86967546,9.800021581,8.826343876,17.99468849,23.67582586,58.28073651,31.31420808,14.79450704,27.83168753,9.788450997,8.820579368,17.96459748,23.6323061,16937.0445,12241.80538,4819.328746,1655.342614,1384.632073,277.9636058,10409.90773,28702.87635
0.199582027,95.7,4940679.812,1918717.134,356870.8711,230595.849,67837.902,12271.82345,936027.0962,3395123.473,309375.4392,142197.5148,50480.80128,15318.68189,11730.06174,1853.575348,113048.2073,342856.5066,15.96985147,13.49332396,7.069437529,15.05324353,5.783251913,6.620622933,8.279893318,9.902461839,58.46920539,31.38916593,14.82638415,27.88307476,9.804221028,8.82864991,18.0048451,23.6901941,58.32490136,31.33287449,14.80259784,27.84507557,9.792647678,8.8228851,17.97474241,23.64665548,16941.92257,12247.30999,4821.73298,1656.277416,1385.486423,278.181645,10414.91527,28715.46444
0.199373695,95.8,4945842.487,1920722.063,357243.7769,230836.806,67908.788,12284.64668,937005.1809,3398671.146,309463.7365,142261.3881,50505.95279,15327.32358,11737.29189,1855.027803,113102.5307,343006.2594,15.98197754,13.50135893,7.073300417,15.06047711,5.785728822,6.622351781,8.284564236,9.908481414,58.51344333,31.40784772,14.83447968,27.89646651,9.808417888,8.830954138,18.01499683,23.70455603,58.36905344,31.35153251,14.81068461,27.85845605,9.796841773,8.825189027,17.98488246,23.66099856,16946.79696,12252.81132,4824.135902,1657.211768,1386.340406,278.3996272,10419.91998,28728.04492
0.199165798,95.9,4951005.162,1922726.992,357616.6827,231077.763,67979.674,12297.4699,937983.2657,3402218.82,309551.9671,142325.2234,50531.09056,15335.96113,11744.51895,1856.47988,113156.8235,343155.9215,15.99410015,13.5093903,7.077161382,15.06770662,5.788204207,6.624079276,8.289232912,9.914498356,58.55766851,31.42652112,14.84257119,27.90985072,9.812612165,8.833256565,18.02514369,23.71891167,58.41319276,31.37018216,14.81876736,27.87182899,9.801033285,8.82749115,17.99501765,23.67533534,16951.66769,12258.30938,4826.537512,1658.145671,1387.194024,278.6175526,10424.92188,28740.61778
0.2,96,4956167.837,1924731.921,357989.5885,231318.72,68050.56,12310.29312,938961.3504,3405766.493,309640.131,142389.0207,50556.21463,15344.59453,11751.74292,1857.931578,113211.0858,343305.493,16.00621929,13.51741806,7.081020427,15.07493206,5.79067807,6.625805421,8.293899348,9.92051267,58.60188092,31.44518617,14.85065868,27.9232274,9.816803864,8.835557192,18.03528569,23.73326102,58.45731934,31.38882345,14.82684609,27.88519441,9.80522222,8.829791473,18.00514797,23.68966585,16956.53476,12263.80418,4828.937813,1659.079127,1388.047277,278.8354211,10429.92095,28753.18306
0.200832466,96.1,4961330.512,1926736.85,358362.4944,231559.677,68121.446,12323.11634,939939.4351,3409314.167,309728.2285,142452.7802,50581.32502,15353.2238,11758.9638,1859.382898,113265.3175,343454.9741,16.01833497,13.52544223,7.084877555,15.08215343,5.793150412,6.627530217,8.29856355,9.926524359,58.64608059,31.46384285,14.85874214,27.93659656,9.820992989,8.837856023,18.04542283,23.74760409,58.50143319,31.4074564,14.8349208,27.89855231,9.809408581,8.832090001,18.01527344,23.70399008,16961.39818,12269.29571,4831.336807,1660.012136,1388.900165,279.053233,10434.91722,28765.74075
0.200623701,96.2,4966493.186,1928741.779,358735.4002,231800.634,68192.332,12335.93956,940917.5199,3412861.84,309816.2595,142516.5019,50606.42175,15361.84894,11766.18161,1860.833841,113319.5188,343604.3649,16.03044719,13.53346282,7.088732769,15.08937075,5.795621238,6.629253668,8.303225519,9.932533427,58.69026754,31.4824912,14.8668216,27.94995821,9.825179544,8.840153062,18.05555512,23.76194089,58.54553434,31.426081,14.8429915,27.91190271,9.813592372,8.834386735,18.02539407,23.71830805,16966.25795,12274.78399,4833.734496,1660.944698,1389.75269,279.2709881,10439.91068,28778.29088
0.200415369,96.3,4971655.861,1930746.708,359108.306,232041.591,68263.218,12348.76279,941895.6046,3416409.514,309904.2242,142580.1859,50631.50484,15370.46995,11773.39633,1862.284406,113373.6896,343753.6656,16.04255597,13.54147981,7.092586071,15.09658402,5.798090548,6.630975776,8.307885259,9.938539879,58.73444178,31.50113122,14.87489706,27.96331237,9.829363534,8.842448312,18.06568258,23.77627144,58.58962281,31.44469729,14.8510582,27.92524561,9.817773598,8.836681679,18.03550985,23.73261976,16971.11408,12280.26901,4836.130883,1661.876814,1390.604852,279.4886867,10444.90133,28790.83344
0.200207469,96.4,4976818.536,1932751.637,359481.2118,232282.548,68334.104,12361.58601,942873.6894,3419957.187,309992.1228,142643.8321,50656.57431,15379.08685,11780.60799,1863.734595,113427.8301,343902.8762,16.05466129,13.54949323,7.096437465,15.10379324,5.800558346,6.632696543,8.312542774,9.944543717,58.77860333,31.51976292,14.88296851,27.97665905,9.833544962,8.844741776,18.07580519,23.79059573,58.6336986,31.46330526,14.8591209,27.93858103,9.821952264,8.838974836,18.04562081,23.74692523,16975.96657,12285.75079,4838.525969,1662.808485,1391.456651,279.7063288,10449.88919,28803.36847
0.2,96.5,4981981.211,1934756.566,359854.1176,232523.505,68404.99,12374.40923,943851.7741,3423504.86,310079.9554,142707.4407,50681.63019,15387.69963,11787.81658,1865.184408,113481.9402,344051.9971,16.06676318,13.55750307,7.100286954,15.11099843,5.803024633,6.634415972,8.317198068,9.950544946,58.8227522,31.53838631,14.89103597,27.98999825,9.837723834,8.847033457,18.08592298,23.80491379,58.67776173,31.48190493,14.86717962,27.95190899,9.826128373,8.84126621,18.05572694,23.76122446,16980.81544,12291.22933,4840.919756,1663.739712,1392.308087,279.9239144,10454.87426,28815.89596
0.199792961,96.6,4987143.886,1936761.496,360227.0235,232764.462,68475.876,12387.23245,944829.8588,3427052.534,310167.722,142771.0118,50706.67249,15396.30832,11795.02211,1866.633846,113536.0201,344201.0282,16.07886163,13.56550935,7.10413454,15.11819958,5.805489414,6.636134065,8.321851142,9.956543569,58.86688842,31.55700141,14.89909945,28.00333,9.841900153,8.849323359,18.09603596,23.81922561,58.72181222,31.50049632,14.87523435,27.96522949,9.830301929,8.843555804,18.06582826,23.77551747,16985.66068,12296.70463,4843.312247,1664.670494,1393.159162,280.1414437,10459.85654,28828.41594
0.19958635,96.7,4992306.561,1938766.425,360599.9293,233005.419,68546.762,12400.05567,945807.9436,3430600.207,310255.4228,142834.5454,50731.70124,15404.9129,11802.22458,1868.082908,113590.0698,344349.9698,16.09095665,13.57351206,7.107980227,15.12539672,5.807952689,6.637850825,8.326502002,9.962539591,58.911012,31.57560824,14.90715895,28.0166543,9.846073922,8.851611484,18.10614412,23.83353121,58.76585009,31.51907944,14.8832851,27.97854255,9.834472937,8.845843621,18.07592476,23.78980426,16990.50232,12302.17671,4845.703443,1665.600834,1394.009876,280.3589167,10464.83603,28840.9284
0.199380165,96.8,4997469.235,1940771.354,360972.8351,233246.376,68617.648,12412.8789,946786.0283,3434147.881,310343.058,142898.0415,50756.71646,15413.51339,11809.424,1869.531596,113644.0893,344498.822,16.10304825,13.58151122,7.111824016,15.13258983,5.810414463,6.639566254,8.331150649,9.968533015,58.95512295,31.59420679,14.91521447,28.02997117,9.850245148,8.853897837,18.11624747,23.8478306,58.80987536,31.53765429,14.89133188,27.99184817,9.8386414,8.848129665,18.08601647,23.80408484,16995.34034,12307.64556,4848.093346,1666.530731,1394.860229,280.5763335,10469.81274,28853.43338
0.199174407,96.9,5002631.91,1942776.283,361345.7409,233487.333,68688.534,12425.70212,947764.1131,3437695.554,310430.6276,142961.5003,50781.71816,15422.1098,11816.62037,1870.97991,113698.0787,344647.5849,16.11513641,13.58950682,7.115665913,15.13977893,5.812874736,6.641280354,8.335797088,9.974523845,58.9992213,31.61279709,14.92326603,28.04328061,9.854413833,8.856182419,18.12634603,23.86212378,58.85388804,31.55622089,14.8993747,28.00514637,9.842807324,8.850413937,18.09610338,23.81835923,17000.17476,12313.11119,4850.481959,1667.460187,1395.710222,280.7936941,10474.78668,28865.93087
0.2,97,5007794.585,1944781.212,361718.6467,233728.29,68759.42,12438.52534,948742.1978,3441243.228,310518.1317,143024.9217,50806.70638,15430.70212,11823.81369,1872.42785,113752.038,344796.2588,16.12722116,13.59749887,7.119505918,15.14696403,5.815333511,6.642993128,8.340441322,9.980512085,59.04330705,31.63137915,14.93131362,28.05658264,9.858579982,8.858465235,18.1364398,23.87641077,58.89788814,31.57477926,14.90741356,28.01843717,9.846970712,8.852696443,18.1061855,23.83262742,17005.00559,12318.57361,4852.869284,1668.389201,1396.559856,281.0109986,10479.75785,28878.42089
0.200823893,97.1,5012957.26,1946786.141,362091.5526,233969.247,68830.306,12451.34856,949720.2825,3444790.901,310605.5705,143088.3059,50831.68113,15439.29038,11831.00398,1873.875417,113805.9672,344944.8436,16.1393025,13.60548739,7.123344035,15.15414513,5.817790792,6.644704578,8.345083354,9.986497739,59.08738023,31.64995297,14.93935726,28.06987728,9.862743599,8.860746288,18.14652878,23.89069158,58.94187569,31.5933294,14.91544846,28.03172056,9.851131569,8.854977184,18.11626285,23.84688943,17009.83283,12324.03281,4855.255322,1669.317775,1397.40913,281.2282472,10484.72624,28890.90345
0.200617284,97.2,5018119.935,1948791.07,362464.4584,234210.204,68901.192,12464.17178,950698.3673,3448338.574,310692.944,143151.6529,50856.64244,15447.87456,11838.19123,1875.322611,113859.8665,345093.3397,16.15138043,13.61347236,7.127180267,15.16132223,5.820246579,6.646414707,8.349723187,9.99248081,59.13144085,31.66851857,14.94739695,28.08316452,9.866904688,8.86302558,18.15661299,23.9049662,58.9858507,31.61187133,14.92347942,28.04499658,9.855289898,8.857256164,18.12633542,23.86114527,17014.65648,12329.48882,4857.640075,1670.245909,1398.258046,281.4454398,10489.69188,28903.37857
0.2004111,97.3,5023282.61,1950795.999,362837.3642,234451.161,68972.078,12476.99501,951676.452,3451886.248,310780.2525,143214.9627,50881.59031,15456.45468,11845.37545,1876.769434,113913.7358,345241.7471,16.16345495,13.6214538,7.131014616,15.16849535,5.822700877,6.648123516,8.354360825,9.998461302,59.17548893,31.68707597,14.95543269,28.09644439,9.871063254,8.865303115,18.16669243,23.91923466,59.02981318,31.63040506,14.93150643,28.05826521,9.859445704,8.859533387,18.13640322,23.87539495,17019.47656,12334.94162,4860.023546,1671.173604,1399.106604,281.6625766,10494.65476,28915.84625
0.200205339,97.4,5028445.284,1952800.928,363210.27,234692.118,69042.964,12489.81823,952654.5368,3455433.921,310867.4959,143278.2355,50906.52478,15465.03075,11852.55664,1878.215884,113967.5753,345390.0659,16.17552607,13.62943172,7.134847086,15.17566449,5.825153687,6.649831009,8.358996271,10.00443922,59.21952449,31.70562518,14.9634645,28.10971689,9.8752193,8.867578896,18.1767671,23.93349696,59.07376316,31.64893059,14.93952951,28.07152649,9.86359899,8.861808855,18.14646627,23.88963847,17024.29307,12340.39123,4862.405737,1672.10086,1399.954805,281.8796576,10499.61489,28928.30651
0.2,97.5,5033607.959,1954805.857,363583.1759,234933.075,69113.85,12502.64145,953632.6215,3458981.595,310954.6745,143341.4713,50931.44587,15473.60277,11859.73481,1879.661963,114021.3849,345538.2964,16.18759379,13.63740612,7.13867768,15.18282966,5.827605011,6.651537188,8.363629528,10.01041456,59.26354753,31.72416619,14.97149237,28.12298205,9.87937283,8.869852926,18.18683703,23.94775311,59.11770064,31.66744796,14.94754866,28.08478042,9.867749762,8.864082571,18.15652456,23.90387585,17029.10602,12345.83766,4864.78665,1673.027679,1400.802648,282.0966829,10504.57226,28940.75937
0.199795082,97.6,5038770.634,1956810.786,363956.0817,235174.032,69184.736,12515.46467,954610.7062,3462529.268,311041.7884,143404.6701,50956.3536,15482.17074,11866.90996,1881.107672,114075.1647,345686.4386,16.19965812,13.645377,7.1425064,15.18999086,5.830054853,6.653242055,8.3682606,10.01638734,59.30755809,31.74269904,14.97951632,28.13623986,9.883523849,8.872125208,18.1969022,23.96200312,59.16162566,31.68595715,14.95556389,28.09802701,9.871898022,8.866354539,18.16657811,23.91810709,17033.91541,12351.2809,4867.166286,1673.954061,1401.650135,282.3136525,10509.52689,28953.20482
0.199590583,97.7,5043933.309,1958815.715,364328.9875,235414.989,69255.622,12528.28789,955588.791,3466076.942,311128.8376,143467.832,50981.24798,15490.73468,11874.0821,1882.55301,114128.9148,345834.4927,16.21171907,13.65334437,7.146333248,15.19714809,5.832503214,6.654945612,8.37288949,10.02235756,59.35155617,31.76122373,14.98753635,28.14949034,9.887672361,8.874395746,18.20696264,23.97624699,59.20553821,31.7044582,14.9635752,28.11126627,9.876043776,8.868624762,18.17662692,23.93233221,17038.72125,12356.72096,4869.544647,1674.880005,1402.497267,282.5305666,10514.47879,28965.64289
0.199386503,97.8,5049095.984,1960820.645,364701.8933,235655.946,69326.508,12541.11112,956566.8757,3469624.615,311215.8222,143530.957,51006.12904,15499.29459,11881.25123,1883.997979,114182.6351,345982.4589,16.22377663,13.66130823,7.150158229,15.20430138,5.834950097,6.656647862,8.377516201,10.02832521,59.39554178,31.77974027,14.99555247,28.1627335,9.891818369,8.876664543,18.21701834,23.99048475,59.24943832,31.7229511,14.97158259,28.12449821,9.880187027,8.870893243,18.18667101,23.94655121,17043.52354,12362.15785,4871.921736,1675.805515,1403.344042,282.7474252,10519.42794,28978.07359
