Pct_Delta,PCT_Change,M_P_NTV,M_P_STR,M_P_DIS_BAN,M_P_RAD,M_P_DIS_AFF,M_P_CEM,M_P_SEM,M_P_Total_Social,TlncT_P_NTV,TlncT_P_STR,TlncT_P_DIS_BAN,TlncT_P_RAD,TlncT_P_DIS_AFF,TlncT_P_CEM,TlncT_P_SEM,TlncT_P_Total_Social,CPT_P_NTV,CPT_P_STR,CPT_P_DIS_BAN,CPT_P_RAD,CPT_P_DIS_AFF,CPT_P_CEM,CPT_P_SEM,CPT_P_Total_Social,MCPT_P_NTV,MCPT_P_STR,MCPT_P_DIS_BAN,MCPT_P_RAD,MCPT_P_DIS_AFF,MCPT_P_CEM,MCPT_P_SEM,MCPT_P_Total_Social,nMCPT_P_NTV,nMCPT_P_STR,nMCPT_P_DIS_BAN,nMCPT_P_RAD,nMCPT_P_DIS_AFF,nMCPT_P_CEM,nMCPT_P_SEM,nMCPT_P_Total_Social,nMTIncT_P_NTV,nMTIncT_P_STR,nMTIncT_P_DIS_BAN,nMTIncT_P_RAD,nMTIncT_P_DIS_AFF,nMTIncT_P_CEM,nMTIncT_P_SEM,nMTIncT_P_Total_Social
0.200259235,154.3,7966007.263,3093605.577,575393.6824,371796.651,109377.098,19786.23155,1509184.754,5474060.103,352533.6553,174621.3017,63397.61562,19826.52268,15548.8456,2652.1662,140829.1358,418678.2899,22.59644475,17.71608359,9.075951465,18.75248912,7.034419197,7.460404083,10.71642416,13.07462134,82.62750908,41.20780311,19.03158992,34.73200724,11.92432816,9.948011125,23.30065014,31.25656457,82.43559468,41.13855305,19.00302929,34.68783825,11.91122051,9.942008281,23.26418427,31.20274275,19326.62048,15039.93382,6055.810087,2143.671498,1836.538882,398.0328921,12974.31912,35087.04441
0.200129534,154.4,7971169.938,3095610.506,575766.5882,372037.608,109447.984,19799.05477,1510162.839,5477607.777,352596.1366,174669.9558,63417.20967,19833.46029,15554.79026,2653.455223,140871.1125,418791.7916,22.60708247,17.72262718,9.079027463,18.75807865,7.036287998,7.461612539,10.720174,13.07954904,82.66626587,41.22301865,19.03803664,34.7423564,11.92749502,9.949622009,23.30880076,31.26831544,82.47427421,41.15374794,19.00946843,34.6981776,11.91438491,9.943618714,23.27232476,31.21447722,19330.07599,15044.12435,6057.682154,2144.421602,1837.241029,398.2263467,12978.18636,35096.58507
0.2,154.5,7976332.612,3097615.435,576139.494,372278.565,109518.87,19811.87799,1511140.923,5481155.45,352658.5886,174718.5919,63436.79708,19840.39583,15560.73333,2654.744038,140913.0746,418905.2507,22.6177183,17.72916895,9.082102511,18.76366622,7.038156086,7.462820409,10.72392273,13.08447541,82.70501569,41.23822995,19.04448137,34.75270195,11.93066066,9.951232111,23.31694895,31.2800631,82.5129468,41.16893859,19.01590557,34.70851333,11.9175481,9.945228365,23.28046284,31.2262085,19333.52988,15048.31332,6059.553588,2145.171482,1837.942991,398.41977,12982.05224,35106.12215
0.199870634,154.6,7981495.287,3099620.364,576512.3999,372519.522,109589.756,19824.70121,1512119.008,5484703.124,352721.0114,174767.2101,63456.37786,19847.32931,15566.67483,2656.032645,140955.022,419018.6671,22.62835224,17.7357089,9.08517661,18.76925184,7.04002346,7.464027692,10.72767034,13.08940044,82.74375856,41.25343701,19.05092411,34.76304388,11.9338251,9.952841431,23.32509472,31.29180757,82.55161244,41.18412502,19.02234072,34.71884546,11.92071008,9.946837235,23.28859849,31.23793659,19336.98217,15052.50075,6061.424388,2145.921139,1838.644766,398.613162,12985.91677,35115.65566
0.199741435,154.7,7986657.962,3101625.294,576885.3057,372760.479,109660.642,19837.52443,1513097.093,5488250.797,352783.4049,174815.8104,63475.95202,19854.26072,15572.61475,2657.321043,140996.9547,419132.041,22.63898429,17.74224703,9.08824976,18.7748355,7.041890122,7.465234389,10.73141683,13.09432413,82.78249447,41.26863985,19.05736486,34.7733822,11.93698833,9.954449971,23.33323806,31.30354885,82.59027114,41.19930722,19.02877389,34.72917397,11.92387086,9.948445325,23.29673172,31.24966148,19340.43284,15056.68664,6063.294555,2146.670574,1839.346355,398.8065228,12989.77995,35125.1856
0.199612403,154.8,7991820.637,3103630.223,577258.2115,373001.436,109731.528,19850.34766,1514075.178,5491798.47,352845.7692,174864.3928,63495.51956,19861.19007,15578.5531,2658.609233,141038.8728,419245.3723,22.64961446,17.74878334,9.091321962,18.78041722,7.043756072,7.466440502,10.73516221,13.09924649,82.82122344,41.28383847,19.06380362,34.78371691,11.94015035,9.956057732,23.34137898,31.31528694,82.62892291,41.21448521,19.03520508,34.73949888,11.92703043,9.950052635,23.30486253,31.26138319,19343.88191,15060.87099,6065.164091,2147.419785,1840.047758,398.9998523,12993.64178,35134.71197
0.199483538,154.9,7996983.312,3105635.152,577631.1173,373242.393,109802.414,19863.17088,1515053.262,5495346.144,352908.1044,174912.9573,63515.0805,19868.11736,15584.48988,2659.897215,141080.7762,419358.6612,22.66024274,17.75531784,9.094393218,18.78599699,7.045621311,7.467646031,10.73890648,13.10416751,82.85994548,41.29903287,19.0702404,34.79404802,11.94331117,9.957664714,23.34951748,31.32702184,82.66756775,41.22965898,19.04163428,34.74982018,11.9301888,9.951659166,23.31299092,31.27310171,19347.32938,15065.05379,6067.032996,2148.168773,1840.748975,399.1931505,12997.50227,35144.23478
0.2,155,8002145.987,3107640.081,578004.0231,373483.35,109873.3,19875.9941,1516031.347,5498893.817,352970.4104,174961.504,63534.63483,19875.0426,15590.42508,2661.184989,141122.6651,419471.9076,22.67086914,17.76185052,9.097463528,18.79157482,7.047485839,7.468850976,10.74264964,13.10908721,82.89866058,41.31422305,19.0766752,34.80437553,11.94647079,9.959270919,23.35765357,31.33875355,82.70620567,41.24482854,19.0480615,34.76013789,11.93334596,9.95326492,23.32111691,31.28481706,19350.77525,15069.23506,6068.901269,2148.91754,1841.450007,399.3864176,13001.36141,35153.75402
0.200515796,155.1,8007308.661,3109645.01,578376.929,373724.307,109944.186,19888.81732,1517009.432,5502441.491,353032.6874,175010.0328,63554.18257,19881.96578,15596.35872,2662.472555,141164.5394,419585.1117,22.68149366,17.7683814,9.100532893,18.7971507,7.049349658,7.470055338,10.74639168,13.11400557,82.93736875,41.32940902,19.08310802,34.81469944,11.94962921,9.960876346,23.36578725,31.35048209,82.74483667,41.25999389,19.05448675,34.77045201,11.93650192,9.954869897,23.32924048,31.29652922,19354.21951,15073.41479,6070.768913,2149.666084,1842.150853,399.5796535,13005.21921,35163.26971
0.200386598,155.2,8012471.336,3111649.939,578749.8348,373965.264,110015.072,19901.64054,1517987.516,5505989.164,353094.9352,175058.5437,63573.72371,19888.88691,15602.29079,2663.759914,141206.3991,419698.2734,22.6921163,17.77491046,9.103601315,18.80272464,7.051212768,7.471259117,10.75013262,13.1189226,82.97607,41.34459078,19.08953886,34.82501976,11.95278642,9.962480999,23.37391851,31.36220744,82.78346076,41.27515503,19.06091001,34.78076253,11.93965668,9.956474098,23.33736164,31.30823821,19357.66218,15077.59298,6072.635927,2150.414406,1842.851515,399.7728583,13009.07566,35172.78185
0.200257566,155.3,8017634.011,3113654.868,579122.7406,374206.221,110085.958,19914.46377,1518965.601,5509536.838,353157.1541,175107.0368,63593.25828,19895.80599,15608.22129,2665.047065,141248.2442,419811.3927,22.70273706,17.78143771,9.106668793,18.80829665,7.05307517,7.472462316,10.75387245,13.12383831,83.01476433,41.35976833,19.09596773,34.83533649,11.95594243,9.964084875,23.38204737,31.37392962,82.82207795,41.29031198,19.06733131,34.79106947,11.94281025,9.958077524,23.34548039,31.31994403,19361.10324,15081.76964,6074.502313,2151.162506,1843.551991,399.9660319,13012.93077,35182.29044
0.2001287,155.4,8022796.686,3115659.797,579495.6464,374447.178,110156.844,19927.28699,1519943.686,5513084.511,353219.3439,175155.5122,63612.78627,19902.72301,15614.15022,2666.33401,141290.0748,419924.4699,22.71335595,17.78796315,9.109735329,18.81386671,7.054936865,7.473664933,10.75761116,13.12875268,83.05345176,41.37494169,19.10239462,34.84564963,11.95909725,9.965687978,23.39017382,31.38564863,82.86068824,41.30546473,19.07375063,34.80137283,11.94596261,9.959680176,23.35359674,31.33164668,19364.54272,15085.94477,6076.36807,2151.910385,1844.252282,400.1591745,13016.78455,35191.79549
0.2,155.5,8027959.361,3117664.726,579868.5523,374688.135,110227.73,19940.11021,1520921.771,5516632.184,353281.5048,175203.9698,63632.30768,19909.63799,15620.07759,2667.620747,141331.8908,420037.5047,22.72397296,17.79448679,9.112800924,18.81943484,7.056797853,7.47486697,10.76134878,13.13366574,83.09213227,41.39011084,19.10881954,34.8559592,11.96225087,9.967290308,23.39829786,31.39736447,82.89929164,41.32061329,19.08016798,34.8116726,11.94911378,9.961282055,23.36171069,31.34334616,19367.9806,15090.11836,6078.233199,2152.658043,1844.952388,400.352286,13020.63698,35201.29699
0.199871465,155.6,8033122.035,3119669.655,580241.4581,374929.092,110298.616,19952.93343,1521899.855,5520179.858,353343.6367,175252.4096,63651.82254,19916.55093,15626.0034,2668.907277,141373.6924,420150.4975,22.73458809,17.80100863,9.115865578,18.82500104,7.058658135,7.476068427,10.76508529,13.13857747,83.13080589,41.40527581,19.11524248,34.86626518,11.96540329,9.968891865,23.4064195,31.40907714,82.93788815,41.33575765,19.08658336,34.8219688,11.95226375,9.962883161,23.36982224,31.35504248,19371.41689,15094.29043,6080.097702,2153.405479,1845.65231,400.5453664,13024.48807,35210.79496
0.199743096,155.7,8038284.71,3121674.584,580614.3639,375170.049,110369.502,19965.75665,1522877.94,5523727.531,353405.7397,175300.8316,63671.33083,19923.46182,15631.92764,2670.193601,141415.4794,420263.448,22.74520135,17.80752866,9.118929293,18.83056531,7.060517711,7.477269306,10.76882069,13.14348787,83.16947262,41.42043659,19.12166346,34.87656759,11.96855452,9.970492651,23.41453874,31.42078664,82.97647777,41.35089784,19.09299677,34.83226143,11.95541253,9.964483496,23.37793139,31.36673564,19374.85159,15098.46096,6081.961578,2154.152694,1846.352047,400.7384158,13028.33783,35220.28939
0.199614891,155.8,8043447.385,3123679.513,580987.2697,375411.006,110440.388,19978.57988,1523856.025,5527275.205,353467.8139,175349.236,63690.83258,19930.37067,15637.85033,2671.479718,141457.2519,420376.3565,22.75581275,17.8140469,9.12199207,18.83612764,7.062376584,7.478469606,10.77255499,13.14839695,83.20813245,41.43559318,19.12808247,34.88686643,11.97170455,9.972092666,23.42265559,31.43249299,83.01506053,41.36603384,19.09940822,34.84255049,11.95856011,9.96608306,23.38603815,31.37842564,19378.2847,15102.62998,6083.824829,2154.899689,1847.051601,400.9314343,13032.18626,35229.78029
0.199486851,155.9,8048610.06,3125684.443,581360.1755,375651.963,110511.274,19991.4031,1524834.11,5530822.878,353529.8592,175397.6226,63710.32778,19937.27748,15643.77146,2672.765629,141499.01,420489.223,22.76642227,17.82056333,9.125053909,18.84168805,7.064234752,7.479669328,10.77628818,13.15330471,83.24678541,41.45074559,19.13449952,34.8971617,11.97485339,9.973691911,23.43077004,31.44419618,83.05363641,41.38116567,19.1058177,34.85283598,11.96170651,9.967681854,23.39414251,31.39011248,19381.71622,15106.79746,6085.687454,2155.646463,1847.75097,401.1244217,13036.03335,35239.26766
0.2,156,8053772.735,3127689.372,581733.0814,375892.92,110582.16,20004.22632,1525812.194,5534370.552,353591.8757,175445.9916,63729.81644,19944.18226,15649.69103,2674.051334,141540.7536,420602.0474,22.77702993,17.82707797,9.128114811,18.84724654,7.066092217,7.480868474,10.78002028,13.15821115,83.28543149,41.46589382,19.1409146,34.90745341,11.97800105,9.975290387,23.43888209,31.45589621,83.09220542,41.39629332,19.11222523,34.86311791,11.96485171,9.969279879,23.40224448,31.40179617,19385.14616,15110.96342,6087.549455,2156.393017,1848.450155,401.3173782,13039.87911,35248.75151
0.200512492,156.1,8058935.41,3129694.301,582105.9872,376133.877,110653.046,20017.04954,1526790.279,5537918.225,353653.8634,175494.3429,63749.29858,19951.085,15655.60905,2675.336832,141582.4828,420714.8298,22.78763572,17.83359081,9.131174777,18.8528031,7.06794898,7.482067043,10.78375128,13.16311628,83.3240707,41.48103788,19.14732773,34.91774156,11.98114751,9.976888095,23.44699176,31.46759309,83.13076758,41.41141681,19.11863079,34.87339628,11.96799573,9.970877136,23.41034407,31.41347672,19388.57452,15115.12787,6089.410832,2157.139351,1849.149156,401.5103038,13043.72353,35258.23184
0.200384123,156.2,8064098.084,3131699.23,582478.893,376374.834,110723.932,20029.87276,1527768.364,5541465.898,353715.8224,175542.6765,63768.77418,19957.9857,15661.52551,2676.622125,141624.1975,420827.5704,22.79823964,17.84010186,9.134233807,18.85835774,7.069805042,7.483265036,10.78748117,13.16802008,83.36270304,41.49617777,19.15373889,34.92802614,11.98429278,9.978485036,23.45509903,31.47928681,83.16932288,41.42653613,19.1250344,34.8836711,11.97113855,9.972473626,23.41844126,31.42515412,19392.00129,15119.29079,6091.271585,2157.885464,1849.847974,401.7031985,13047.56663,35267.70865
0.200255918,156.3,8069260.759,3133704.159,582851.7988,376615.791,110794.818,20042.69599,1528746.449,5545013.572,353777.7527,175590.9925,63788.24327,19964.88437,15667.44042,2677.907212,141665.8978,420940.269,22.8088417,17.84661112,9.137291904,18.86391045,7.071660402,7.484462454,10.79120997,13.17292257,83.40132852,41.5113135,19.16014809,34.93830718,11.98743686,9.980081211,23.46320392,31.4909774,83.20787133,41.44165129,19.13143605,34.89394236,11.97428019,9.97406935,23.42653607,31.43682837,19395.42649,15123.45219,6093.131716,2158.631358,1850.546609,401.8960623,13051.4084,35277.18195
0.200127877,156.4,8074423.434,3135709.088,583224.7046,376856.748,110865.704,20055.51921,1529724.533,5548561.245,353839.6543,175639.2909,63807.70585,19971.78101,15673.35378,2679.192094,141707.5837,421052.9259,22.8194419,17.85311859,9.140349068,18.86946125,7.073515062,7.485659298,10.79493767,13.17782375,83.43994715,41.52644506,19.16655534,34.94858466,11.99057976,9.98167662,23.47130643,31.50266483,83.24641294,41.45676229,19.13783574,34.90421008,11.97742064,9.975664308,23.43462851,31.44849948,19398.85011,15127.61207,6094.991225,2159.377033,1851.24506,402.0888953,13055.24884,35286.65174
0.2,156.5,8079586.109,3137714.017,583597.6105,377097.705,110936.59,20068.34243,1530702.618,5552108.919,353901.5272,175687.5716,63827.16191,19978.67563,15679.26558,2680.47677,141749.2552,421165.5409,22.83004024,17.85962426,9.143405299,18.87501014,7.075369022,7.486855568,10.79866428,13.18272361,83.47855892,41.54157246,19.17296064,34.9588586,11.99372148,9.983271265,23.47940655,31.51434913,83.28494771,41.47186913,19.14423349,34.91447425,11.98055991,9.977258501,23.44271856,31.46016746,19402.27215,15131.77044,6096.850112,2160.122488,1851.943328,402.2816975,13059.08796,35296.11803
0.199872286,156.6,8084748.784,3139718.946,583970.5163,377338.662,111007.476,20081.16565,1531680.703,5555656.592,353963.3716,175735.8348,63846.61148,19985.56822,15685.17584,2681.761241,141790.9123,421278.1142,22.84063673,17.86612815,9.146460599,18.88055711,7.077222284,7.488051265,10.80238978,13.18762216,83.51716386,41.55669571,19.17936398,34.969129,11.99686201,9.984865145,23.4875043,31.52603029,83.32347565,41.48697183,19.15062928,34.92473488,11.983698,9.97885193,23.45080623,31.4718323,19405.69262,15135.92729,6098.708379,2160.867725,1852.641414,402.4744688,13062.92575,35305.58081
0.199744735,156.7,8089911.459,3141723.875,584343.4221,377579.619,111078.362,20093.98887,1532658.788,5559204.266,354025.1873,175784.0805,63866.05456,19992.45878,15691.08455,2683.045507,141832.5551,421390.6457,22.85123135,17.87263026,9.149514968,18.88610216,7.079074848,7.489246389,10.8061142,13.19251939,83.55576196,41.57181481,19.18576537,34.97939585,12.00000135,9.986458263,23.49559966,31.53770831,83.36199677,41.50207038,19.15702313,34.93499198,11.9868349,9.980444597,23.45889153,31.48349401,19409.11152,15140.08264,6100.566025,2161.612742,1853.339316,402.6672094,13066.76222,35315.04009
0.199617347,156.8,8095074.133,3143728.804,584716.3279,377820.576,111149.248,20106.8121,1533636.872,5562751.939,354086.9745,175832.3086,63885.49115,19999.34732,15696.99172,2684.329568,141874.1835,421503.1356,22.86182412,17.87913058,9.152568407,18.89164531,7.080926714,7.490440942,10.80983752,13.19741532,83.59435322,41.58692976,19.19216482,34.98965917,12.00313952,9.988050619,23.50369265,31.5493832,83.40051106,41.51716478,19.16341503,34.94524554,11.98997062,9.982036501,23.46697445,31.49515259,19412.52884,15144.23647,6102.423051,2162.357541,1854.037036,402.8599193,13070.59737,35324.49588
0.199490121,156.9,8100236.808,3145733.733,585089.2338,378061.533,111220.134,20119.63532,1534614.957,5566299.612,354148.7331,175880.5191,63904.92125,20006.23384,15702.89734,2685.613424,141915.7976,421615.5839,22.87241504,17.88562912,9.155620917,18.89718655,7.082777884,7.491634923,10.81355975,13.20230994,83.63293766,41.60204057,19.19856232,34.99991896,12.00627651,9.989642213,23.51178327,31.56105496,83.43901854,41.53225505,19.16980498,34.95549556,11.99310517,9.983627645,23.475055,31.50680804,19415.9446,15148.38879,6104.279458,2163.102121,1854.734574,403.0525984,13074.43119,35333.94818
0.2,157,8105399.483,3147738.663,585462.1396,378302.49,111291.02,20132.45854,1535593.042,5569847.286,354210.4633,175928.7122,63924.34489,20013.11834,15708.80142,2686.897076,141957.3974,421727.9906,22.8830041,17.89212587,9.1586725,18.90272588,7.084628357,7.492828334,10.81728089,13.20720325,83.67151528,41.61714724,19.20495787,35.01017521,12.00941231,9.991233048,23.51987152,31.5727236,83.47751921,41.54734118,19.17619299,34.96574207,11.99623853,9.985218027,23.48313319,31.51846037,19419.35879,15152.5396,6106.135247,2163.846483,1855.431929,403.2452468,13078.2637,35343.39698
0.20050923,157.1,8110562.158,3149743.592,585835.0454,378543.447,111361.906,20145.28176,1536571.127,5573394.959,354272.165,175976.8877,63943.76205,20020.00083,15714.70396,2688.180523,141998.9828,421840.3557,22.89359131,17.89862085,9.161723155,18.90826331,7.086478136,7.494021174,10.82100094,13.21209525,83.71008608,41.63224977,19.21135148,35.02042795,12.01254694,9.992823122,23.5279574,31.58438911,83.51601308,41.56242319,19.18257906,34.97598505,11.99937072,9.986807651,23.49120901,31.53010958,19422.77142,15156.6889,6107.990418,2164.590627,1856.129102,403.4378646,13082.09489,35352.84231
0.200381679,157.2,8115724.833,3151748.521,586207.9512,378784.404,111432.792,20158.10498,1537549.211,5576942.633,354333.8383,176025.0458,63963.17275,20026.8813,15720.60495,2689.463766,142040.554,421952.6793,22.90417667,17.90511405,9.164772884,18.91379883,7.08832722,7.495213446,10.8247199,13.21698595,83.74865007,41.64734818,19.21774315,35.03067715,12.01568039,9.994412438,23.53604091,31.5960515,83.55450015,41.57750106,19.18896319,34.9862245,12.00250173,9.988396515,23.49928246,31.54175567,19426.18248,15160.8367,6109.844972,2165.334553,1856.826093,403.6304517,13085.92476,35362.28415
0.200254291,157.3,8120887.508,3153753.45,586580.857,379025.361,111503.678,20170.92821,1538527.296,5580490.306,354395.4831,176073.1864,63982.577,20033.75975,15726.50441,2690.746806,142082.1109,422064.9615,22.91476019,17.91160548,9.167821687,18.91933245,7.09017561,7.496405148,10.82843777,13.22187534,83.78720726,41.66244245,19.22413288,35.04092284,12.01881267,9.996000996,23.54412206,31.60771077,83.59298042,41.59257481,19.19534538,34.99646044,12.00563157,9.989984622,23.50735355,31.55339865,19429.59197,15164.983,6111.698909,2166.078262,1857.522903,403.8230081,13089.75332,35371.72251
0.200127065,157.4,8126050.182,3155758.379,586953.7629,379266.318,111574.564,20183.75143,1539505.381,5584037.98,354457.0996,176121.3096,64001.9748,20040.6362,15732.40233,2692.029641,142123.6535,422177.2023,22.92534186,17.91809513,9.170869567,18.92486417,7.092023306,7.497596283,10.83215455,13.22676343,83.82575765,41.6775326,19.23052067,35.05116502,12.02194377,9.997588797,23.55220084,31.61936692,83.63145391,41.60764444,19.20172564,35.00669287,12.00876023,9.991571971,23.51542229,31.56503851,19432.99991,15169.1278,6113.55223,2166.821752,1858.219531,404.015534,13093.58056,35381.1574
0.2,157.5,8131212.857,3157763.308,587326.6687,379507.275,111645.45,20196.57465,1540483.466,5587585.653,354518.6878,176169.4153,64021.36615,20047.51064,15738.29872,2693.312272,142165.1819,422289.4017,22.93592168,17.924583,9.173916522,18.930394,7.093870311,7.49878685,10.83587025,13.23165022,83.86430124,41.69261863,19.23690653,35.06140368,12.0250737,9.999175842,23.56027727,31.63101996,83.66992062,41.62270995,19.20810396,35.01692179,12.01188772,9.993158565,23.52348866,31.57667526,19436.40629,15173.27109,6115.404935,2167.565026,1858.915977,404.2080293,13097.40649,35390.58882
0.199873096,157.6,8136375.532,3159768.237,587699.5745,379748.232,111716.336,20209.39787,1541461.55,5591133.326,354580.2477,176217.5037,64040.75107,20054.38306,15744.19357,2694.5947,142206.6961,422401.5597,22.94649966,17.93106911,9.176962555,18.93592193,7.095716623,7.49997685,10.83958486,13.2365357,83.90283805,41.70770054,19.24329045,35.07163883,12.02820246,10.00076213,23.56835133,31.64266989,83.70838055,41.63777136,19.21448035,35.0271472,12.01501404,9.994744403,23.53155268,31.58830891,19439.81111,15177.41288,6117.257025,2168.308083,1859.612243,404.400494,13101.23111,35400.01677
0.199746354,157.7,8141538.207,3161773.166,588072.4803,379989.189,111787.222,20222.22109,1542439.635,5594681,354641.7793,176265.5746,64060.12955,20061.25349,15750.08688,2695.876925,142248.196,422513.6765,22.9570758,17.93755345,9.180007665,18.94144796,7.097562245,7.501166284,10.84329839,13.24141989,83.94136807,41.72277834,19.24967245,35.08187048,12.03133005,10.00234767,23.57642305,31.65431672,83.7468337,41.65282865,19.22085481,35.03736911,12.01813919,9.996329487,23.53961434,31.59993945,19443.21438,15181.55318,6119.108502,2169.050923,1860.308327,404.5929283,13105.05442,35409.44126
0.199619772,157.8,8146700.882,3163778.095,588445.3861,380230.146,111858.108,20235.04432,1543417.72,5598228.673,354703.2826,176313.6282,64079.50161,20068.12191,15755.97867,2697.158946,142289.6817,422625.752,22.96765009,17.94403602,9.183051855,18.94697211,7.099407176,7.502355153,10.84701084,13.24630278,83.97989132,41.73785203,19.25605251,35.09209862,12.03445646,10.00393245,23.58449241,31.66596044,83.7852801,41.66788183,19.22722734,35.04758752,12.02126317,9.997913817,23.54767366,31.6115669,19446.61609,15185.69198,6120.959364,2169.793546,1861.00423,404.785332,13108.87642,35418.86229
0.19949335,157.9,8151863.557,3165783.024,588818.292,380471.103,111928.994,20247.86754,1544395.804,5601776.347,354764.7577,176361.6645,64098.86725,20074.98832,15761.86892,2698.440764,142331.1532,422737.7863,22.97822255,17.95051682,9.186095124,18.95249436,7.101251417,7.503543457,10.8507222,13.25118437,84.01840779,41.75292161,19.26243064,35.10232327,12.03758171,10.00551648,23.59255941,31.67760105,83.82371973,41.68293092,19.23359794,35.05780243,12.02438598,9.999497394,23.55573062,31.62319124,19450.01626,15189.82929,6122.809613,2170.535953,1861.699952,404.9777052,13112.69711,35428.27986
0.2,158,8157026.231,3167787.953,589191.1978,380712.06,111999.88,20260.69076,1545373.889,5605324.02,354826.2047,176409.6833,64118.22648,20081.85274,15767.75764,2699.722379,142372.6105,422849.7794,22.98879317,17.95699586,9.189137475,18.95801473,7.10309497,7.504731196,10.85443249,13.25606467,84.05691751,41.76798709,19.26880685,35.11254442,12.0407058,10.00709975,23.60062407,31.68923857,83.86215261,41.69797591,19.23996662,35.06801385,12.02750762,10.00108022,23.56378524,31.63481249,19453.41487,15193.9651,6124.65925,2171.278143,1862.395494,405.170048,13116.5165,35437.69398
0.200506009,158.1,8162188.906,3169792.882,589564.1036,380953.017,112070.766,20273.51398,1546351.974,5608871.694,354887.6235,176457.6849,64137.57931,20088.71516,15773.64484,2701.003792,142414.0537,422961.7314,22.99936196,17.96347313,9.192178906,18.96353321,7.104937834,7.505918372,10.85814169,13.26094367,84.09542046,41.78304847,19.27518113,35.12276209,12.04382871,10.00868228,23.60868638,31.700873,83.90057873,41.7130168,19.24633338,35.07822178,12.0306281,10.00266229,23.57183751,31.64643064,19456.81193,15198.09942,6126.508275,2172.020117,1863.090855,405.3623603,13120.33458,35447.10465
0.200379267,158.2,8167351.581,3171797.812,589937.0094,381193.974,112141.652,20286.3372,1547330.059,5612419.367,354949.0142,176505.6692,64156.92573,20095.57558,15779.53051,2702.285001,142455.4827,423073.6423,23.00992891,17.96994865,9.19521942,18.9690498,7.10678001,7.507104985,10.86184981,13.26582138,84.13391665,41.79810576,19.28155349,35.13297626,12.04695046,10.01026405,23.61674635,31.71250433,83.93899812,41.72805361,19.25269822,35.08842623,12.03374742,10.00424362,23.57988745,31.65804571,19460.20745,15202.23225,6128.356689,2172.761876,1863.786036,405.5546422,13124.15135,35456.51187
0.200252685,158.3,8172514.256,3173802.741,590309.9153,381434.931,112212.538,20299.16043,1548308.143,5615967.04,355010.3767,176553.6362,64176.26576,20102.43401,15785.41465,2703.566009,142496.8976,423185.5121,23.02049402,17.9764224,9.198259018,18.97456451,7.1086215,7.508291035,10.86555686,13.27069779,84.17240609,41.81315896,19.28792392,35.14318695,12.05007105,10.01184508,23.62480397,31.72413256,83.97741076,41.74308632,19.25906113,35.09862719,12.03686557,10.00582419,23.58793504,31.66965769,19463.60142,15206.36359,6130.204491,2173.503419,1864.481037,405.7468938,13127.96683,35465.91564
0.200126263,158.4,8177676.931,3175807.67,590682.8211,381675.888,112283.424,20311.98365,1549286.228,5619514.714,355071.7113,176601.5859,64195.5994,20109.29045,15791.29728,2704.846814,142538.2984,423297.341,23.03105731,17.9828944,9.201297699,18.98007734,7.110462303,7.509476523,10.86926283,13.27557291,84.21088879,41.82820807,19.29429244,35.15339415,12.05319047,10.01342536,23.63285926,31.73575772,84.01581668,41.75811496,19.26542213,35.10882467,12.03998256,10.00740402,23.59598029,31.68126658,19466.99384,15210.49345,6132.051684,2174.244746,1865.175858,405.939115,13131.781,35475.31598
0.2,158.5,8182839.606,3177812.599,591055.7269,381916.845,112354.31,20324.80687,1550264.313,5623062.387,355133.0178,176649.5184,64214.92666,20116.14489,15797.17837,2706.127417,142579.685,423409.1289,23.04161876,17.98936464,9.204335465,18.98558829,7.112302421,7.510661451,10.87296772,13.28044674,84.24936475,41.8432531,19.30065904,35.16359788,12.05630874,10.01500489,23.6409122,31.74737978,84.05421586,41.77313951,19.27178121,35.11901868,12.04309839,10.00898309,23.60402321,31.6928724,19470.38473,15214.62182,6133.898267,2174.985859,1865.870499,406.1313058,13135.59387,35484.71289
0.199873897,158.6,8188002.28,3179817.528,591428.6327,382157.802,112425.196,20337.63009,1551242.398,5626610.061,355194.2963,176697.4336,64234.24755,20122.99735,15803.05795,2707.407818,142621.0576,423520.8759,23.05217839,17.99583312,9.207372317,18.99109737,7.114141854,7.511845817,10.87667154,13.28531929,84.28783398,41.85829405,19.30702373,35.17379813,12.05942584,10.01658367,23.64896281,31.75899877,84.09260833,41.78815999,19.27813838,35.12920922,12.04621306,10.01056142,23.61206379,31.70447513,19473.77408,15218.7487,6135.744241,2175.726756,1866.56496,406.3234664,13139.40545,35494.10635
0.199747952,158.7,8193164.955,3181822.457,591801.5385,382398.759,112496.082,20350.45331,1552220.482,5630157.734,355255.5468,176745.3316,64253.56207,20129.84782,15808.93601,2708.688017,142662.416,423632.5819,23.06273619,18.00229985,9.210408256,18.99660457,7.115980603,7.513029624,10.88037428,13.29019054,84.32629648,41.87333092,19.3133865,35.18399492,12.06254179,10.01816171,23.65701109,31.77061467,84.13099407,41.8031764,19.28449364,35.13939628,12.04932657,10.01213901,23.62010204,31.71607479,19477.16188,15222.8741,6137.589607,2176.467438,1867.259242,406.5155966,13143.21572,35503.49639
