Pct_Delta,PCT_Change,M_P_NTV,M_P_TTV,M_P_CTVP,M_P_CTVNP,M_P_DD,M_P_STRP,M_P_STRNP,M_P_YOT,M_P_CIN,M_P_DISP,M_P_DISNP,M_P_SEM,M_P_PAID_SOCIAL,M_P_DCI,M_P_DRD,TlncT_P_NTV,TlncT_P_TTV,TlncT_P_CTVP,TlncT_P_CTVNP,TlncT_P_DD,TlncT_P_STRP,TlncT_P_STRNP,TlncT_P_YOT,TlncT_P_CIN,TlncT_P_DISP,TlncT_P_DISNP,TlncT_P_SEM,TlncT_P_PAID_SOCIAL,TlncT_P_DCI,TlncT_P_DRD,CPT_P_NTV,CPT_P_TTV,CPT_P_CTVP,CPT_P_CTVNP,CPT_P_DD,CPT_P_STRP,CPT_P_STRNP,CPT_P_YOT,CPT_P_CIN,CPT_P_DISP,CPT_P_DISNP,CPT_P_SEM,CPT_P_PAID_SOCIAL,CPT_P_DCI,CPT_P_DRD,MCPT_P_NTV,MCPT_P_TTV,MCPT_P_CTVP,MCPT_P_CTVNP,MCPT_P_DD,MCPT_P_STRP,MCPT_P_STRNP,MCPT_P_YOT,MCPT_P_CIN,MCPT_P_DISP,MCPT_P_DISNP,MCPT_P_SEM,MCPT_P_PAID_SOCIAL,MCPT_P_DCI,MCPT_P_DRD,nMCPT_P_NTV,nMCPT_P_TTV,nMCPT_P_CTVP,nMCPT_P_CTVNP,nMCPT_P_DD,nMCPT_P_STRP,nMCPT_P_STRNP,nMCPT_P_YOT,nMCPT_P_CIN,nMCPT_P_DISP,nMCPT_P_DISNP,nMCPT_P_SEM,nMCPT_P_PAID_SOCIAL,nMCPT_P_DCI,nMCPT_P_DRD,nMTIncT_P_NTV,nMTIncT_P_TTV,nMTIncT_P_CTVP,nMTIncT_P_CTVNP,nMTIncT_P_DD,nMTIncT_P_STRP,nMTIncT_P_STRNP,nMTIncT_P_YOT,nMTIncT_P_CIN,nMTIncT_P_DISP,nMTIncT_P_DISNP,nMTIncT_P_SEM,nMTIncT_P_PAID_SOCIAL,nMTIncT_P_DCI,nMTIncT_P_DRD
0.199485199,77.7,26640035.7,6504656.324,1467542.314,4109060.94,10882749.08,9440576.942,23695215.34,8541365.993,5110056.933,21762710.95,1629792.571,22997776.74,21444312.27,2874699.534,4423561.233,771787.2131,222732.1753,45552.42121,145835.3488,344925.2353,391073.2381,911487.4769,449017.5003,180931.8119,1125124.698,95228.3958,1144526.804,846570.851,79652.33169,181631.9825,34.5173323,29.20393658,32.21656006,28.17602848,31.55103762,24.14017637,25.99620504,19.02234543,28.24299872,19.34248798,17.11456501,20.09369869,25.33079451,36.0905886,24.35452816,112.7560827,101.2586204,79.46812126,100.8481855,101.0767061,85.22568155,105.8642315,77.99382788,104.6528238,91.48802413,64.00643773,100.5202014,98.06677039,112.8324271,76.14930373,112.7560827,101.2586204,79.46812126,100.8481855,101.0767061,85.22568155,105.8642315,77.99382788,104.6528238,91.48802413,64.00643773,100.5202014,98.06677039,112.8324271,76.14930373,236.2625153,64.23805006,18.46705686,40.74501607,107.6682204,110.7715042,223.826452,109.513358,48.82865794,237.8749695,25.46294761,228.7876112,218.6705261,25.4776008,58.09063269
0.199228792,77.8,26674321.46,6513027.825,1469431.043,4114349.307,10896755.19,9452726.976,23725711.11,8552358.742,5116633.583,21790719.59,1631890.116,23027374.91,21471911.13,2878399.276,4429254.362,772091.2832,222814.8498,45576.18833,145887.7877,345063.8044,391215.8011,911775.5418,449158.4441,180994.6545,1125430.844,95261.16664,1144821.254,846852.2803,79685.1214,181706.7452,34.54814481,29.23067215,32.24120086,28.20215025,31.57895742,24.16243656,26.02143841,19.0408504,28.26952872,19.36211337,17.13069631,20.11438452,25.35496642,36.12216717,24.37583897,112.856156,101.3512025,79.52707855,100.9412341,101.1651062,85.30381979,105.9668138,78.06906142,104.751066,91.58050884,64.06646857,100.6236172,98.15969913,112.9310898,76.21515748,112.856156,101.3512025,79.52707855,100.9412341,101.1651062,85.30381979,105.9668138,78.06906142,104.751066,91.58050884,64.06646857,100.6236172,98.15969913,112.9310898,76.21515748,236.356814,64.2619689,18.47711584,40.75984749,107.7125859,110.8124701,223.8975605,109.5486302,48.84564692,237.9405821,25.47182875,228.8466221,218.7446714,25.48810324,58.11513757
0.198973042,77.9,26708607.22,6521399.326,1471319.771,4119637.674,10910761.3,9464877.011,23756206.88,8563351.491,5123210.233,21818728.22,1633987.661,23056973.08,21499509.99,2882099.018,4434947.491,772395.0838,222897.4487,45599.93784,145940.1782,345202.2525,391358.2336,912063.3279,449299.2521,181057.4381,1125736.68,95293.90678,1145115.402,847133.4431,79717.88246,181781.4433,34.57894513,29.2573978,32.26582845,28.2282626,31.60686589,24.1846886,26.04666382,19.05934953,28.29604951,19.38173341,17.14682204,20.13506503,25.37913024,36.15373275,24.39714093,112.9561893,101.4437503,79.58600332,101.0342488,101.2534696,85.38192911,106.0693637,78.14427059,104.8492741,91.67296805,64.12647847,100.7270065,98.25259627,113.029712,76.28098332,112.9561893,101.4437503,79.58600332,101.0342488,101.2534696,85.38192911,106.0693637,78.14427059,104.8492741,91.67296805,64.12647847,100.7270065,98.25259627,113.029712,76.28098332,236.4510293,64.28586587,18.48716747,40.77466525,107.7569129,110.8533985,223.9686,109.5838687,48.86261995,238.0061286,25.48070157,228.9055723,218.8187468,25.49859649,58.13962141
0.2,78,26742892.98,6529770.827,1473208.5,4124926.041,10924767.41,9477027.046,23786702.65,8574344.24,5129786.883,21846736.86,1636085.206,23086571.25,21527108.84,2885798.76,4440640.62,772698.6152,222979.9723,45623.66976,145992.5205,345340.5797,391500.5358,912350.8357,449439.9246,181120.1629,1126042.208,95326.61629,1145409.247,847414.3401,79750.61493,181856.077,34.60973328,29.28411354,32.29044283,28.25436554,31.63476305,24.2069325,26.07188126,19.07784282,28.32256112,19.40134811,17.16294221,20.15574024,25.403286,36.18528537,24.41843403,113.0561827,101.5362638,79.64489562,101.1272297,101.3417963,85.46000957,106.171881,78.21945543,104.9474483,91.76540179,64.18646747,100.8303693,98.34546187,113.1282938,76.34678132,113.0561827,101.5362638,79.64489562,101.1272297,101.3417963,85.46000957,106.171881,78.21945543,104.9474483,91.76540179,64.18646747,100.8303693,98.34546187,113.1282938,76.34678132,236.5451614,64.30974101,18.49721177,40.78946938,107.8012016,110.8942895,224.0395707,109.6190736,48.87957705,238.071609,25.48956611,228.9644618,218.8927525,25.50908057,58.16408424
0.201024328,78.1,26777178.74,6538142.328,1475097.229,4130214.407,10938773.52,9489177.08,23817198.43,8585336.989,5136363.533,21874745.5,1638182.751,23116169.42,21554707.7,2889498.502,4446333.749,773001.8783,223062.4207,45647.38414,146044.8147,345478.7864,391642.708,912638.0659,449580.4619,181182.829,1126347.428,95359.29522,1145702.791,847694.9718,79783.31888,181930.6463,34.64050929,29.3108194,32.31504405,28.28045909,31.66264892,24.22916829,26.09709075,19.09633028,28.34906354,19.42095748,17.17905682,20.17641014,25.42743371,36.21682505,24.43971831,113.1561362,101.628743,79.70375551,101.2201769,101.4300864,85.53806122,106.274366,78.29461599,105.0455884,91.85781012,64.2464356,100.9337056,98.43829597,113.2268351,76.41255151,113.1561362,101.628743,79.70375551,101.2201769,101.4300864,85.53806122,106.274366,78.29461599,105.0455884,91.85781012,64.2464356,100.9337056,98.43829597,113.2268351,76.41255151,236.6392105,64.33359437,18.50724875,40.80425993,107.8454521,110.9351433,224.1104729,109.6542448,48.89651826,238.1370236,25.49842238,229.0232908,218.9666886,25.5195555,58.18852611
0.200767263,78.2,26811464.5,6546513.829,1476985.958,4135502.774,10952779.64,9501327.115,23847694.2,8596329.738,5142940.182,21902754.13,1640280.296,23145767.58,21582306.56,2893198.244,4452026.878,773304.8734,223144.794,45671.081,146097.0609,345616.8727,391784.7504,912925.0191,449720.8642,181245.4366,1126652.341,95391.94364,1145996.035,847975.3389,79815.99437,182005.1515,34.67127316,29.33751539,32.33963212,28.30654326,31.69052352,24.25139596,26.1222923,19.11481192,28.37555681,19.44056151,17.1951659,20.19707475,25.45157337,36.24835181,24.46099378,113.25605,101.721188,79.76258306,101.3130903,101.51834,85.6160841,106.3768187,78.36975229,105.1436947,91.95019306,64.3063829,101.0370155,98.53109863,113.325336,76.47829395,113.25605,101.721188,79.76258306,101.3130903,101.51834,85.6160841,106.3768187,78.36975229,105.1436947,91.95019306,64.3063829,101.0370155,98.53109863,113.325336,76.47829395,236.7331767,64.35742601,18.51727842,40.81903692,107.8896644,110.9759599,224.1813066,109.6893825,48.91344361,238.2023725,25.50727039,229.0820594,219.0405553,25.53002131,58.21294707
0.200510856,78.3,26845750.26,6554885.33,1478874.687,4140791.141,10966785.75,9513477.15,23878189.97,8607322.487,5149516.832,21930762.77,1642377.842,23175365.75,21609905.42,2896897.986,4457720.007,773607.6013,223227.0925,45694.76038,146149.2591,345754.8391,391926.6634,913211.696,449861.132,181307.9857,1126956.947,95424.56164,1146288.979,848255.4419,79848.64145,182079.5926,34.70202493,29.36420152,32.36420707,28.33261807,31.71838687,24.27361555,26.14748593,19.13328775,28.40204093,19.46016023,17.21126944,20.21773408,25.47570501,36.27986567,24.48226044,113.3559241,101.8135988,79.82137832,101.4059701,101.6065571,85.69407825,106.479239,78.44486437,105.2417671,92.04255065,64.36630939,101.140299,98.6238699,113.4237967,76.54400869,113.3559241,101.8135988,79.82137832,101.4059701,101.6065571,85.69407825,106.479239,78.44486437,105.2417671,92.04255065,64.36630939,101.140299,98.6238699,113.4237967,76.54400869,236.8270602,64.38123595,18.52730081,40.83380037,107.9338387,111.0167394,224.252072,109.7244868,48.93035315,238.2676557,25.51611017,229.1407677,219.1143527,25.54047801,58.23734716
0.200255102,78.4,26880036.02,6563256.831,1480763.416,4146079.507,10980791.86,9525627.184,23908685.74,8618315.236,5156093.482,21958771.41,1644475.387,23204963.92,21637504.27,2900597.728,4463413.136,773910.0624,223309.3163,45718.42232,146201.4096,345892.6856,392068.4472,913498.0971,450001.2654,181370.4766,1127261.248,95457.14926,1146581.623,848535.2814,79881.2602,182153.9698,34.73276461,29.39087781,32.38876891,28.35868354,31.74623898,24.29582705,26.17267165,19.15175778,28.42851592,19.47975364,17.22736746,20.23838813,25.49982864,36.31136666,24.50351832,113.4557585,101.9059756,79.88014135,101.4988164,101.6947378,85.77204373,106.5816271,78.51995228,105.3398058,92.13488294,64.42621512,101.2435561,98.71660982,113.5222172,76.60969576,113.4557585,101.9059756,79.88014135,101.4988164,101.6947378,85.77204373,106.5816271,78.51995228,105.3398058,92.13488294,64.42621512,101.2435561,98.71660982,113.5222172,76.60969576,236.9208612,64.40502427,18.53731592,40.84855031,107.977975,111.0574818,224.3227693,109.7595577,48.9472469,238.3328736,25.52494173,229.199416,219.188081,25.55092561,58.26172643
0.2,78.5,26914321.78,6571628.332,1482652.145,4151367.874,10994797.97,9537777.219,23939181.52,8629307.985,5162670.132,21986780.05,1646572.932,23234562.09,21665103.13,2904297.47,4469106.265,774212.2574,223391.4656,45742.06686,146253.5123,346030.4126,392210.1022,913784.2231,450141.2649,181432.9093,1127565.244,95489.70659,1146873.969,848814.8581,79913.85067,182228.2832,34.76349222,29.41754428,32.41331768,28.38473968,31.77407988,24.31803048,26.19784946,19.17022201,28.45498179,19.49934175,17.24345996,20.25903692,25.52394427,36.34285478,24.52476743,113.5555534,101.9983183,79.93887221,101.5916291,101.7828822,85.84998058,106.683983,78.59501606,105.4378107,92.22718996,64.48610011,101.3467868,98.80931846,113.6205976,76.67535522,113.5555534,101.9983183,79.93887221,101.5916291,101.7828822,85.84998058,106.683983,78.59501606,105.4378107,92.22718996,64.48610011,101.3467868,98.80931846,113.6205976,76.67535522,237.0145799,64.42879099,18.54732377,40.86328679,108.0220734,111.0981873,224.3933986,109.7945954,48.9641249,238.3980262,25.53376509,229.2580043,219.2617404,25.56136415,58.28608492
0.199745547,78.6,26948607.54,6579999.833,1484540.873,4156656.241,11008804.08,9549927.254,23969677.29,8640300.734,5169246.782,22014788.68,1648670.477,23264160.26,21692701.99,2907997.212,4474799.394,774514.1868,223473.5405,45765.69402,146305.5675,346168.0203,392351.6285,914070.0746,450281.1306,181495.284,1127868.936,95522.23368,1147166.018,849094.1724,79946.41291,182302.533,34.79420778,29.44420095,32.4378534,28.4107865,31.80190958,24.34022586,26.22301939,19.18868046,28.48143857,19.51892457,17.25954695,20.27968044,25.5480519,36.37433008,24.54600778,113.6553087,102.0906271,79.99757096,101.6844083,101.8709902,85.92788885,106.7863068,78.67005574,105.5357819,92.31947175,64.5459644,101.4499913,98.90199585,113.7189379,76.74098711,113.6553087,102.0906271,79.99757096,101.6844083,101.8709902,85.92788885,106.7863068,78.67005574,105.5357819,92.31947175,64.5459644,101.4499913,98.90199585,113.7189379,76.74098711,237.1082165,64.45253618,18.55732437,40.87800982,108.066134,111.1388559,224.46396,109.8295998,48.98098718,238.4631136,25.54258027,229.3165327,219.3353309,25.57179364,58.31042267
0.199491741,78.7,26982893.3,6588371.335,1486429.602,4161944.608,11022810.2,9562077.288,24000173.06,8651293.483,5175823.432,22042797.32,1650768.022,23293758.43,21720300.85,2911696.954,4480492.523,774815.8512,223555.5412,45789.30385,146357.5751,346305.5091,392493.0266,914355.6521,450420.8629,181557.6008,1128172.324,95554.7306,1147457.769,849373.225,79978.947,182376.7193,34.82491132,29.47084782,32.46237608,28.43682402,31.82972811,24.36241319,26.24818145,19.20713314,28.50788625,19.53850209,17.27562845,20.30031871,25.57215157,36.40579256,24.56723939,113.7550246,102.1829019,80.05623765,101.7771541,101.9590621,86.00576859,106.8885984,78.74507135,105.6337195,92.41172835,64.60580802,101.5531696,98.99464205,113.8172382,76.80659147,113.7550246,102.1829019,80.05623765,101.7771541,101.9590621,86.00576859,106.8885984,78.74507135,105.6337195,92.41172835,64.60580802,101.5531696,98.99464205,113.8172382,76.80659147,237.201771,64.47625987,18.56731775,40.89271944,108.1101569,111.1794877,224.5344538,109.864571,48.99783379,238.5281361,25.55138729,229.3750015,219.4088528,25.58221409,58.33473973
0.199238579,78.8,27017179.06,6596742.836,1488318.331,4167232.974,11036816.31,9574227.323,24030668.83,8662286.232,5182400.081,22070805.96,1652865.567,23323356.59,21747899.7,2915396.696,4486185.652,775117.2511,223637.4678,45812.89638,146409.5354,346442.879,392634.2966,914640.9564,450560.4621,181619.8598,1128475.409,95587.19742,1147749.224,849652.0164,80011.45299,182450.8422,34.85560285,29.49748492,32.48688576,28.46285226,31.85753547,24.3845925,26.27333564,19.22558005,28.53432487,19.55807435,17.29170445,20.32095174,25.59624326,36.43724226,24.58846228,113.8547011,102.2751428,80.11487235,101.8698665,102.0470978,86.08361983,106.9908581,78.82006295,105.7316236,92.50395981,64.66563101,101.6563216,99.08725711,113.9154985,76.87216837,113.8547011,102.2751428,80.11487235,101.8698665,102.0470978,86.08361983,106.9908581,78.82006295,105.7316236,92.50395981,64.66563101,101.6563216,99.08725711,113.9154985,76.87216837,237.2952438,64.49996211,18.57730391,40.90741567,108.1541421,111.2200828,224.60488,109.8995092,49.01466475,238.5930938,25.56018617,229.4334107,219.4823062,25.59262554,58.35903614
0.198986058,78.9,27051464.82,6605114.337,1490207.06,4172521.341,11050822.42,9586377.358,24061164.61,8673278.981,5188976.731,22098814.59,1654963.112,23352954.76,21775498.56,2919096.438,4491878.781,775418.3872,223719.3206,45836.47164,146461.4483,346580.1305,392775.4388,914925.9879,450699.9285,181682.0611,1128778.193,95619.6342,1148040.383,849930.5473,80043.93094,182524.9019,34.88628239,29.52411227,32.51138246,28.48887122,31.8853317,24.40676379,26.29848198,19.24402121,28.56075442,19.57764133,17.30777498,20.34157953,25.62032701,36.46867918,24.60967645,113.9543383,102.3673499,80.17347511,101.9625456,102.1350973,86.16144264,107.0930857,78.89503056,105.8294941,92.59616615,64.7254334,101.7594475,99.17984108,114.013719,76.93771784,113.9543383,102.3673499,80.17347511,101.9625456,102.1350973,86.16144264,107.0930857,78.89503056,105.8294941,92.59616615,64.7254334,101.7594475,99.17984108,114.013719,76.93771784,237.3886349,64.52364295,18.58728286,40.92209855,108.1980897,111.2606412,224.6752388,109.9344144,49.03148009,238.6579867,25.56897691,229.4917605,219.5556912,25.60302799,58.38331195
0.2,79,27085750.58,6613485.838,1492095.789,4177809.708,11064828.53,9598527.392,24091660.38,8684271.73,5195553.381,22126823.23,1657060.658,23382552.93,21803097.42,2922796.18,4497571.91,775719.26,223801.0996,45860.02966,146513.3141,346717.2637,392916.4536,915210.7474,450839.2624,181744.205,1129080.674,95652.04102,1148331.247,850208.8181,80076.38092,182598.8985,34.91694996,29.55072987,32.5358662,28.51488094,31.9131168,24.42892708,26.32362049,19.26245661,28.58717494,19.59720305,17.32384003,20.36220209,25.64440283,36.50010336,24.63088193,114.0539363,102.4595233,80.23204599,102.0551915,102.2230608,86.23923705,107.1952814,78.96997422,105.9273311,92.68834742,64.78521522,101.8625473,99.272394,114.1118997,77.00323992,114.0539363,102.4595233,80.23204599,102.0551915,102.2230608,86.23923705,107.1952814,78.96997422,105.9273311,92.68834742,64.78521522,101.8625473,99.272394,114.1118997,77.00323992,237.4819446,64.54730244,18.59725463,40.9367681,108.2419998,111.3011631,224.7455305,109.9692866,49.04827986,238.7228152,25.57775955,229.550051,219.629008,25.61342146,58.4075672
0.201011378,79.1,27120036.35,6621857.339,1493984.518,4183098.074,11078834.64,9610677.427,24122156.15,8695264.479,5202130.031,22154831.87,1659158.203,23412151.1,21830696.28,2926495.922,4503265.039,776019.8701,223882.805,45883.57049,146565.1328,346854.2789,393057.3411,915495.2355,450978.464,181806.2914,1129382.855,95684.41793,1148621.817,850486.8295,80108.80297,182672.8321,34.94760558,29.57733774,32.56033699,28.54088141,31.9408908,24.45108238,26.34875117,19.28088628,28.61358642,19.61675952,17.33989963,20.38281944,25.66847071,36.53151481,24.65207873,114.1534951,102.5516629,80.29058504,102.1478042,102.3109884,86.31700312,107.2974452,79.04489397,106.0251347,92.78050365,64.8449765,101.965621,99.36491594,114.2100406,77.06873467,114.1534951,102.5516629,80.29058504,102.1478042,102.3109884,86.31700312,107.2974452,79.04489397,106.0251347,92.78050365,64.8449765,101.965621,99.36491594,114.2100406,77.06873467,237.5751731,64.57094062,18.60721923,40.95142435,108.2858725,111.3416486,224.815755,110.004126,49.06506409,238.7875792,25.5865341,229.6082824,219.7022568,25.62380599,58.43180193
0.200757576,79.2,27154322.11,6630228.84,1495873.246,4188386.441,11092840.76,9622827.462,24152651.93,8706257.228,5208706.681,22182840.5,1661255.748,23441749.27,21858295.13,2930195.664,4508958.168,776320.218,223964.4371,45907.09416,146616.9045,346991.1763,393198.1017,915779.4526,451117.5337,181868.3206,1129684.736,95716.765,1148912.093,850764.582,80141.19716,182746.7029,34.97824928,29.60393591,32.58479488,28.56687266,31.96865371,24.4732297,26.37387403,19.29931022,28.63998889,19.63631074,17.35595376,20.40343157,25.69253069,36.56291356,24.67326685,114.2530147,102.643769,80.34909233,102.2403837,102.39888,86.39474088,107.3995772,79.11978986,106.122905,92.87263489,64.90471729,102.0686687,99.45740693,114.3081419,77.13420212,114.2530147,102.643769,80.34909233,102.2403837,102.39888,86.39474088,107.3995772,79.11978986,106.122905,92.87263489,64.90471729,102.0686687,99.45740693,114.3081419,77.13420212,237.6683204,64.59455754,18.61717666,40.96606733,108.3297079,111.3820976,224.8859126,110.0389327,49.08183281,238.852279,25.59530058,229.6664547,219.7754376,25.63418157,58.45601619
0.200504414,79.3,27188607.87,6638600.341,1497761.975,4193674.808,11106846.87,9634977.496,24183147.7,8717249.977,5215283.331,22210849.14,1663353.293,23471347.43,21885893.99,2933895.406,4514651.297,776620.3042,224045.9958,45930.60069,146668.6294,347127.9562,393338.7357,916063.3994,451256.4717,181930.2926,1129986.317,95749.0823,1149202.076,851042.0763,80173.56355,182820.511,35.00888107,29.63052437,32.60923987,28.5928547,31.99640556,24.49536906,26.3989891,19.31772844,28.66638237,19.65585672,17.37200246,20.42403849,25.71658276,36.59429962,24.69444632,114.3524953,102.7358414,80.40756791,102.3329301,102.4867357,86.47245038,107.5016774,79.19466191,106.220642,92.96474117,64.9644376,102.1716903,99.54986702,114.4062035,77.19964233,114.3524953,102.7358414,80.40756791,102.3329301,102.4867357,86.47245038,107.5016774,79.19466191,106.220642,92.96474117,64.9644376,102.1716903,99.54986702,114.4062035,77.19964233,237.7613868,64.61815324,18.62712695,40.98069707,108.373506,111.4225103,224.9560034,110.0737066,49.09858605,238.9169148,25.604059,229.7245682,219.8485507,25.64454824,58.48021002
0.200251889,79.4,27222893.63,6646971.842,1499650.704,4198963.175,11120852.98,9647127.531,24213643.47,8728242.726,5221859.981,22238857.78,1665450.838,23500945.6,21913492.85,2937595.148,4520344.426,776920.1294,224127.4815,45954.09013,146720.3074,347264.6189,393479.2433,916347.0766,451395.2784,181992.2076,1130287.599,95781.36989,1149491.766,851319.3128,80205.9022,182894.2566,35.03950097,29.65710316,32.63367199,28.61882754,32.02414636,24.51750047,26.42409638,19.33614095,28.69276685,19.67539748,17.38804571,20.44464022,25.74062695,36.62567302,24.71561716,114.4519369,102.8278802,80.46601184,102.4254434,102.5745557,86.55013168,107.6037458,79.26951016,106.3183457,93.05682253,65.02413748,102.274686,99.64229627,114.5042257,77.26505535,114.4519369,102.8278802,80.46601184,102.4254434,102.5745557,86.55013168,107.6037458,79.26951016,106.3183457,93.05682253,65.02413748,102.274686,99.64229627,114.5042257,77.26505535,237.8543724,64.64172778,18.63707011,40.9953136,108.4172669,111.4628868,225.0260276,110.1084479,49.11532385,238.9814865,25.61280938,229.7826229,219.9215962,25.65490602,58.50438346
0.2,79.5,27257179.39,6655343.343,1501539.433,4204251.541,11134859.09,9659277.566,24244139.24,8739235.475,5228436.63,22266866.42,1667548.383,23530543.77,21941091.7,2941294.89,4526037.555,777219.6941,224208.8943,45977.56251,146771.9388,347401.1646,393619.6247,916630.4847,451533.954,182054.0657,1130588.583,95813.62783,1149781.165,851596.2921,80238.21316,182967.9397,35.07010899,29.68367229,32.65809127,28.64479121,32.05187612,24.53962394,26.44919588,19.35454775,28.71914237,19.69493301,17.40408354,20.46523676,25.76466327,36.65703378,24.73677937,114.5513396,102.9198856,80.52442417,102.5179238,102.6623399,86.62778481,107.7057826,79.34433465,106.4160162,93.148879,65.08381695,102.3776557,99.73469473,114.6022083,77.3304412,114.5513396,102.9198856,80.52442417,102.5179238,102.6623399,86.62778481,107.7057826,79.34433465,106.4160162,93.148879,65.08381695,102.3776557,99.73469473,114.6022083,77.3304412,237.9472775,64.66528119,18.64700615,41.00991695,108.4609907,111.5032271,225.0959852,110.1431566,49.13204625,239.0459945,25.62155174,229.840619,219.9945743,25.66525491,58.52853656
0.199748744,79.6,27291465.15,6663714.844,1503428.162,4209539.908,11148865.2,9671427.601,24274635.02,8750228.224,5235013.28,22294875.05,1669645.928,23560141.94,21968690.56,2944994.632,4531730.684,777518.9989,224290.2343,46001.01787,146823.5236,347537.5935,393759.8804,916913.6243,451672.4989,182115.867,1130889.27,95845.8562,1150070.273,851873.0149,80270.4965,183041.5605,35.10070517,29.71023177,32.68249773,28.6707457,32.07959488,24.56173948,26.47428762,19.37294886,28.74550893,19.71446333,17.42011595,20.48582812,25.78869172,36.68838191,24.75793296,114.6507034,103.0118576,80.58280496,102.6103712,102.7500884,86.70540981,107.8077877,79.41913542,106.5136536,93.24091064,65.14347606,102.4805996,99.82706244,114.7001516,77.39579995,114.6507034,103.0118576,80.58280496,102.6103712,102.7500884,86.70540981,107.8077877,79.41913542,106.5136536,93.24091064,65.14347606,102.4805996,99.82706244,114.7001516,77.39579995,238.0401022,64.68881351,18.65693509,41.02450714,108.5046775,111.5435314,225.1658766,110.1778328,49.14875327,239.1104388,25.63028609,229.8985567,220.067485,25.67559495,58.55266935
0.199498118,79.7,27325750.91,6672086.345,1505316.891,4214828.275,11162871.32,9683577.635,24305130.79,8761220.973,5241589.93,22322883.69,1671743.473,23589740.11,21996289.42,2948694.374,4537423.813,777818.0442,224371.5016,46024.45623,146875.0619,347673.9059,393900.0104,917196.496,451810.9133,182177.6116,1131189.66,95878.05505,1150359.09,852149.4815,80302.75228,183115.1191,35.13128952,29.73678162,32.70689138,28.69669105,32.10730264,24.58384712,26.49937161,19.39134429,28.77186655,19.73398845,17.43614295,20.50641431,25.81271232,36.71971745,24.77907796,114.7500284,103.1037961,80.64115427,102.7027858,102.8378012,86.78300675,107.9097612,79.49391251,106.6112579,93.33291746,65.20311482,102.5835177,99.91939944,114.7980555,77.46113164,114.7500284,103.1037961,80.64115427,102.7027858,102.8378012,86.78300675,107.9097612,79.49391251,106.6112579,93.33291746,65.20311482,102.5835177,99.91939944,114.7980555,77.46113164,238.1328466,64.71232481,18.66685695,41.03908421,108.5483274,111.5837996,225.2357017,110.2124766,49.16544495,239.1748195,25.63901246,229.956436,220.1403285,25.68592614,58.57678189
0.19924812,79.8,27360036.67,6680457.846,1507205.62,4220116.642,11176877.43,9695727.67,24335626.56,8772213.722,5248166.58,22350892.33,1673841.019,23619338.28,22023888.28,2952394.116,4543116.942,778116.8307,224452.6965,46047.87763,146926.5539,347810.1021,394040.0152,917479.1004,451949.1974,182239.2998,1131489.754,95910.22445,1150647.618,852425.6927,80334.98054,183188.6157,35.16186206,29.76332185,32.73127226,28.72262726,32.13499942,24.60594685,26.52444786,19.40973404,28.79821524,19.75350837,17.45216454,20.52699533,25.83672508,36.75104041,24.80021438,114.8493147,103.1957014,80.69947216,102.7951675,102.9254785,86.86057565,108.0117032,79.56866595,106.7088291,93.42489952,65.26273328,102.6864099,100.0117058,114.8959201,77.5264363,114.8493147,103.1957014,80.69947216,102.7951675,102.9254785,86.86057565,108.0117032,79.56866595,106.7088291,93.42489952,65.26273328,102.6864099,100.0117058,114.8959201,77.5264363,238.2255109,64.73581512,18.67677172,41.05364818,108.5919404,111.6240319,225.3054608,110.2470881,49.18212132,239.2391369,25.64773086,230.014257,220.2131051,25.69624851,58.60087421
0.198998748,79.9,27394322.43,6688829.347,1509094.348,4225405.008,11190883.54,9707877.705,24366122.33,8783206.472,5254743.23,22378900.96,1675938.564,23648936.44,22051487.13,2956093.858,4548810.071,778415.359,224533.8191,46071.28211,146977.9995,347946.1822,394179.8949,917761.4381,452087.3517,182300.9315,1131789.552,95942.36447,1150935.856,852701.649,80367.18135,183262.0504,35.1924228,29.78985248,32.75564038,28.74855435,32.16268525,24.62803869,26.54951638,19.42811813,28.82455502,19.7730231,17.46818075,20.5475712,25.86073002,36.78235081,24.82134223,114.9485623,103.2875734,80.75775867,102.8875164,103.0131203,86.93811657,108.1136137,79.64339578,106.8063674,93.51685685,65.32233146,102.7892763,100.1039816,114.9937455,77.591714,114.9485623,103.2875734,80.75775867,102.8875164,103.0131203,86.93811657,108.1136137,79.64339578,106.8063674,93.51685685,65.32233146,102.7892763,100.1039816,114.9937455,77.591714,238.3180954,64.75928448,18.68667944,41.06819908,108.6355166,111.6642284,225.375154,110.2816672,49.19878242,239.303391,25.65644132,230.07202,220.2858147,25.70656208,58.62494636
