Pct_Delta,PCT_Change,M_P_NTV,M_P_TTV,M_P_CTVP,M_P_CTVNP,M_P_DD,M_P_STRP,M_P_STRNP,M_P_YOT,M_P_CIN,M_P_DISP,M_P_DISNP,M_P_SEM,M_P_PAID_SOCIAL,M_P_DCI,M_P_DRD,TlncT_P_NTV,TlncT_P_TTV,TlncT_P_CTVP,TlncT_P_CTVNP,TlncT_P_DD,TlncT_P_STRP,TlncT_P_STRNP,TlncT_P_YOT,TlncT_P_CIN,TlncT_P_DISP,TlncT_P_DISNP,TlncT_P_SEM,TlncT_P_PAID_SOCIAL,TlncT_P_DCI,TlncT_P_DRD,CPT_P_NTV,CPT_P_TTV,CPT_P_CTVP,CPT_P_CTVNP,CPT_P_DD,CPT_P_STRP,CPT_P_STRNP,CPT_P_YOT,CPT_P_CIN,CPT_P_DISP,CPT_P_DISNP,CPT_P_SEM,CPT_P_PAID_SOCIAL,CPT_P_DCI,CPT_P_DRD,MCPT_P_NTV,MCPT_P_TTV,MCPT_P_CTVP,MCPT_P_CTVNP,MCPT_P_DD,MCPT_P_STRP,MCPT_P_STRNP,MCPT_P_YOT,MCPT_P_CIN,MCPT_P_DISP,MCPT_P_DISNP,MCPT_P_SEM,MCPT_P_PAID_SOCIAL,MCPT_P_DCI,MCPT_P_DRD,nMCPT_P_NTV,nMCPT_P_TTV,nMCPT_P_CTVP,nMCPT_P_CTVNP,nMCPT_P_DD,nMCPT_P_STRP,nMCPT_P_STRNP,nMCPT_P_YOT,nMCPT_P_CIN,nMCPT_P_DISP,nMCPT_P_DISNP,nMCPT_P_SEM,nMCPT_P_PAID_SOCIAL,nMCPT_P_DCI,nMCPT_P_DRD,nMTIncT_P_NTV,nMTIncT_P_TTV,nMTIncT_P_CTVP,nMTIncT_P_CTVNP,nMTIncT_P_DD,nMTIncT_P_STRP,nMTIncT_P_STRNP,nMTIncT_P_YOT,nMTIncT_P_CIN,nMTIncT_P_DISP,nMTIncT_P_DISNP,nMTIncT_P_SEM,nMTIncT_P_PAID_SOCIAL,nMTIncT_P_DCI,nMTIncT_P_DRD
0.2,138,47314349.12,11552671.46,2606445.808,7297946.072,19328434.65,16767047.85,42084166.23,15169993.66,9075776.792,38651919.06,2894612.288,40845472.21,38086423.34,5105643.96,7856518.02,920393.7281,262888.1538,57566.62536,171257.7061,412854.788,460280.4693,1049667.578,516699.7402,211284.9732,1270587.559,111060.5107,1283859.744,982236.4161,95724.93392,218362.9493,51.40664009,43.94519607,45.27702974,42.6138259,46.81654474,36.42789336,40.09285141,29.35939865,42.95514563,30.42050806,26.06337996,31.81459065,38.77521003,53.33661514,35.97917158,167.5588087,152.3022615,110.6102825,152.2378676,149.2996421,128.3176741,163.1609984,119.939873,159.1352045,143.6539747,97.28064162,159.1190546,149.6819339,166.7179811,112.0052282,167.5588087,152.3022615,110.6102825,152.2378676,149.2996421,128.3176741,163.1609984,119.939873,159.1352045,143.6539747,97.28064162,159.1190546,149.6819339,166.7179811,112.0052282,282.3745853,75.85357795,23.56422703,47.93778438,129.4606898,130.668265,257.930306,126.4799876,57.03186056,269.0626497,29.75527546,256.6975545,254.4490329,30.62443491,70.14420796
0.20057929,138.1,47348634.88,11561042.96,2608334.537,7303234.439,19342440.76,16779197.88,42114662.01,15180986.4,9082353.442,38679927.7,2896709.833,40875070.38,38114022.19,5109343.702,7862211.149,920598.3473,262943.1202,57583.70088,171292.4436,412948.6001,460375.1564,1049854.484,516791.3924,211326.3006,1270782.531,111082.0725,1284045.757,982420.7995,95747.12554,218413.7785,51.43245697,43.96784733,45.29640327,42.63605729,46.83982646,36.44679269,40.11476128,29.37546296,42.97786605,30.43788118,26.07720372,31.83303255,38.7960253,53.3628939,35.99686432,167.642512,152.3806893,110.656341,152.316945,149.3730383,128.3838981,163.2500374,120.0049498,159.219346,143.73573,97.33200487,159.2112575,149.7617497,166.8000927,112.0597141,167.642512,152.3806893,110.656341,152.316945,149.3730383,128.3838981,163.2500374,120.0049498,159.219346,143.73573,97.33200487,159.2112575,149.7617497,166.8000927,112.0597141,282.4381138,75.86947545,23.5714873,47.94761633,129.4908438,130.695501,257.9764311,126.503002,57.04302694,269.1044717,29.76112366,256.7348001,254.4977089,30.63153994,70.16090675
0.200434153,138.2,47382920.64,11569414.47,2610223.266,7308522.805,19356446.88,16791347.92,42145157.78,15191979.15,9088930.092,38707936.33,2898807.378,40904668.54,38141621.05,5113043.444,7867904.278,920802.8644,262998.0582,57600.7693,171327.1631,413042.3661,460469.7947,1050041.288,516882.9948,211367.6062,1270977.393,111103.6229,1284231.662,982605.0845,95769.30624,218464.5829,51.45826808,43.99049386,45.31577091,42.65828415,46.86310283,36.46568811,40.13666725,29.3915244,43.00058204,30.45525163,26.09102479,31.85147178,38.81683664,53.38916658,36.0145529,167.7261964,152.4591007,110.7023852,152.3960061,149.4464173,128.4501084,163.3390604,120.0700148,159.3034711,143.8174726,97.38335802,159.303447,149.8415502,166.8821853,112.1141869,167.7261964,152.4591007,110.7023852,152.3960061,149.4464173,128.4501084,163.3390604,120.0700148,159.3034711,143.8174726,97.38335802,159.303447,149.8415502,166.8821853,112.1141869,282.5016107,75.88536476,23.57874459,47.95744318,129.520983,130.7227229,258.022531,126.5260039,57.05418741,269.1462701,29.76696878,256.7720242,254.5463591,30.63864147,70.17759747
0.200289226,138.3,47417206.4,11577785.97,2612111.995,7313811.172,19370452.99,16803497.95,42175653.55,15202971.9,9095506.742,38735944.97,2900904.923,40934266.71,38169219.91,5116743.186,7873597.407,921007.2795,263052.968,57617.83062,171361.8646,413136.086,460564.3842,1050227.99,516974.5476,211408.89,1271172.145,111125.1619,1284417.459,982789.2715,95791.47602,218515.3626,51.48407343,44.01313565,45.33513266,42.68050648,46.88637387,36.48457963,40.15856932,29.40758297,43.02329359,30.47261941,26.10484316,31.86990835,38.83764406,53.41543317,36.03223733,167.8098619,152.5374957,110.748415,152.4750511,149.519779,128.5163047,163.4280676,120.1350677,159.3875797,143.8992025,97.43470106,159.3956232,149.9213354,166.9642589,112.1686467,167.8098619,152.5374957,110.748415,152.4750511,149.519779,128.5163047,163.4280676,120.1350677,159.3875797,143.8992025,97.43470106,159.3956232,149.9213354,166.9642589,112.1686467,282.5650761,75.90124589,23.5859989,47.96726495,129.5511077,130.7499308,258.0686057,126.5489935,57.06534198,269.1880448,29.77281083,256.8092266,254.5949836,30.6457395,70.19428013
0.200144509,138.4,47451492.16,11586157.47,2614000.724,7319099.539,19384459.1,16815647.99,42206149.32,15213964.65,9102083.392,38763953.61,2903002.468,40963864.88,38196818.77,5120442.928,7879290.536,921211.5926,263107.8496,57634.88485,171396.5481,413229.76,460658.9251,1050414.591,517066.0509,211450.152,1271366.785,111146.6896,1284603.149,982973.3604,95813.63491,218566.1177,51.50987302,44.03577272,45.35448852,42.7027243,46.90963956,36.50346726,40.18046749,29.42363867,43.0460007,30.48998452,26.11865885,31.88834225,38.85844755,53.44169369,36.04991761,167.8935087,152.6158743,110.7944305,152.5540798,149.5931235,128.5824873,163.517059,120.2001088,159.4716719,143.9809197,97.48603402,159.487786,150.0011052,167.0463136,112.2230935,167.8935087,152.6158743,110.7944305,152.5540798,149.5931235,128.5824873,163.517059,120.2001088,159.4716719,143.9809197,97.48603402,159.487786,150.0011052,167.0463136,112.2230935,282.6285098,75.91711886,23.59325023,47.97708163,129.5812177,130.7771248,258.1146554,126.5719707,57.07649066,269.2297957,29.77864981,256.8464075,254.6435822,30.65283405,70.21095474
0.2,138.5,47485777.92,11594528.97,2615889.453,7324387.905,19398465.21,16827798.02,42236645.1,15224957.4,9108660.042,38791962.24,2905100.013,40993463.05,38224417.62,5124142.67,7884983.665,921415.804,263162.7031,57651.932,171431.2136,413323.3881,460753.4172,1050601.09,517157.5046,211491.3922,1271561.316,111168.206,1284788.732,983157.3514,95835.78291,218616.8482,51.53566687,44.05840506,45.37383851,42.72493761,46.93289993,36.52235099,40.20236177,29.43969151,43.06870339,30.50734697,26.13247185,31.90677349,38.87924712,53.46794813,36.06759374,167.9771366,152.6942365,110.8404317,152.6330923,149.6664508,128.6486561,163.6060344,120.265138,159.5557477,144.0626242,97.5373569,159.5799355,150.0808597,167.1283492,112.2775273,167.9771366,152.6942365,110.8404317,152.6330923,149.6664508,128.6486561,163.6060344,120.265138,159.5557477,144.0626242,97.5373569,159.5799355,150.0808597,167.1283492,112.2775273,282.6919121,75.93298367,23.6004986,47.98689324,129.6113131,130.8043048,258.16068,126.5949356,57.08763345,269.2715231,29.78448572,256.8835669,254.6921552,30.6599251,70.2276213
0.1998557,138.6,47520063.68,11602900.47,2617778.181,7329676.272,19412471.32,16839948.06,42267140.87,15235950.15,9115236.692,38819970.88,2907197.559,41023061.22,38252016.48,5127842.412,7890676.794,921619.9137,263217.5283,57668.97207,171465.8612,413416.9702,460847.8607,1050787.488,517248.9089,211532.6108,1271755.736,111189.711,1284974.207,983341.2447,95857.92004,218667.554,51.56145498,44.08103269,45.39318263,42.74714641,46.95615498,36.54123083,40.22425216,29.4557415,43.09140165,30.52470675,26.14628217,31.92520206,38.90004278,53.49419651,36.08526573,168.0607457,152.7725824,110.8864186,152.7120886,149.7397609,128.7148112,163.694994,120.3301553,159.6398072,144.144316,97.5886697,159.6720718,150.160599,167.210366,112.3319481,168.0607457,152.7725824,110.8864186,152.7120886,149.7397609,128.7148112,163.694994,120.3301553,159.6398072,144.144316,97.5886697,159.6720718,150.160599,167.210366,112.3319481,282.7552829,75.94884034,23.60774399,47.99669978,129.6413939,130.8314708,258.2066796,126.6178882,57.09877037,269.3132268,29.79031856,256.9207048,254.7407025,30.66701267,70.24427983
0.199711608,138.7,47554349.44,11611271.97,2619666.91,7334964.639,19426477.44,16852098.09,42297636.64,15246942.9,9121813.341,38847979.52,2909295.104,41052659.38,38279615.34,5131542.154,7896369.923,921823.9218,263272.3255,57686.00507,171500.4908,413510.5066,460942.2557,1050973.784,517340.2638,211573.8076,1271950.045,111211.2048,1285159.576,983525.0403,95880.04631,218718.2353,51.58723734,44.1036556,45.41252089,42.76935071,46.9794047,36.56010679,40.24613867,29.47178862,43.11409549,30.54206387,26.1600898,31.94362798,38.92083452,53.52043883,36.10293358,168.144336,152.850912,110.9323911,152.7910688,149.8130539,128.7809524,163.7839378,120.3951607,159.7238503,144.2259952,97.63997245,159.7641947,150.240323,167.2923638,112.3863559,168.144336,152.850912,110.9323911,152.7910688,149.8130539,128.7809524,163.7839378,120.3951607,159.7238503,144.2259952,97.63997245,159.7641947,150.240323,167.2923638,112.3863559,282.8186223,75.96468887,23.61498642,48.00650126,129.6714601,130.8586229,258.2526541,126.6408285,57.10990141,269.354907,29.79614835,256.9578212,254.7892241,30.67409677,70.26093035
0.199567723,138.8,47588635.2,11619643.47,2621555.639,7340253.006,19440483.55,16864248.13,42328132.41,15257935.65,9128389.991,38875988.16,2911392.649,41082257.55,38307214.2,5135241.896,7902063.052,922027.8285,263327.0945,57703.03102,171535.1026,413603.9972,461036.6023,1051159.979,517431.5694,211614.9827,1272144.245,111232.6872,1285344.837,983708.7384,95902.16174,218768.8921,51.61301398,44.1262738,45.43185328,42.79155051,47.0026491,36.57897886,40.26802129,29.48783289,43.13678491,30.55941833,26.17389476,31.96205124,38.94162235,53.5466751,36.12059729,168.2279075,152.9292252,110.9783494,152.8700329,149.8863296,128.8470799,163.8728658,120.4601543,159.807877,144.3076617,97.69126514,159.8563044,150.3200318,167.3743426,112.4407508,168.2279075,152.9292252,110.9783494,152.8700329,149.8863296,128.8470799,163.8728658,120.4601543,159.807877,144.3076617,97.69126514,159.8563044,150.3200318,167.3743426,112.4407508,282.8819302,75.98052928,23.62222589,48.01629768,129.7015118,130.8857611,258.2986037,126.6637565,57.1210266,269.3965636,29.80197508,256.9949162,254.8377202,30.68117738,70.27757285
0.199424046,138.9,47622920.96,11628014.97,2623444.368,7345541.372,19454489.66,16876398.16,42358628.19,15268928.4,9134966.641,38903996.79,2913490.194,41111855.72,38334813.05,5138941.638,7907756.181,922231.634,263381.8355,57720.04991,171569.6964,413697.4421,461130.9004,1051346.073,517522.8257,211656.1362,1272338.335,111254.1584,1285529.992,983892.339,95924.26633,218819.5244,51.63878489,44.1488873,45.45117982,42.81374581,47.0258882,36.59784705,40.28990003,29.5038743,43.15946992,30.57677014,26.18769704,31.98047184,38.96240629,53.57290532,36.13825688,168.3114603,153.0075221,111.0242935,152.9489808,149.9595883,128.9131937,163.9617779,120.525136,159.8918874,144.3893155,97.74254778,159.9484008,150.3997253,167.4563026,112.4951327,168.3114603,153.0075221,111.0242935,152.9489808,149.9595883,128.9131937,163.9617779,120.525136,159.8918874,144.3893155,97.74254778,159.9484008,150.3997253,167.4563026,112.4951327,282.9452069,75.99636157,23.6294624,48.02608905,129.7315489,130.9128855,258.3445283,126.6866722,57.13214592,269.4381967,29.80779875,257.0319898,254.8861906,30.68825453,70.29420734
0.2,139,47657206.73,11636386.47,2625333.097,7350829.739,19468495.77,16888548.2,42389123.96,15279921.15,9141543.291,38932005.43,2915587.739,41141453.89,38362411.91,5142641.38,7913449.31,922435.3382,263436.5485,57737.06177,171604.2725,413790.8413,461225.1501,1051532.066,517614.0328,211697.268,1272532.315,111275.6183,1285715.041,984075.8424,95946.36011,218870.1321,51.66455008,44.17149609,45.47050051,42.83593662,47.04912199,36.61671137,40.3117749,29.51991286,43.18215051,30.59411929,26.20149665,31.99888979,38.98318631,53.5991295,36.15591233,168.3949944,153.0858027,111.0702233,153.0279126,150.0328298,128.9792938,164.0506743,120.5901058,159.9758814,144.4709567,97.79382039,160.0404839,150.4794036,167.5382437,112.5495016,168.3949944,153.0858027,111.0702233,153.0279126,150.0328298,128.9792938,164.0506743,120.5901058,159.9758814,144.4709567,97.79382039,160.0404839,150.4794036,167.5382437,112.5495016,283.0084522,76.01218575,23.63669595,48.03587538,129.7615715,130.9399959,258.3904281,126.7095757,57.1432594,269.4798063,29.81361938,257.0690421,254.9346355,30.69532821,70.31083385
0.200575126,139.1,47691492.49,11644757.98,2627221.826,7356118.106,19482501.88,16900698.23,42419619.73,15290913.89,9148119.941,38960014.07,2917685.284,41171052.06,38390010.77,5146341.122,7919142.439,922638.9414,263491.2336,57754.06658,171638.8306,413884.195,461319.3515,1051717.959,517705.1908,211738.3783,1272726.185,111297.0669,1285899.982,984259.2486,95968.44308,218920.7155,51.69030955,44.19410019,45.48981537,42.85812294,47.07235048,36.63557181,40.3336459,29.53594858,43.20482671,30.61146579,26.21529358,32.0173051,39.00396244,53.62534763,36.17356367,168.4785098,153.1640671,111.1161388,153.1068283,150.1060542,129.0453801,164.1395549,120.6550639,160.0598592,144.5525853,97.84508298,160.1325538,150.5590667,167.620166,112.6038577,168.4785098,153.1640671,111.1161388,153.1068283,150.1060542,129.0453801,164.1395549,120.6550639,160.0598592,144.5525853,97.84508298,160.1325538,150.5590667,167.620166,112.6038577,283.0716662,76.02800184,23.64392655,48.04565667,129.7915796,130.9670925,258.4363029,126.732467,57.15436704,269.5213925,29.81943697,257.1060729,254.9830549,30.70239843,70.32745237
0.200431034,139.2,47725778.25,11653129.48,2629110.554,7361406.472,19496508,16912848.27,42450115.5,15301906.64,9154696.591,38988022.7,2919782.829,41200650.23,38417609.63,5150040.864,7924835.568,922842.4437,263545.8906,57771.06437,171673.371,413977.5031,461413.5047,1051903.75,517796.2997,211779.467,1272919.946,111318.5043,1286084.818,984442.5578,95990.51525,218971.2744,51.71606331,44.21669959,45.50912439,42.88030478,47.09557367,36.65442839,40.35551303,29.55198145,43.2274985,30.62880964,26.22908785,32.03571775,39.02473468,53.65155974,36.19121088,168.5620065,153.2423152,111.1620402,153.1857279,150.1792615,129.1114527,164.2284197,120.7200101,160.1438206,144.6342012,97.89633555,160.2246105,150.6387146,167.7020694,112.6582008,168.5620065,153.2423152,111.1620402,153.1857279,150.1792615,129.1114527,164.2284197,120.7200101,160.1438206,144.6342012,97.89633555,160.2246105,150.6387146,167.7020694,112.6582008,283.134849,76.04380984,23.65115421,48.05543293,129.8215732,130.9941752,258.4821529,126.755346,57.16546885,269.5629552,29.82525151,257.1430825,255.0314488,30.70946519,70.34406292
0.20028715,139.3,47760064.01,11661500.98,2630999.283,7366694.839,19510514.11,16924998.3,42480611.28,15312899.39,9161273.24,39016031.34,2921880.375,41230248.39,38445208.48,5153740.606,7930528.697,923045.8452,263600.5198,57788.05515,171707.8936,414070.7657,461507.6097,1052089.442,517887.3595,211820.5341,1273113.597,111339.9305,1286269.547,984625.77,96012.57665,219021.8089,51.74181137,44.23929431,45.52842757,42.90248214,47.11879158,36.6732811,40.37737629,29.56801148,43.2501659,30.64615084,26.24287945,32.05412776,39.04550303,53.67776583,36.20885398,168.6454845,153.320547,111.2079273,153.2646114,150.2524517,129.1775117,164.3172688,120.7849445,160.2277658,144.7158046,97.94757811,160.3166539,150.7183473,167.783954,112.7125311,168.6454845,153.320547,111.2079273,153.2646114,150.2524517,129.1775117,164.3172688,120.7849445,160.2277658,144.7158046,97.94757811,160.3166539,150.7183473,167.783954,112.7125311,283.1980006,76.05960977,23.65837892,48.06520416,129.8515524,131.0212442,258.5279781,126.7782128,57.17656483,269.6044945,29.83106301,257.1800707,255.0798172,30.7165285,70.3606655
0.200143472,139.4,47794349.77,11669872.48,2632888.012,7371983.206,19524520.22,16937148.34,42511107.05,15323892.14,9167849.89,39044039.98,2923977.92,41259846.56,38472807.34,5157440.348,7936221.826,923249.146,263655.1211,57805.03891,171742.3984,414163.9829,461601.6666,1052275.032,517978.3705,211861.5797,1273307.14,111361.3455,1286454.17,984808.8855,96034.62728,219072.3191,51.76755373,44.26188435,45.54772494,42.92465503,47.1420042,36.69212995,40.39923569,29.58403867,43.2728289,30.6634894,26.25666839,32.07253513,39.06626748,53.70396589,36.22649297,168.7289438,153.3987626,111.2538003,153.3434789,150.3256249,129.243557,164.4061021,120.849867,160.3116947,144.7973953,97.99881068,160.4086842,150.7979649,167.8658199,112.7668484,168.7289438,153.3987626,111.2538003,153.3434789,150.3256249,129.243557,164.4061021,120.849867,160.3116947,144.7973953,97.99881068,160.4086842,150.7979649,167.8658199,112.7668484,283.261121,76.07540163,23.66560069,48.07497038,129.8815171,131.0482993,258.5737786,126.8010674,57.18765499,269.6460105,29.83687148,257.2170377,255.1281602,30.72358835,70.37726013
0.2,139.5,47828635.53,11678243.98,2634776.741,7377271.573,19538526.33,16949298.37,42541602.82,15334884.89,9174426.54,39072048.61,2926075.465,41289444.73,38500406.2,5161140.09,7941914.955,923452.3462,263709.6946,57822.01566,171776.8855,414257.1547,461695.6754,1052460.523,518069.3325,211902.6039,1273500.573,111382.7493,1286638.687,984991.9043,96056.66716,219122.8049,51.79329039,44.2844697,45.56701649,42.94682345,47.16521153,36.71097494,40.42109124,29.60006302,43.29548751,30.68082531,26.27045466,32.09093985,39.08702806,53.73015994,36.24412784,168.8123845,153.476962,111.2996591,153.4223303,150.398781,129.3095886,164.4949198,120.9147778,160.3956074,144.8789735,98.05003325,160.5007012,150.8775673,167.9476669,112.8211529,168.8123845,153.476962,111.2996591,153.4223303,150.398781,129.3095886,164.4949198,120.9147778,160.3956074,144.8789735,98.05003325,160.5007012,150.8775673,167.9476669,112.8211529,283.3242103,76.09118544,23.67281951,48.08473158,129.9114674,131.0753406,258.6195542,126.8239099,57.19873934,269.6875031,29.84267693,257.2539835,255.1764778,30.73064477,70.39384681
0.199856734,139.6,47862921.29,11686615.48,2636665.47,7382559.939,19552532.44,16961448.4,42572098.6,15345877.64,9181003.19,39100057.25,2928173.01,41319042.9,38528005.06,5164839.832,7947608.084,923655.446,263764.2402,57838.98543,171811.3548,414350.2812,461789.6363,1052645.913,518160.2457,211943.6066,1273693.897,111404.1419,1286823.099,985174.8265,96078.6963,219173.2665,51.81902136,44.30705038,45.58630222,42.96898739,47.1884136,36.72981607,40.44294293,29.61608454,43.31814174,30.69815859,26.28423828,32.10934194,39.10778475,53.75634798,36.26175862,168.8958066,153.5551452,111.3455037,153.5011658,150.4719201,129.3756065,164.5837217,120.9796769,160.4795039,144.9605391,98.10124585,160.592705,150.9571545,168.0294951,112.8754445,168.8958066,153.5551452,111.3455037,153.5011658,150.4719201,129.3756065,164.5837217,120.9796769,160.4795039,144.9605391,98.10124585,160.592705,150.9571545,168.0294951,112.8754445,283.3872685,76.1069612,23.68003541,48.09448777,129.9414032,131.1023682,258.6653051,126.8467402,57.20981789,269.7289724,29.84847934,257.290908,255.2247701,30.73769774,70.41042556
0.199713672,139.7,47897207.05,11694986.98,2638554.199,7387848.306,19566538.56,16973598.44,42602594.37,15356870.39,9187579.84,39128065.89,2930270.555,41348641.07,38555603.91,5168539.574,7953301.213,923858.4455,263818.7581,57855.9482,171845.8065,414443.3625,461883.5491,1052831.204,518251.1101,211984.5878,1273887.113,111425.5233,1287007.405,985357.6522,96100.7147,219223.7037,51.84474665,44.32962639,45.60558215,42.99114688,47.21161039,36.74865336,40.46479076,29.63210322,43.34079159,30.71548922,26.29801923,32.12774139,39.12853757,53.78253003,36.27938529,168.97921,153.6333122,111.3913342,153.5799852,150.5450422,129.4416109,164.6725079,121.0445641,160.5633841,145.0420921,98.15244847,160.6846957,151.0367267,168.1113046,112.9297233,168.97921,153.6333122,111.3913342,153.5799852,150.5450422,129.4416109,164.6725079,121.0445641,160.5633841,145.0420921,98.15244847,160.6846957,151.0367267,168.1113046,112.9297233,283.4502957,76.12272893,23.68724837,48.10423897,129.9713247,131.129382,258.7110314,126.8695584,57.22089063,269.7704185,29.85427873,257.3278114,255.273037,30.74474727,70.42699638
0.199570815,139.8,47931492.81,11703358.48,2640442.928,7393136.673,19580544.67,16985748.47,42633090.14,15367863.14,9194156.49,39156074.53,2932368.1,41378239.24,38583202.77,5172239.316,7958994.342,924061.3447,263873.2483,57872.904,171880.2404,414536.3985,461977.4141,1053016.394,518341.9258,212025.5476,1274080.22,111446.8936,1287191.605,985540.3817,96122.7224,219274.1168,51.87046626,44.35219773,45.62485628,43.01330191,47.23480191,36.7674868,40.48663476,29.64811907,43.36343706,30.73281722,26.31179754,32.14613821,39.14928651,53.80870607,36.29700787,169.0625949,153.7114631,111.4371505,153.6587885,150.6181473,129.5076016,164.7612785,121.1094396,160.6472481,145.1236326,98.20364113,160.7766732,151.1162837,168.1930954,112.9839892,169.0625949,153.7114631,111.4371505,153.6587885,150.6181473,129.5076016,164.7612785,121.1094396,160.6472481,145.1236326,98.20364113,160.7766732,151.1162837,168.1930954,112.9839892,283.5132919,76.13848862,23.69445841,48.11398517,130.0012317,131.1563821,258.756733,126.8923644,57.23195759,269.8118413,29.86007511,257.3646936,255.3212786,30.75179337,70.44355928
0.199428163,139.9,47965778.57,11711729.98,2642331.656,7398425.039,19594550.78,16997898.51,42663585.91,15378855.89,9200733.14,39184083.16,2934465.645,41407837.4,38610801.63,5175939.058,7964687.471,924264.1439,263927.7107,57889.85283,171914.6567,414629.3893,462071.2313,1053201.485,518432.6929,212066.4861,1274273.218,111468.2527,1287375.7,985723.0149,96144.71939,219324.5056,51.8961802,44.37476441,45.64412462,43.03545248,47.25798818,36.78631639,40.5084749,29.6641321,43.38607815,30.75014259,26.32557319,32.1645324,39.17003159,53.83487612,36.31462636,169.1459612,153.7895977,111.4829527,153.737576,150.6912354,129.5735786,164.8500334,121.1743033,160.7310959,145.2051606,98.25482384,160.8686376,151.1958256,168.2748675,113.0382423,169.1459612,153.7895977,111.4829527,153.737576,150.6912354,129.5735786,164.8500334,121.1743033,160.7310959,145.2051606,98.25482384,160.8686376,151.1958256,168.2748675,113.0382423,283.576257,76.15424031,23.70166551,48.12372638,130.0311244,131.1833685,258.8024099,126.9151583,57.24301877,269.8532409,29.86586847,257.4015546,255.369495,30.75883604,70.46011428
0.2,140,48000064.33,11720101.48,2644220.385,7403713.406,19608556.89,17010048.54,42694081.69,15389848.64,9207309.789,39212091.8,2936563.191,41437435.57,38638400.49,5179638.8,7970380.6,924466.8432,263982.1455,57906.79469,171949.0554,414722.3351,462165.0007,1053386.476,518523.4114,212107.4032,1274466.108,111489.6007,1287559.69,985905.5521,96166.70569,219374.8702,51.92188847,44.39732643,45.66338716,43.0575986,47.28116919,36.80514215,40.53031121,29.6801423,43.40871488,30.76746532,26.33934619,32.18292395,39.19077279,53.86104019,36.33224076,169.2293089,153.8677163,111.5287409,153.8163474,150.7643066,129.6395421,164.9387726,121.2391553,160.8149276,145.286676,98.30599661,160.9605888,151.2753525,168.3566209,113.0924826,169.2293089,153.8677163,111.5287409,153.8163474,150.7643066,129.6395421,164.9387726,121.2391553,160.8149276,145.286676,98.30599661,160.9605888,151.2753525,168.3566209,113.0924826,283.6391913,76.16998398,23.7088697,48.13346261,130.0610028,131.2103411,258.8480623,126.9379401,57.25407416,269.8946172,29.87165882,257.4383946,255.4176861,30.76587528,70.47666138
0.200571021,140.1,48034350.09,11728472.99,2646109.114,7409001.773,19622563,17022198.58,42724577.46,15400841.38,9213886.439,39240100.44,2938660.736,41467033.74,38665999.34,5183338.542,7976073.729,924669.4426,264036.5526,57923.7296,171983.4364,414815.2358,462258.7223,1053571.367,518614.0813,212148.299,1274658.89,111510.9376,1287743.574,986087.9933,96188.68131,219425.2107,51.94759108,44.4198838,45.68264393,43.07974028,47.30434495,36.82396406,40.55214368,29.69614968,43.43134724,30.78478543,26.35311655,32.20131288,39.21151014,53.88719828,36.34985107,169.3126382,153.9458187,111.5745149,153.8951029,150.8373607,129.705492,165.0274962,121.3039956,160.8987431,145.3681789,98.35715944,161.0525269,151.3548642,168.4383555,113.1467101,169.3126382,153.9458187,111.5745149,153.8951029,150.8373607,129.705492,165.0274962,121.3039956,160.8987431,145.3681789,98.35715944,161.0525269,151.3548642,168.4383555,113.1467101,283.7020946,76.18571966,23.71607097,48.14319386,130.0908668,131.2373001,258.8936901,126.9607098,57.26512379,269.9359705,29.87744616,257.4752135,255.465852,30.77291111,70.49320059
0.20042796,140.2,48068635.85,11736844.49,2647997.843,7414290.14,19636569.12,17034348.61,42755073.23,15411834.13,9220463.089,39268109.07,2940758.281,41496631.91,38693598.2,5187038.284,7981766.858,924871.9423,264090.9321,57940.65756,172017.7999,414908.0916,462352.3963,1053756.159,518704.7028,212189.1734,1274851.564,111532.2634,1287927.354,986270.3387,96210.64628,219475.527,51.97328803,44.44243652,45.70189492,43.10187751,47.32751546,36.84278215,40.57397231,29.71215424,43.45397524,30.80210291,26.36688426,32.21969919,39.23224362,53.91335039,36.3674573,169.3959488,154.023905,111.6202749,153.9738425,150.910398,129.7714284,165.1162042,121.3688241,160.9825424,145.4496693,98.40831235,161.1444519,151.4343609,168.5200716,113.2009248,169.3959488,154.023905,111.6202749,153.9738425,150.910398,129.7714284,165.1162042,121.3688241,160.9825424,145.4496693,98.40831235,161.1444519,151.4343609,168.5200716,113.2009248,283.7649671,76.20144735,23.72326932,48.15292014,130.1207165,131.2642454,258.9392933,126.9834675,57.27616766,269.9773006,29.8832305,257.5120113,255.5139927,30.77994351,70.50973192
