Pct_Delta,PCT_Change,M_P_NTV,M_P_FABING,M_P_STR,M_P_SNP,M_P_TIK,M_P_DIS_BAN,M_P_TWT,M_P_RAD,M_P_DIS_AFF,M_P_CEM,M_P_SEM,TlncT_P_NTV,TlncT_P_FABING,TlncT_P_STR,TlncT_P_SNP,TlncT_P_TIK,TlncT_P_DIS_BAN,TlncT_P_TWT,TlncT_P_RAD,TlncT_P_DIS_AFF,TlncT_P_CEM,TlncT_P_SEM,CPT_P_NTV,CPT_P_FABING,CPT_P_STR,CPT_P_SNP,CPT_P_TIK,CPT_P_DIS_BAN,CPT_P_TWT,CPT_P_RAD,CPT_P_DIS_AFF,CPT_P_CEM,CPT_P_SEM,MCPT_P_NTV,MCPT_P_FABING,MCPT_P_STR,MCPT_P_SNP,MCPT_P_TIK,MCPT_P_DIS_BAN,MCPT_P_TWT,MCPT_P_RAD,MCPT_P_DIS_AFF,MCPT_P_CEM,MCPT_P_SEM,nMCPT_P_NTV,nMCPT_P_FABING,nMCPT_P_STR,nMCPT_P_SNP,nMCPT_P_TIK,nMCPT_P_DIS_BAN,nMCPT_P_TWT,nMCPT_P_RAD,nMCPT_P_DIS_AFF,nMCPT_P_CEM,nMCPT_P_SEM,nMTIncT_P_NTV,nMTIncT_P_FABING,nMTIncT_P_STR,nMTIncT_P_SNP,nMTIncT_P_TIK,nMTIncT_P_DIS_BAN,nMTIncT_P_TWT,nMTIncT_P_RAD,nMTIncT_P_DIS_AFF,nMTIncT_P_CEM,nMTIncT_P_SEM
0.199784017,277.8,14341910.68,6686754.259,5569692.996,1166355.358,1039316.861,1035932.372,963010.3122,669378.546,196921.308,35622.91072,2717119.408,435257.1083,367755.0219,236344.9574,75843.95847,68754.17546,88210.51114,50508.31415,28627.66756,23120.96099,4332.784373,194000.399,32.95043414,18.18263208,23.56594809,15.37835553,15.11641808,11.74386542,19.06637211,23.38222436,8.517003599,8.221713257,14.00574133,120.2958682,43.16947274,54.81015245,41.13383148,35.64538704,24.62259645,41.45266316,43.30400015,14.43666448,10.96277755,30.45022275,120.0293017,43.09905177,54.72253507,41.05931061,35.58765399,24.58749947,41.39100762,43.25179507,14.42164664,10.95655683,30.40493193,23897.34918,31029.70476,20356.12199,5681.319734,5840.884376,8426.496343,4653.234447,3095.263653,2730.912952,650.257399,17872.88598
0.199712127,277.9,14347073.35,6689161.298,5571697.926,1166775.213,1039690.985,1036305.278,963356.9682,669619.503,196992.194,35635.73394,2718097.492,435300.0247,367810.7798,236381.5369,75854.1655,68764.67118,88225.65601,50516.67684,28633.23188,23125.87113,4333.954078,194032.5198,32.95904557,18.18641993,23.57078306,15.38182122,15.11955147,11.74607619,19.07007801,23.38609577,8.518260475,8.222453052,14.00846361,120.3271851,43.17846253,54.8213957,41.14308649,35.65276995,24.62722985,41.46071879,43.31116873,14.43879455,10.96376381,30.45614024,120.0605552,43.10802852,54.73376237,41.06855053,35.59502627,24.5921271,41.39905272,43.2589563,14.42377488,10.9575427,30.41084169,23899.72849,31034.41066,20359.27254,5682.086158,5841.776753,8427.943411,4654.004886,3095.865274,2731.492909,650.4329465,17875.8452
0.2,278,14352236.03,6691568.337,5573702.855,1167195.067,1040065.109,1036678.183,963703.6241,669860.46,197063.08,35648.55716,2719075.577,435342.93,367866.5261,236418.1089,75864.37024,68775.16473,88240.79802,50525.03791,28638.79527,23130.78054,4335.123679,194064.6344,32.96765616,18.19020721,23.57561728,15.38528644,15.12268438,11.74828658,19.0737833,23.38996643,8.519517084,8.223192647,14.01118543,120.358499,43.18745096,54.83263721,41.15234024,35.66015173,24.63186245,41.46877309,43.31833592,14.44092417,10.96474981,30.46205676,120.0918055,43.1170039,54.74498793,41.07778921,35.60239743,24.59675393,41.40709649,43.26611614,14.42590267,10.95852832,30.41675047,23902.10718,31039.11557,20362.42244,5682.852409,5842.668945,8429.390208,4654.775176,3096.466796,2732.07278,650.6084783,17878.80385
0.200287666,278.1,14357398.7,6693975.376,5575707.784,1167614.921,1040439.233,1037051.089,964050.2801,670101.417,197133.966,35661.38038,2720053.662,435385.8242,367922.2608,236454.6734,75874.57268,68785.65611,88255.93718,50533.39736,28644.35774,23135.68923,4336.293174,194096.7426,32.97626589,18.19399392,23.58045076,15.3887512,15.12581681,11.75049659,19.07748797,23.39383634,8.520773426,8.223932043,14.0139068,120.3898097,43.19643803,54.84387699,41.16159275,35.66753238,24.63649425,41.47682607,43.32550172,14.44305334,10.96573554,30.4679723,120.1230526,43.12597793,54.75621175,41.08702664,35.60976746,24.60137996,41.41513893,43.27327459,14.42803,10.95951366,30.42265827,23904.48525,31043.81951,20365.5717,5683.618489,5843.560953,8430.836733,4655.545315,3097.068218,2732.652565,650.7839943,17881.76193
0.200215672,278.2,14362561.38,6696382.415,5577712.713,1168034.776,1040813.357,1037423.995,964396.9361,670342.374,197204.852,35674.2036,2721031.747,435428.7072,367977.9839,236491.2305,75884.77283,68796.14532,88271.0735,50541.75518,28649.91929,23140.5972,4337.462564,194128.8447,32.98487477,18.19778005,23.58528349,15.39221549,15.12894876,11.75270623,19.08119203,23.39770549,8.522029502,8.22467124,14.01662772,120.4211173,43.20542374,54.85511502,41.17084401,35.6749119,24.64112526,41.48487771,43.33266612,14.44518206,10.966721,30.47388685,120.1542967,43.1349506,54.76743384,41.09626282,35.61713637,24.6060052,41.42318004,43.28043164,14.43015689,10.96049874,30.42856509,23906.86271,31048.52247,20368.72032,5684.384396,5844.452776,8432.282986,4656.315306,3097.669541,2733.232266,650.9594945,17884.71943
0.20014373,278.3,14367724.05,6698789.454,5579717.642,1168454.63,1041187.482,1037796.901,964743.5921,670583.331,197275.738,35687.02683,2722009.831,435471.579,368033.6954,236527.78,75894.97069,68806.63235,88286.20697,50550.11138,28655.47992,23145.50444,4338.631849,194160.9405,32.9934828,18.20156561,23.59011547,15.39567931,15.13208024,11.75491548,19.08489548,23.4015739,8.523285311,8.225410237,14.0193482,120.4524218,43.21440809,54.86635132,41.18009402,35.6822903,24.64575548,41.49292801,43.33982914,14.44731032,10.9677062,30.47980044,120.1855376,43.1439219,54.7786542,41.10549775,35.62450415,24.61062965,41.43121982,43.28758731,14.43228332,10.96148356,30.43447094,23909.23956,31053.22445,20371.86829,5685.150132,5845.344414,8433.728967,4657.085146,3098.270764,2733.81188,651.1349789,17887.67636
0.200071839,278.4,14372886.73,6701196.492,5581722.571,1168874.484,1041561.606,1038169.807,965090.2481,670824.288,197346.624,35699.85005,2722987.916,435514.4397,368089.3953,236564.322,75905.16625,68817.11722,88301.33761,50558.46596,28661.03963,23150.41096,4339.801029,194193.0301,33.00208998,18.2053506,23.59494671,15.39914267,15.13521123,11.75712435,19.08859831,23.40544155,8.524540854,8.226149036,14.02206822,120.4837231,43.22339107,54.87758588,41.18934278,35.68966757,24.6503849,41.50097699,43.34699077,14.44943813,10.96869113,30.48571304,120.2167754,43.15289185,54.78987282,41.11473144,35.6318708,24.61525331,41.43925827,43.29474159,14.4344093,10.96246811,30.44037581,23911.61579,31057.92546,20375.01562,5685.915696,5846.235869,8435.174676,4657.854838,3098.871888,2734.39141,651.3104476,17890.63271
0.2,278.5,14378049.4,6703603.531,5583727.5,1169294.339,1041935.73,1038542.713,965436.904,671065.245,197417.51,35712.67327,2723966.001,435557.2893,368145.0837,236600.8566,75915.35953,68827.59993,88316.46539,50566.81892,28666.59843,23155.31675,4340.970104,194225.1135,33.01069631,18.20913501,23.59977719,15.40260556,15.13834176,11.75933285,19.09230054,23.40930846,8.525796131,8.226887635,14.02478779,120.5150213,43.2323727,54.88881871,41.19859029,35.69704372,24.65501353,41.50902464,43.354151,14.4515655,10.96967579,30.49162467,120.2480101,43.16186044,54.8010897,41.12396388,35.63923633,24.61987617,41.44729539,43.30189448,14.43653483,10.96345239,30.44627971,23913.99141,31062.62549,20378.1623,5686.681089,5847.127139,8436.620114,4658.62438,3099.472912,2734.970854,651.4859005,17893.58849
0.199928212,278.6,14383212.08,6706010.57,5585732.429,1169714.193,1042309.854,1038915.618,965783.56,671306.202,197488.396,35725.49649,2724944.086,435600.1277,368200.7604,236637.3837,75925.55051,68838.08046,88331.59034,50575.17026,28672.15631,23160.22183,4342.139074,194257.1907,33.01930179,18.21291885,23.60460694,15.40606798,15.1414718,11.76154097,19.09600215,23.41317461,8.527051143,8.227626035,14.02750691,120.5463164,43.24135297,54.90004981,41.20783656,35.70441874,24.65964136,41.51707096,43.36130985,14.45369241,10.9706602,30.49753532,120.2792416,43.17082768,54.81230486,41.13319508,35.64660074,24.62449824,41.45533119,43.30904599,14.43865992,10.96443641,30.45218263,23916.36642,31067.32454,20381.30833,5687.446309,5848.018226,8438.06528,4659.393773,3100.073838,2735.550212,651.6613376,17896.5437
0.199856476,278.7,14388374.75,6708417.609,5587737.358,1170134.047,1042683.978,1039288.524,966130.216,671547.159,197559.282,35738.31971,2725922.17,435642.955,368256.4256,236673.9033,75935.73922,68848.55883,88346.71245,50583.51998,28677.71326,23165.12618,4343.307939,194289.2616,33.02790642,18.21670212,23.60943594,15.40952994,15.14460137,11.7637487,19.09970315,23.41704001,8.528305888,8.228364237,14.03022559,120.5776083,43.25033188,54.91127917,41.21708158,35.71179264,24.66426841,41.52511595,43.36846732,14.45581887,10.97164433,30.50344499,120.3104701,43.17979355,54.82351829,41.14242504,35.65396403,24.62911952,41.46336566,43.3161961,14.44078455,10.96542017,30.45808457,23918.74081,31072.02262,20384.45373,5688.211359,5848.909128,8439.510176,4660.163017,3100.674664,2736.129486,651.836759,17899.49833
0.199784792,278.8,14393537.43,6710824.648,5589742.287,1170553.902,1043058.102,1039661.43,966476.872,671788.116,197630.168,35751.14294,2726900.255,435685.7712,368312.0793,236710.4155,75945.92563,68859.03504,88361.83173,50591.86809,28683.26931,23170.02981,4344.476699,194321.3264,33.0365102,18.22048482,23.61426419,15.41299144,15.14773046,11.76595607,19.10340354,23.42090467,8.529560368,8.22910224,14.03294382,120.6088972,43.25930943,54.9225068,41.22632536,35.71916541,24.66889466,41.53315961,43.37562339,14.45794488,10.9726282,30.50935369,120.3416954,43.18875807,54.83472998,41.15165375,35.66132619,24.63374001,41.4713988,43.32334484,14.44290873,10.96640366,30.46398555,23921.11459,31076.71972,20387.59848,5688.976237,5849.799846,8440.9548,4660.932112,3101.275391,2736.708674,652.0121647,17902.4524
0.199713159,278.9,14398700.1,6713231.687,5591747.216,1170973.756,1043432.226,1040034.336,966823.528,672029.073,197701.054,35763.96616,2727878.34,435728.5763,368367.7214,236746.9202,75956.10976,68869.50908,88376.94817,50600.21457,28688.82443,23174.93272,4345.645355,194353.3849,33.04511314,18.22426694,23.6190917,15.41645247,15.15085907,11.76816305,19.10710332,23.42476858,8.530814582,8.229840044,14.03566159,120.6401829,43.26828563,54.93373269,41.23556789,35.72653706,24.67352012,41.54120195,43.38277808,14.46007045,10.97361181,30.51526142,120.3729176,43.19772124,54.84593995,41.16088122,35.66868723,24.63835971,41.47943062,43.33049219,14.44503246,10.96738688,30.46988554,23923.48776,31081.41585,20390.74258,5689.740944,5850.690381,8442.399154,4661.701058,3101.876019,2737.287777,652.1875547,17905.40589
0.2,279,14403862.78,6715638.726,5593752.145,1171393.61,1043806.351,1040407.242,967170.1839,672270.03,197771.94,35776.78938,2728856.425,435771.3703,368423.352,236783.4174,75966.29161,68879.98097,88392.06177,50608.55945,28694.37864,23179.83491,4346.813905,194385.4372,33.05371522,18.2280485,23.62391846,15.41991303,15.15398721,11.77036966,19.11080249,23.42863174,8.532068531,8.23057765,14.03837892,120.6714655,43.27726047,54.94495686,41.24480918,35.73390759,24.67814478,41.54924296,43.38993139,14.46219556,10.97459515,30.52116817,120.4041367,43.20668305,54.85714819,41.17010745,35.67604715,24.64297862,41.48746111,43.33763815,14.44715575,10.96836984,30.47578457,23925.86031,31086.111,20393.88605,5690.50548,5851.580732,8443.843237,4662.469855,3102.476548,2737.866795,652.3629289,17908.3588
0.200286636,279.1,14409025.45,6718045.765,5595757.075,1171813.465,1044180.475,1040780.147,967516.8399,672510.987,197842.826,35789.6126,2729834.509,435814.1532,368478.971,236819.9072,75976.47118,68890.45069,88407.17254,50616.9027,28699.93193,23184.73638,4347.982351,194417.4833,33.06231646,18.23182948,23.62874448,15.42337314,15.15711487,11.77257588,19.11450105,23.43249415,8.533322215,8.231315058,14.04109581,120.7027449,43.28623395,54.9561793,41.25404922,35.741277,24.68276866,41.55728265,43.39708331,14.46432022,10.97557823,30.52707395,120.4353526,43.21564351,54.8683547,41.17933243,35.68340595,24.64759673,41.49549028,43.34478273,14.44927858,10.96935254,30.48168262,23928.23226,31090.80518,20397.02887,5691.269845,5852.4709,8445.287049,4663.238503,3103.076978,2738.445728,652.5382875,17911.31115
0.2002149,279.2,14414188.13,6720452.804,5597762.004,1172233.319,1044554.599,1041153.053,967863.4959,672751.944,197913.712,35802.43582,2730812.594,435856.925,368534.5785,236856.3895,75986.64847,68900.91826,88422.28048,50625.24434,28705.48431,23189.63713,4349.150693,194449.5232,33.07091685,18.23560989,23.63356976,15.42683277,15.16024206,11.77478174,19.118199,23.43635581,8.534575634,8.232052268,14.04381224,120.7340213,43.29520608,54.96740001,41.26328803,35.74864529,24.68739175,41.56532101,43.40423385,14.46644444,10.97656105,30.53297875,120.4665655,43.22460262,54.87955948,41.18855618,35.69076363,24.65221406,41.50351813,43.35192593,14.45140097,10.97033497,30.4875797,23930.60359,31095.49838,20400.17105,5692.034039,5853.360884,8446.730591,4664.007003,3103.677308,2739.024576,652.7136303,17914.26293
0.200143215,279.3,14419350.8,6722859.843,5599766.933,1172653.173,1044928.723,1041525.959,968210.1519,672992.901,197984.598,35815.25905,2731790.679,435899.6857,368590.1744,236892.8644,75996.82348,68911.38366,88437.3856,50633.58437,28711.03577,23194.53716,4350.31893,194481.5569,33.07951639,18.23938973,23.63839429,15.43029195,15.16336877,11.77698721,19.12189634,23.44021673,8.535828789,8.23278928,14.04652823,120.7652945,43.30417686,54.97861899,41.27252559,35.75601245,24.69201405,41.57335805,43.41138301,14.4685682,10.9775436,30.53888258,120.4977752,43.23356037,54.89076254,41.19777868,35.69812019,24.6568306,41.51154465,43.35906775,14.4535229,10.97131714,30.49347581,23932.97432,31100.19062,20403.31259,5692.798063,5854.250685,8448.173863,4664.775354,3104.27754,2739.603339,652.8889574,17917.21413
0.200071582,279.4,14424513.48,6725266.882,5601771.862,1173073.028,1045302.847,1041898.865,968556.8079,673233.858,198055.484,35828.08227,2732768.764,435942.4354,368645.7589,236929.3318,76006.99621,68921.84692,88452.48788,50641.92279,28716.58632,23199.43647,4351.487062,194513.5845,33.08811509,18.243169,23.64321808,15.43375066,15.16649501,11.77919231,19.12559308,23.4440769,8.537081678,8.233526093,14.04924376,120.7965646,43.31314628,54.98983624,41.28176191,35.7633785,24.69663555,41.58139376,43.41853078,14.47069152,10.97852588,30.54478544,120.5289819,43.24251677,54.90196387,41.20699995,35.70547564,24.66144635,41.51956985,43.36620819,14.45564439,10.97229905,30.49937095,23935.34443,31104.88188,20406.45349,5693.561915,5855.140303,8449.616864,4665.543556,3104.877674,2740.182017,653.0642688,17920.16477
0.2,279.5,14429676.15,6727673.921,5603776.791,1173492.882,1045676.971,1042271.771,968903.4638,673474.815,198126.37,35840.90549,2733746.848,435985.174,368701.3318,236965.7918,76017.16667,68932.30801,88467.58734,50650.25959,28722.13596,23204.33506,4352.655089,194545.6058,33.09671294,18.24694771,23.64804113,15.4372089,15.16962077,11.78139703,19.1292892,23.44793632,8.538334303,8.23426271,14.05195886,120.8278316,43.32211435,55.00105177,41.29099698,35.77074342,24.70125627,41.58942815,43.42567717,14.47281439,10.97950791,30.55068733,120.5601854,43.25147183,54.91316349,41.21621997,35.71282996,24.66606131,41.52759373,43.37334725,14.45776543,10.97328069,30.50526512,23937.71393,31109.57217,20409.59375,5694.325597,5856.029737,8451.059596,4666.31161,3105.477708,2740.76061,653.2395645,17923.11483
0.199928469,279.6,14434838.82,6730080.96,5605781.72,1173912.736,1046051.095,1042644.677,969250.1198,673715.772,198197.256,35853.72871,2734724.933,436027.9015,368756.8933,237002.2444,76027.33485,68942.76695,88482.68397,50658.59479,28727.68468,23209.23293,4353.823013,194577.6209,33.10530995,18.25072584,23.65286344,15.44066668,15.17274606,11.78360138,19.13298472,23.451795,8.539586663,8.234999128,14.0546735,120.8590955,43.33108107,55.01226558,41.30023082,35.77810723,24.7058762,41.59746122,43.43282219,14.47493681,10.98048967,30.55658825,120.5913858,43.26042553,54.92436137,41.22543876,35.72018317,24.67067549,41.53561629,43.38048493,14.45988603,10.97426207,30.51115832,23940.08283,31114.26149,20412.73337,5695.089108,5856.918989,8452.502058,4667.079515,3106.077644,2741.339118,653.4148446,17926.06433
0.19985699,279.7,14440001.5,6732487.999,5607786.649,1174332.591,1046425.22,1043017.582,969596.7758,673956.729,198268.142,35866.55193,2735703.018,436070.618,368812.4432,237038.6895,76037.50076,68953.22374,88497.77778,50666.92837,28733.23249,23214.13008,4354.990831,194609.6299,33.11390611,18.2545034,23.657685,15.444124,15.17587087,11.78580535,19.13667962,23.45565294,8.54083876,8.235735349,14.0573877,120.8903563,43.34004644,55.02347766,41.30946342,35.78546992,24.71049535,41.60549297,43.43996582,14.47705878,10.98147116,30.5624882,120.6225831,43.26937788,54.93555754,41.23465631,35.72753526,24.67528887,41.54363753,43.38762123,14.46200617,10.97524318,30.51705054,23942.45111,31118.94984,20415.87234,5695.852449,5857.808058,8453.94425,4667.847273,3106.67748,2741.917541,653.590109,17929.01325
0.199785561,279.8,14445164.17,6734895.038,5609791.578,1174752.445,1046799.344,1043390.488,969943.4318,674197.686,198339.028,35879.37516,2736681.103,436113.3234,368867.9817,237075.1272,76047.66439,68963.67838,88512.86877,50675.26035,28738.77938,23219.02652,4356.158546,194641.6327,33.12250142,18.25828039,23.66250582,15.44758086,15.17899521,11.78800894,19.14037392,23.45951013,8.542090592,8.236471372,14.06010145,120.9216139,43.34901046,55.03468801,41.31869478,35.79283149,24.7151137,41.61352339,43.44710807,14.47918031,10.9824524,30.56838717,120.6537773,43.27832888,54.94675198,41.24387262,35.73488623,24.67990147,41.55165746,43.39475615,14.46412587,10.97622403,30.5229418,23944.81879,31123.63722,20419.01068,5696.61562,5858.696943,8455.386172,4668.614882,3107.277219,2742.49588,653.7653577,17931.96161
0.199714184,279.9,14450326.85,6737302.077,5611796.507,1175172.299,1047173.468,1043763.394,970290.0878,674438.643,198409.914,35892.19838,2737659.187,436156.0178,368923.5086,237111.5575,76057.82576,68974.13087,88527.95694,50683.59072,28744.32537,23223.92224,4357.326156,194673.6293,33.13109589,18.26205682,23.66732591,15.45103726,15.18211907,11.79021216,19.14406762,23.46336657,8.54334216,8.237207199,14.06281476,120.9528685,43.35797312,55.04589665,41.3279249,35.80019194,24.71973127,41.6215525,43.45424895,14.48130139,10.98343337,30.57428518,120.6849685,43.28727854,54.95794471,41.25308769,35.74223609,24.68451329,41.55967606,43.4018897,14.46624512,10.97720462,30.52883209,23947.18586,31128.32363,20422.14838,5697.378621,5859.585647,8456.827825,4669.382343,3107.876858,2743.074133,653.9405908,17934.90939
0.2,280,14455489.52,6739709.116,5613801.436,1175592.154,1047547.592,1044136.3,970636.7437,674679.6,198480.8,35905.0216,2738637.272,436198.7012,368979.0241,237147.9803,76067.98485,68984.58121,88543.04229,50691.91948,28749.87044,23228.81724,4358.493662,194705.6197,33.13968952,18.26583268,23.67214525,15.45449319,15.18524247,11.792415,19.1477607,23.46722227,8.544593465,8.237942828,14.06552762,120.9841199,43.36693444,55.05710356,41.33715378,35.80755128,24.72434804,41.62958029,43.46138845,14.48342202,10.98441407,30.58018222,120.7161565,43.29622684,54.96913571,41.26230153,35.74958483,24.68912431,41.56769334,43.40902187,14.46836393,10.97818495,30.53472142,23949.55232,31133.00908,20425.28544,5698.141451,5860.474167,8458.269209,4670.149656,3108.476399,2743.652302,654.1158082,17937.85661
0.200285612,280.1,14460652.2,6742116.155,5615806.365,1176012.008,1047921.716,1044509.206,970983.3997,674920.557,198551.686,35917.84482,2739615.357,436241.3735,369034.5281,237184.3958,76078.14168,68995.0294,88558.12483,50700.24664,28755.4146,23233.71153,4359.661063,194737.604,33.1482823,18.26960797,23.67696385,15.45794866,15.18836538,11.79461746,19.15145318,23.47107723,8.545844505,8.23867826,14.06824003,121.0153683,43.37589441,55.06830875,41.34638143,35.8149095,24.72896404,41.63760676,43.46852657,14.4855422,10.98539452,30.58607829,120.7473414,43.3051738,54.980325,41.27151414,35.75693246,24.69373455,41.57570931,43.41615266,14.47048229,10.97916501,30.54060977,23951.91817,31137.69355,20428.42186,5698.904111,5861.362505,8459.710324,4670.91682,3109.075842,2744.230387,654.29101,17940.80326
0.200214133,280.2,14465814.87,6744523.194,5617811.294,1176431.862,1048295.84,1044882.112,971330.0557,675161.514,198622.572,35930.66804,2740593.441,436284.0348,369090.0207,237220.8038,76088.29624,69005.47544,88573.20455,50708.57219,28760.95786,23238.6051,4360.828361,194769.5821,33.15687424,18.27338269,23.68178172,15.46140366,15.19148783,11.79681956,19.15514505,23.47493145,8.547095283,8.239413495,14.070952,121.0466135,43.38485303,55.07951223,41.35560784,35.8222666,24.73357924,41.64563191,43.47566332,14.48766194,10.9863747,30.59197339,120.7785232,43.31411942,54.99151257,41.28072551,35.76427898,24.69834401,41.58372396,43.42328208,14.4726002,10.98014481,30.54649716,23954.28342,31142.37706,20431.55764,5699.666602,5862.250661,8461.151169,4671.683837,3109.675186,2744.808387,654.4661961,17943.74934
0.200142704,280.3,14470977.55,6746930.233,5619816.224,1176851.717,1048669.964,1045255.017,971676.7117,675402.471,198693.458,35943.49127,2741571.526,436326.6851,369145.5018,237257.2045,76098.44854,69015.91934,88588.28145,50716.89613,28766.5002,23243.49795,4361.995554,194801.554,33.16546533,18.27715684,23.68659884,15.46485821,15.1946098,11.79902127,19.15883632,23.47878492,8.548345797,8.240148534,14.07366353,121.0778557,43.3938103,55.09071398,41.36483301,35.82962259,24.73819366,41.65365575,43.48279869,14.48978124,10.98735462,30.59786752,120.8097019,43.32306369,55.00269842,41.28993564,35.77162438,24.70295268,41.5917373,43.43041013,14.47471766,10.98112435,30.55238358,23956.64805,31147.0596,20434.69279,5700.428923,5863.138634,8462.591746,4672.450707,3110.274432,2745.386302,654.6413666,17946.69485
0.200071327,280.4,14476140.22,6749337.272,5621821.153,1177271.571,1049044.089,1045627.923,972023.3677,675643.428,198764.344,35956.31449,2742549.611,436369.3244,369200.9714,237293.5977,76108.59857,69026.3611,88603.35554,50725.21847,28772.04163,23248.39009,4363.162643,194833.5198,33.17405558,18.28093043,23.69141522,15.4683123,15.1977313,11.80122261,19.16252698,23.48263765,8.549596048,8.240883375,14.07637461,121.1090947,43.40276623,55.10191402,41.37405694,35.83697747,24.7428073,41.66167826,43.48993269,14.49190008,10.98833428,30.60376069,120.8408775,43.33200661,55.01388256,41.29914454,35.77896866,24.70756057,41.59974932,43.4375368,14.47683469,10.98210363,30.55826904,23959.01209,31151.74117,20437.8273,5701.191074,5864.026425,8464.032055,4673.217428,3110.87358,2745.964133,654.8165215,17949.6398
0.2,280.5,14481302.9,6751744.311,5623826.082,1177691.425,1049418.213,1046000.829,972370.0236,675884.385,198835.23,35969.13771,2743527.696,436411.9527,369256.4296,237329.9835,76118.74634,69036.80071,88618.42682,50733.53921,28777.58215,23253.28151,4364.329628,194865.4794,33.18264499,18.28470345,23.69623087,15.47176592,15.20085233,11.80342358,19.16621704,23.48648964,8.550846035,8.241618021,14.07908524,121.1403306,43.41172081,55.11311233,41.38327965,35.84433123,24.74742015,41.66969947,43.49706531,14.49401848,10.98931367,30.60965289,120.87205,43.34094819,55.02506498,41.30835221,35.78631184,24.71216767,41.60776003,43.4446621,14.47895126,10.98308265,30.56415353,23961.37551,31156.42178,20440.96117,5701.953055,5864.914034,8465.472095,4673.984002,3111.472629,2746.541879,654.9916608,17952.58418
0.199928724,280.6,14486465.57,6754151.35,5625831.011,1178111.28,1049792.337,1046373.735,972716.6796,676125.342,198906.116,35981.96093,2744505.78,436454.57,369311.8764,237366.362,76128.89184,69047.23818,88633.4953,50741.85835,28783.12177,23258.17222,4365.496509,194897.4329,33.19123356,18.2884759,23.70104578,15.47521908,15.20397288,11.80562418,19.16990649,23.49034088,8.55209576,8.24235247,14.08179543,121.1715635,43.42067405,55.12430894,41.39250112,35.85168388,24.75203222,41.67771935,43.50419656,14.49613644,10.99029281,30.61554412,120.9032195,43.34988843,55.03624568,41.31755865,35.7936539,24.71677399,41.61576942,43.45178603,14.48106739,10.9840614,30.57003706,23963.73833,31161.10142,20444.0944,5702.714867,5865.801462,8466.911866,4674.750428,3112.07158,2747.119541,655.1667844,17955.52799
0.199857499,280.7,14491628.25,6756558.389,5627835.94,1178531.134,1050166.461,1046746.641,973063.3356,676366.299,198977.002,35994.78415,2745483.865,436497.1764,369367.3117,237402.733,76139.03509,69057.67351,88648.56096,50750.17589,28788.66048,23263.06221,4366.663286,194929.3802,33.19982129,18.29224778,23.70585995,15.47867178,15.20709296,11.80782439,19.17359533,23.49419139,8.553345222,8.243086722,14.08450518,121.2027932,43.42962594,55.13550382,41.40172135,35.85903542,24.7566435,41.68573793,43.51132644,14.49825395,10.99127168,30.62143439,120.9343858,43.35882732,55.04742468,41.32676385,35.80099485,24.72137952,41.6237775,43.45890859,14.48318308,10.98503989,30.57591962,23966.10055,31165.7801,20447.227,5703.476509,5866.688707,8468.351369,4675.516707,3112.670433,2747.697118,655.3418925,17958.47124
0.199786325,280.8,14496790.92,6758965.428,5629840.869,1178950.988,1050540.585,1047119.546,973409.9916,676607.256,199047.888,36007.60738,2746461.95,436539.7717,369422.7356,237439.0967,76149.17608,69068.1067,88663.62382,50758.49183,28794.19828,23267.95149,4367.829959,194961.3214,33.20840817,18.2960191,23.71067338,15.48212402,15.21021258,11.81002424,19.17728358,23.49804115,8.554594422,8.243820779,14.08721448,121.2340198,43.43857649,55.14669699,41.41094035,35.86638584,24.76125399,41.69375518,43.51845495,14.50037101,10.99225029,30.6273237,120.965549,43.36776487,55.05860196,41.33596782,35.80833469,24.72598427,41.63178427,43.46602978,14.48529832,10.98601812,30.58180121,23968.46216,31170.45782,20450.35896,5704.237982,5867.57577,8469.790605,4676.282838,3113.269187,2748.274611,655.5169849,17961.41392
0.199715201,280.9,14501953.6,6761372.467,5631845.798,1179370.843,1050914.709,1047492.452,973756.6476,676848.213,199118.774,36020.4306,2747440.035,436582.3561,369478.148,237475.453,76159.31481,69078.53775,88678.68387,50766.80616,28799.73517,23272.84005,4368.996529,194993.2565,33.21699422,18.29978986,23.71548608,15.48557581,15.21333172,11.81222371,19.18097121,23.50189017,8.555843359,8.244554639,14.08992334,121.2652434,43.4475257,55.15788846,41.42015812,35.87373515,24.76586371,41.70177113,43.52558209,14.50248763,10.99322864,30.63321204,120.9967092,43.37670109,55.06977753,41.34517056,35.81567343,24.73058824,41.63978973,43.4731496,14.48741311,10.98699609,30.58768185,23970.82316,31175.13457,20453.49028,5704.999286,5868.462652,8471.229572,4677.048823,3113.867844,2748.85202,655.6920618,17964.35603
