Pct_Delta,PCT_Change,M_P_NTV,M_P_FABING,M_P_STR,M_P_SNP,M_P_TIK,M_P_DIS_BAN,M_P_TWT,M_P_RAD,M_P_DIS_AFF,M_P_CEM,M_P_SEM,TlncT_P_NTV,TlncT_P_FABING,TlncT_P_STR,TlncT_P_SNP,TlncT_P_TIK,TlncT_P_DIS_BAN,TlncT_P_TWT,TlncT_P_RAD,TlncT_P_DIS_AFF,TlncT_P_CEM,TlncT_P_SEM,CPT_P_NTV,CPT_P_FABING,CPT_P_STR,CPT_P_SNP,CPT_P_TIK,CPT_P_DIS_BAN,CPT_P_TWT,CPT_P_RAD,CPT_P_DIS_AFF,CPT_P_CEM,CPT_P_SEM,MCPT_P_NTV,MCPT_P_FABING,MCPT_P_STR,MCPT_P_SNP,MCPT_P_TIK,MCPT_P_DIS_BAN,MCPT_P_TWT,MCPT_P_RAD,MCPT_P_DIS_AFF,MCPT_P_CEM,MCPT_P_SEM,nMCPT_P_NTV,nMCPT_P_FABING,nMCPT_P_STR,nMCPT_P_SNP,nMCPT_P_TIK,nMCPT_P_DIS_BAN,nMCPT_P_TWT,nMCPT_P_RAD,nMCPT_P_DIS_AFF,nMCPT_P_CEM,nMCPT_P_SEM,nMTIncT_P_NTV,nMTIncT_P_FABING,nMTIncT_P_STR,nMTIncT_P_SNP,nMTIncT_P_TIK,nMTIncT_P_DIS_BAN,nMTIncT_P_TWT,nMTIncT_P_RAD,nMTIncT_P_DIS_AFF,nMTIncT_P_CEM,nMTIncT_P_SEM
0.198902606,72.9,3763589.951,1754731.409,1461593.303,306073.8143,272736.4981,271848.3438,252712.2094,175657.653,51675.894,9348.128838,713023.7755,301887.2371,209332.6444,132957.9511,46005.23009,38988.72281,46601.6425,27296.10656,13900.91604,10500.57546,1588.596281,104843.2452,12.46687335,8.38250247,10.99289881,6.653022138,6.995266282,5.833449836,9.258177857,12.63640846,4.921244001,5.884521417,6.800855639,45.67624334,19.91063886,25.57487219,17.82134145,16.50758274,12.2356146,20.13392536,23.40813676,8.34343625,7.847373359,14.78994268,45.55806916,19.8723393,25.52663225,17.7833936,16.47603715,12.21494114,20.0984911,23.37448057,8.333029474,7.841929205,14.76391345,16522.16619,17660.03874,11451.51689,3442.243041,3310.705064,4451.079061,2514.738127,1502.98658,1240.26668,238.4140074,9659.007798
0.2,73,3768752.626,1757138.448,1463598.232,306493.6686,273110.6222,272221.2496,253058.8653,175898.61,51746.78,9360.95206,714001.8602,302000.2647,209453.5365,133036.3456,46028.78917,39011.38658,46632.11958,27313.32407,13911.20977,10509.07148,1590.230359,104909.377,12.47930239,8.389156264,11.00149155,6.658738458,7.000792489,5.837634061,9.265033604,12.6443791,4.92401066,5.886538391,6.805891722,45.72161787,19.92642959,25.59484941,17.83662348,16.52060711,12.24438314,20.14882447,23.42289174,8.348123607,7.850061277,14.80088724,45.60335759,19.88811045,25.54658547,17.79865358,16.48904555,12.22370087,20.11337418,23.38922444,8.337714193,7.844617099,14.77484623,16528.39977,17670.24024,11458.26892,3444.009596,3312.631061,4453.990694,2516.324343,1504.099552,1241.27018,238.6592473,9665.100389
0.201094391,73.1,3773915.301,1759545.487,1465603.161,306913.523,273484.7463,272594.1554,253405.5213,176139.567,51817.666,9373.775282,714979.9449,302113.1801,209574.3328,133114.6789,46052.32806,39034.03249,46662.57483,27330.52884,13921.49701,10517.56273,1591.863878,104975.4598,12.49172678,8.395806219,11.01007922,6.66445185,7.006315486,5.841815553,9.271885032,12.65234384,4.926775083,5.888553294,6.810924632,45.76697523,19.94221121,25.61481488,17.85189767,16.5336239,12.25314595,20.16371419,23.43763583,8.352807181,7.852746437,14.81182491,45.64862887,19.90387251,25.56652693,17.81390572,16.50204639,12.23245488,20.12824788,23.4039574,8.342395128,7.847302232,14.78577213,16534.62719,17680.43366,11465.01568,3445.774641,3314.55554,4456.900241,2517.909386,1505.211823,1242.273117,238.9044032,9671.188475
0.200819672,73.2,3779077.976,1761952.526,1467608.09,307333.3773,273858.8705,272967.0613,253752.1773,176380.524,51888.552,9386.598504,715958.0297,302225.9836,209695.0335,133192.9512,46075.84681,39056.66057,46693.00831,27347.72091,13931.77779,10526.04922,1593.496838,105041.4939,12.5041465,8.402452343,11.01866185,6.670162321,7.011835279,5.845994318,9.278732151,12.66030271,4.929537276,5.890566131,6.815954376,45.81231544,19.95798374,25.63476862,17.86716404,16.54663315,12.26190305,20.17859456,23.45236903,8.357486978,7.855428844,14.8227557,45.69388302,19.91962548,25.58645667,17.82915005,16.51503968,12.24120317,20.14311222,23.41867949,8.347072286,7.849984613,14.79669115,16540.84847,17690.61901,11471.75718,3447.538177,3316.478505,4459.807709,2519.493259,1506.323395,1243.275492,239.1494752,9677.272066
0.200545703,73.3,3784240.65,1764359.565,1469613.019,307753.2317,274232.9946,273339.9671,254098.8333,176621.481,51959.438,9399.421726,716936.1144,302338.6754,209815.6389,133271.1625,46099.34547,39079.27086,46723.42005,27364.90031,13942.0521,10534.53096,1595.129241,105107.4792,12.51656158,8.409094644,11.02723944,6.675869875,7.017351875,5.850170359,9.285574968,12.6682557,4.932297244,5.892576907,6.82098096,45.85763855,19.9737472,25.65471065,17.88242259,16.55963486,12.27065445,20.19346558,23.46709138,8.362163007,7.858108507,14.83367963,45.73912009,19.93536939,25.6063747,17.84438657,16.52802543,12.24994576,20.15796723,23.43339072,8.351745676,7.852664246,14.80760331,16547.06362,17700.79631,11478.49343,3449.300208,3318.399959,4462.7131,2521.075963,1507.434268,1244.277305,239.3944636,9683.35117
0.20027248,73.4,3789403.325,1766766.604,1471617.948,308173.086,274607.1188,273712.8729,254445.4893,176862.438,52030.324,9412.244948,717914.1992,302451.2559,209936.149,133349.313,46122.82407,39101.86339,46753.8101,27382.06705,13952.31997,10543.00795,1596.761086,105173.416,12.52897203,8.415733128,11.03581199,6.681574517,7.022865279,5.854343684,9.292413492,12.67620284,4.935054991,5.894585626,6.826004391,45.90294457,19.9895016,25.67464099,17.89767335,16.57262905,12.27940016,20.20832728,23.48180289,8.366835276,7.860785431,14.84459671,45.78434009,19.95110425,25.62628105,17.85961531,16.54100367,12.25868266,20.17281292,23.44809112,8.356415306,7.855341139,14.81850863,16553.27266,17710.96558,11485.22445,3451.060739,3320.319906,4465.61642,2522.657502,1508.544445,1245.278558,239.6393685,9689.425798
0.2,73.5,3794566,1769173.643,1473622.877,308592.9403,274981.2429,274085.7787,254792.1452,177103.395,52101.21,9425.06817,718892.2839,302563.7253,210056.5642,133427.4029,46146.28267,39124.43822,46784.17851,27399.22116,13962.5814,10551.48021,1598.392377,105239.3042,12.54137784,8.422367804,11.04437953,6.687276254,7.028375497,5.858514298,9.299247732,12.68414413,4.937810522,5.896592294,6.831024674,45.94823354,20.00524698,25.69455967,17.91291632,16.58561572,12.28814019,20.22317968,23.49650359,8.371503794,7.863459624,14.85550696,45.82954307,19.96683008,25.64617574,17.87483626,16.55397441,12.26741389,20.18764931,23.46278071,8.361081184,7.858015298,14.82940712,16559.4756,17721.12684,11491.95024,3452.819772,3322.238348,4468.517672,2524.237878,1509.653925,1246.279252,239.8841899,9695.495958
0.199728261,73.6,3799728.675,1771580.682,1475627.806,309012.7947,275355.367,274458.6845,255138.8012,177344.352,52172.096,9437.891392,719870.3686,302676.0838,210176.8845,133505.4322,46169.72131,39146.99536,46814.52532,27416.36268,13972.83642,10559.94774,1600.023112,105305.1441,12.55377904,8.428998678,11.05294206,6.692975091,7.033882537,5.862682206,9.306077696,12.6920796,4.940563843,5.898596915,6.836041817,45.99350548,20.02098333,25.7144667,17.92815153,16.59859491,12.29687455,20.23802279,23.5111935,8.376168569,7.86613109,14.86641038,45.87472903,19.9825469,25.6660588,17.89004946,16.56693765,12.27613945,20.20247641,23.47745951,8.365743318,7.86068673,14.84029879,16565.67245,17731.28011,11498.67081,3454.57731,3324.155289,4471.416861,2525.817093,1510.762712,1247.279387,240.1289281,9701.56166
0.199457259,73.7,3804891.35,1773987.721,1477632.735,309432.649,275729.4912,274831.5904,255485.4572,177585.309,52242.982,9450.714614,720848.4534,302788.3317,210297.1104,133583.4011,46193.14003,39169.53487,46844.85057,27433.49162,13983.08503,10568.41056,1601.653294,105370.9357,12.56617561,8.435625758,11.06149958,6.698671033,7.039386404,5.866847413,9.312903392,12.70000924,4.943314957,5.900599494,6.841055825,46.03876043,20.03671068,25.73436212,17.94337899,16.61156661,12.30560325,20.25285663,23.52587264,8.380829608,7.868799838,14.877307,45.91989803,19.99825472,25.68593024,17.90525491,16.57989342,12.28485935,20.21729425,23.49212754,8.370401716,7.86335544,14.85118365,16571.86323,17741.42539,11505.38619,3456.333357,3326.070732,4474.313991,2527.39515,1511.870806,1248.278966,240.3735831,9707.622913
0.199186992,73.8,3810054.025,1776394.76,1479637.664,309852.5034,276103.6153,275204.4962,255832.1132,177826.266,52313.868,9463.537836,721826.5381,302900.4693,210417.2418,133661.3097,46216.53887,39192.05677,46875.15431,27450.60802,13993.32724,10576.86867,1603.282922,105436.6791,12.57856759,8.442249051,11.07005211,6.704364085,7.044887104,5.871009925,9.31972483,12.70793307,4.946063869,5.902600037,6.846066704,46.08399842,20.05242905,25.75424594,17.95859871,16.62453085,12.31432631,20.26768122,23.54054104,8.38548692,7.871465873,14.88819682,45.96505009,20.01395357,25.7057901,17.92045262,16.59284173,12.29357361,20.23210284,23.50678483,8.375056386,7.866021437,14.86206172,16578.04796,17751.56272,11512.09637,3458.087916,3327.98468,4477.209067,2528.972051,1512.978208,1249.277989,240.6181552,9713.679727
0.198917456,73.9,3815216.699,1778801.799,1481642.593,310272.3577,276477.7395,275577.402,256178.7692,178067.223,52384.754,9476.361058,722804.6229,303012.4967,210537.2791,133739.1582,46239.91789,39214.56112,46905.43659,27467.7119,14003.56307,10585.32209,1604.911999,105502.3744,12.59095496,8.448868565,11.07859966,6.710054253,7.050384643,5.875169747,9.326542017,12.71585111,4.948810585,5.904598547,6.851074461,46.12921947,20.06813846,25.77411818,17.9738107,16.63748764,12.32304373,20.28249658,23.55519872,8.390140512,7.874129202,14.89907986,46.01018522,20.02964345,25.72563838,17.93564262,16.60578259,12.30228224,20.24690221,23.5214314,8.379707337,7.868684725,14.87293301,16584.22665,17761.6921,11518.80137,3459.840991,3329.897136,4480.102092,2530.547799,1514.084921,1250.276457,240.8626445,9719.73211
0.2,74,3820379.374,1781208.838,1483647.522,310692.212,276851.8636,275950.3078,256525.4251,178308.18,52455.64,9489.18428,723782.7076,303124.4144,210657.2224,133816.9467,46263.27712,39237.04793,46935.69744,27484.80329,14013.79253,10593.77082,1606.540525,105568.0217,12.60333775,8.455484306,11.08714224,6.715741543,7.055879027,5.879326885,9.333354961,12.72376336,4.951555108,5.906595031,6.856079102,46.17442362,20.08383891,25.79397887,17.98901499,16.650437,12.33175553,20.29730273,23.5698457,8.394790393,7.876789831,14.90995613,46.05530348,20.04532439,25.74547512,17.95082492,16.61871602,12.31098525,20.26169237,23.53606727,8.384354576,7.871345312,14.88379754,16590.39931,17771.81355,11525.5012,3461.592584,3331.808104,4482.993071,2532.122396,1515.190945,1251.274371,241.107051,9725.780073
0.201079622,74.1,3825542.049,1783615.877,1485652.452,311112.0664,277225.9877,276323.2136,256872.0811,178549.137,52526.526,9502.007502,724760.7923,303236.2225,210777.0719,133894.6753,46286.6166,39259.51726,46965.93692,27501.88221,14024.01564,10602.21486,1608.1685,105633.6212,12.61571595,8.462096282,11.09567986,6.721425959,7.061370263,5.883481344,9.340163673,12.73166985,4.954297445,5.908589492,6.861080632,46.21961089,20.09953043,25.81382804,18.00421157,16.66337893,12.34046172,20.31209968,23.584482,8.399436571,7.879447767,14.92082565,46.10040488,20.0609964,25.76530034,17.96599952,16.63164203,12.31968265,20.27647334,23.55069246,8.388998111,7.874003204,14.89465532,16596.56595,17781.92709,11532.19588,3463.342699,3333.717587,4485.882009,2533.695844,1516.296281,1252.271733,241.351375,9731.823624
0.200808625,74.2,3830704.724,1786022.916,1487657.381,311531.9207,277600.1119,276696.1195,257218.7371,178790.094,52597.412,9514.830724,725738.8771,303347.9213,210896.8279,133972.3441,46309.93639,39281.96914,46996.15506,27518.94868,14034.2324,10610.65424,1609.795927,105699.1728,12.62808958,8.468704501,11.10421252,6.727107507,7.066858357,5.887633129,9.346968158,12.73957057,4.957037598,5.910581935,6.866079059,46.26478131,20.11521304,25.83366569,18.01940048,16.67631345,12.34916231,20.32688746,23.59910764,8.404079053,7.882103015,14.93168843,46.14548945,20.07665951,25.78511405,17.98116645,16.64456064,12.32837444,20.29124513,23.565307,8.39363795,7.876658407,14.90550635,16602.72659,17792.03273,11538.8854,3465.091339,3335.625588,4488.768908,2535.268146,1517.400932,1253.268543,241.5956166,9737.862772
0.200538358,74.3,3835867.399,1788429.955,1489662.31,311951.7751,277974.236,277069.0253,257565.3931,179031.051,52668.298,9527.653946,726716.9618,303459.5111,211016.4905,134049.9532,46333.23651,39304.4036,47026.35191,27536.00274,14044.44283,10619.08895,1611.422805,105764.6768,12.64045864,8.475308969,11.11274024,6.732786193,7.072343314,5.891782246,9.353768427,12.74746554,4.959775574,5.912572365,6.871074388,46.30993491,20.13088676,25.85349186,18.03458172,16.68924058,12.35785731,20.34166608,23.61372266,8.408717848,7.884755583,14.94254448,46.19055722,20.09231372,25.80491629,17.99632572,16.65747186,12.33706066,20.30600777,23.57991091,8.398274101,7.879310928,14.91635067,16608.88125,17802.1305,11545.56979,3466.838508,3337.532109,4491.653774,2536.839304,1518.504897,1254.264802,241.8397759,9743.897527
0.200268817,74.4,3841030.074,1790836.994,1491667.239,312371.6294,278348.3602,277441.9311,257912.0491,179272.008,52739.184,9540.477168,727695.0466,303570.992,211136.06,134127.5029,46356.51703,39326.82069,47056.52751,27553.04442,14054.64693,10627.51901,1613.049136,105830.1332,12.65282314,8.481909693,11.12126303,6.738462021,7.077825141,5.8959287,9.360564487,12.75535478,4.962511376,5.914560787,6.876066626,46.35507172,20.14655159,25.87330657,18.04975531,16.70216034,12.36654673,20.35643556,23.62832706,8.413352963,7.887405477,14.95339382,46.23560822,20.10795906,25.82470707,18.01147735,16.67037571,12.34574129,20.32076127,23.59450421,8.402906573,7.881960772,14.92718827,16615.02994,17812.22041,11552.24905,3468.584208,3339.437155,4494.53661,2538.409321,1519.60818,1255.260511,242.0838531,9749.927897
0.2,74.5,3846192.748,1793244.033,1493672.168,312791.4837,278722.4843,277814.8369,258258.705,179512.965,52810.07,9553.30039,728673.1313,303682.3644,211255.5364,134204.9931,46379.77797,39349.22043,47086.68192,27570.07372,14064.84474,10635.94443,1614.674921,105895.542,12.6651831,8.488506682,11.12978089,6.744134996,7.083303843,5.900072497,9.367356346,12.7632383,4.96524501,5.916547206,6.881055777,46.40019176,20.16220755,25.89310984,18.06492126,16.71507272,12.37523059,20.37119591,23.64292087,8.417984407,7.890052702,14.96423645,46.28064248,20.12359553,25.84448641,18.02662134,16.68327219,12.35441636,20.33550565,23.60908692,8.407535372,7.884607946,14.93801917,16621.17266,17822.30248,11558.9232,3470.328443,3341.340728,4497.417422,2539.978198,1520.710781,1256.255672,242.3278483,9755.953892
0.199731903,74.6,3851355.423,1795651.072,1495677.097,313211.3381,279096.6084,278187.7428,258605.361,179753.922,52880.956,9566.123612,729651.216,303793.6285,211374.9201,134282.4241,46403.01939,39371.60287,47116.81516,27587.09069,14075.03624,10644.36521,1616.30016,105960.9035,12.67753851,8.495099941,11.13829384,6.749805125,7.088779426,5.90421364,9.374144013,12.7711161,4.96797648,5.918531626,6.886041849,46.44529508,20.17785468,25.91290169,18.08007959,16.72797776,12.38390888,20.38594716,23.65750412,8.422612186,7.892697266,14.9750724,46.32566003,20.13922317,25.86425434,18.04175771,16.69616133,12.36308588,20.35024094,23.62365906,8.412160507,7.887252457,14.94884339,16627.30945,17832.37672,11565.59224,3472.071215,3343.242832,4500.296212,2541.545939,1521.812701,1257.250286,242.5717616,9761.975521
0.199464525,74.7,3856518.098,1798058.111,1497682.026,313631.1924,279470.7326,278560.6486,258952.017,179994.879,52951.842,9578.946834,730629.3008,303904.7845,211494.2113,134359.796,46426.24132,39393.96805,47146.92728,27604.09534,14085.22147,10652.78136,1617.924854,106026.2177,12.68988938,8.501689478,11.14680188,6.755472412,7.094251897,5.908352137,9.380927495,12.7789882,4.97070579,5.920514052,6.891024848,46.49038169,20.19349297,25.93268214,18.09523031,16.74087546,12.39258164,20.40068932,23.67207682,8.427236309,7.895339174,14.98590167,46.3706609,20.15484198,25.88401088,18.05688648,16.70904314,12.37174985,20.36496713,23.63822066,8.416781985,7.889894311,14.95966093,16633.4403,17842.44314,11572.25619,3473.812529,3345.143469,4503.172985,2543.112545,1522.913942,1258.244353,242.8155931,9767.992793
0.199197861,74.8,3861680.773,1800465.15,1499686.955,314051.0468,279844.8567,278933.5544,259298.673,180235.836,53022.728,9591.770056,731607.3855,304015.8327,211613.41,134437.1088,46449.4438,39416.31599,47177.01834,27621.08771,14095.40042,10661.1929,1619.549005,106091.4847,12.70223573,8.5082753,11.15530502,6.761136863,7.099721262,5.912487992,9.387706802,12.78685462,4.973432945,5.922494488,6.896004779,46.53545162,20.20912245,25.95245121,18.11037343,16.75376583,12.40124886,20.41542242,23.68663899,8.431856784,7.897978432,14.99672428,46.41564511,20.17045199,25.90375605,18.07200765,16.72191762,12.38040829,20.37968427,23.65277174,8.421399815,7.892533513,14.97047182,16639.56523,17852.50178,11578.91506,3475.552388,3347.042643,4506.047746,2544.678019,1524.014505,1259.237874,243.0593431,9774.005716
0.198931909,74.9,3866843.448,1802872.189,1501691.884,314470.9011,280218.9809,279306.4602,259645.329,180476.793,53093.614,9604.593278,732585.4703,304126.7734,211732.5166,134514.3627,46472.62689,39438.64674,47207.08836,27638.06781,14105.57312,10669.59983,1621.172613,106156.7046,12.71457756,8.514857414,11.16380328,6.766798482,7.105187526,5.91662121,9.394481941,12.79471536,4.976157951,5.92447294,6.900981648,46.58050491,20.22474313,25.97220893,18.12550896,16.7666489,12.40991055,20.43014646,23.70119067,8.436473619,7.900615047,15.00754024,46.46061269,20.1860532,25.92348987,18.08712126,16.7347848,12.38906121,20.39439235,23.66731231,8.426014004,7.89517007,14.98127606,16645.68426,17862.55263,11585.56885,3477.290793,3348.940356,4508.920497,2546.242364,1525.114391,1260.230851,243.3030116,9780.0143
0.2,75,3872006.123,1805279.228,1503696.813,314890.7554,280593.105,279679.366,259991.9849,180717.75,53164.5,9617.4165,733563.555,304237.6068,211851.5311,134591.5579,46495.79062,39460.96033,47237.13739,27655.03568,14115.73957,10678.00215,1622.79568,106221.8775,12.72691487,8.521435828,11.17229666,6.772457275,7.110650695,5.920751796,9.40125292,12.80257043,4.97888081,5.926449412,6.905955462,46.62554157,20.24035503,25.99195532,18.14063693,16.77952467,12.41856674,20.44486147,23.71573186,8.44108682,7.903249026,15.01834956,46.50556368,20.20164564,25.94321237,18.10222729,16.74764469,12.39770862,20.40909141,23.68184241,8.430624559,7.897803989,14.99207366,16651.7974,17872.59573,11592.21758,3479.02775,3350.836612,4511.791244,2547.805581,1526.213602,1261.223285,243.5465989,9786.018553
0.201065246,75.1,3877168.797,1807686.266,1505701.742,315310.6098,280967.2291,280052.2719,260338.6409,180958.707,53235.386,9630.239722,734541.6397,304348.3331,211970.4539,134668.6944,46518.93503,39483.2568,47267.16548,27671.99133,14125.89979,10686.39988,1624.418205,106287.0035,12.73924768,8.528010547,11.18078518,6.778113248,7.116110775,5.924879756,9.408019748,12.81041985,4.981601529,5.928423908,6.910926226,46.67056165,20.25595817,26.0116904,18.15575734,16.79239316,12.42721742,20.45956746,23.7302626,8.445696396,7.905880373,15.02915227,46.55049809,20.21722932,25.96292356,18.11732578,16.76049731,12.40635053,20.42378145,23.69636205,8.435231489,7.900435275,15.00286465,16657.90467,17882.63108,11598.86127,3480.76326,3352.731414,4514.659991,2549.367673,1527.312139,1262.215176,243.7901049,9792.018486
0.200797872,75.2,3882331.472,1810093.305,1507706.671,315730.4641,281341.3533,280425.1777,260685.2969,181199.664,53306.272,9643.062944,735519.7245,304458.9526,212089.2851,134745.7724,46542.06016,39505.53618,47297.17267,27688.9348,14136.05379,10694.79304,1626.04019,106352.0826,12.751576,8.53458158,11.18926883,6.783766405,7.121567772,5.929005094,9.414782432,12.81826362,4.98432011,5.930396433,6.915893946,46.71556516,20.27155257,26.03141419,18.17087022,16.80525439,12.43586261,20.47426445,23.7447829,8.450302355,7.908509095,15.03994836,46.59541596,20.23280426,25.98262347,18.13241674,16.77334265,12.41498695,20.4384625,23.71087125,8.439834801,7.903063935,15.01364902,16664.00607,17892.6587,11605.49991,3482.497327,3354.624765,4517.52674,2550.928642,1528.410003,1263.206526,244.0335299,9798.014105
0.200531208,75.3,3887494.147,1812500.344,1509711.601,316150.3185,281715.4774,280798.0835,261031.9529,181440.621,53377.158,9655.886166,736497.8092,304569.4656,212208.0248,134822.792,46565.16606,39527.79851,47327.15899,27705.8661,14146.20157,10703.18161,1627.661636,106417.1151,12.76389982,8.541148932,11.19774764,6.789416751,7.127021691,5.933127817,9.421540981,12.82610177,4.98703656,5.932366992,6.920858629,46.76055213,20.28713823,26.05112671,18.18597556,16.81810836,12.44450232,20.48895246,23.75929278,8.454904703,7.911135199,15.05073785,46.64031732,20.24837047,26.00231212,18.14750017,16.78618075,12.42361789,20.45313457,23.72537003,8.444434503,7.905689974,15.02442681,16670.10162,17902.67861,11612.13352,3484.229954,3356.516667,4520.391498,2552.48849,1529.507196,1264.197336,244.2768739,9804.005421
0.200265252,75.4,3892656.822,1814907.383,1511716.53,316570.1728,282089.6016,281170.9893,261378.6089,181681.578,53448.044,9668.709388,737475.894,304679.8722,212326.6733,134899.7533,46588.25277,39550.04383,47357.1245,27722.78527,14156.34316,10711.56562,1629.282544,106482.1009,12.77621916,8.547712612,11.2062216,6.795064291,7.13247254,5.937247928,9.428295402,12.83393429,4.989750882,5.934335589,6.925820279,46.8055226,20.30271518,26.07082799,18.20107339,16.83095508,12.45313656,20.50363151,23.77379227,8.45950345,7.91375869,15.06152076,46.68520218,20.26392798,26.02198953,18.1625761,16.79901162,12.43224337,20.46779768,23.73985843,8.449030602,7.908313399,15.03519801,16676.19134,17912.69082,11618.76211,3485.961144,3358.407125,4523.254266,2554.047221,1530.603719,1265.187606,244.5201372,9809.992441
0.2,75.5,3897819.497,1817314.422,1513721.459,316990.0271,282463.7257,281543.8951,261725.2648,181922.535,53518.93,9681.53261,738453.9787,304790.1728,212445.2308,134976.6565,46611.32033,39572.27217,47387.06923,27739.69232,14166.47857,10719.94507,1630.902915,106547.0402,12.78853403,8.554272626,11.21469073,6.800709031,7.137920322,5.941365434,9.435045704,12.84176121,4.992463081,5.936302229,6.930778904,46.85047659,20.31828344,26.09051804,18.21616373,16.84379459,12.46176535,20.51830161,23.78828138,8.464098602,7.916379575,15.07229709,46.73007059,20.2794768,26.04165572,18.17764453,16.81183526,12.44086339,20.48245184,23.75433645,8.453623106,7.910934216,15.04596264,16682.27523,17922.69535,11625.38569,3487.690901,3360.296141,4526.115051,2555.604835,1531.699573,1266.177338,244.7633199,9815.975176
0.19973545,75.6,3902982.171,1819721.461,1515726.388,317409.8815,282837.8498,281916.801,262071.9208,182163.492,53589.816,9694.355832,739432.0634,304900.3675,212563.6975,135053.5016,46634.36878,39594.48356,47416.99323,27756.58728,14176.6078,10728.31997,1632.522749,106611.9331,12.80084443,8.56082898,11.22315504,6.806350976,7.143365045,5.945480339,9.441791894,12.84958254,4.995173161,5.938266917,6.935734508,46.89541412,20.33384301,26.11019689,18.23124657,16.85662688,12.47038868,20.53296278,23.80276014,8.468690166,7.918997859,15.08306687,46.77492257,20.29501694,26.06131071,18.19270548,16.82465169,12.44947796,20.49709708,23.76880412,8.458212023,7.91355243,15.05672071,16688.35332,17932.69222,11632.00427,3489.419227,3362.183717,4528.973855,2557.161336,1532.79476,1267.166532,245.006422,9821.953632
0.199471598,75.7,3908144.846,1822128.5,1517731.317,317829.7358,283211.974,282289.7068,262418.5768,182404.449,53660.702,9707.179054,740410.1482,305010.4566,212682.0735,135130.2888,46657.39817,39616.67804,47446.89653,27773.47018,14186.73087,10736.69034,1634.142048,106676.7796,12.81315038,8.567381682,11.23161454,6.811990131,7.148806714,5.949592649,9.44853398,12.85739828,4.997881127,5.940229656,6.940687098,46.94033523,20.34939392,26.12986455,18.24632195,16.86945197,12.47900658,20.54761504,23.81722857,8.473278151,7.921613549,15.0938301,46.81975815,20.31054842,26.08095453,18.20775897,16.83746093,12.4580871,20.51173342,23.78326145,8.46279736,7.916168048,15.06747224,16694.42561,17942.68144,11638.61787,3491.146125,3364.069857,4531.830682,2558.716725,1533.889281,1268.155191,245.2494438,9827.927821
0.199208443,75.8,3913307.521,1824535.539,1519736.246,318249.5902,283586.0981,282662.6126,262765.2328,182645.406,53731.588,9720.002276,741388.2329,305120.4404,212800.359,135207.0182,46680.40852,39638.85565,47476.77918,27790.34105,14196.84779,10745.05617,1635.760812,106741.58,12.82545187,8.573930739,11.24006923,6.8176265,7.154245334,5.953702367,9.455271971,12.86520844,5.000586984,5.942190452,6.945636679,46.98523995,20.36493618,26.14952105,18.26138986,16.88226987,12.48761905,20.5622584,23.83168669,8.477862564,7.92422665,15.10458679,46.86457735,20.32607125,26.10058719,18.222805,16.85026299,12.46669081,20.52636086,23.79770848,8.467379125,7.918781077,15.07821724,16700.49211,17952.66303,11645.22648,3492.871598,3365.954565,4534.685537,2560.271006,1534.983136,1269.143314,245.4923853,9833.897748
0.198945982,75.9,3918470.196,1826942.578,1521741.175,318669.4445,283960.2223,283035.5184,263111.8888,182886.363,53802.474,9732.825498,742366.3177,305230.319,212918.5543,135283.69,46703.39989,39661.01643,47506.64123,27807.19989,14206.95857,10753.41747,1637.379042,106806.3341,12.83774891,8.580476157,11.24851913,6.82326009,7.159680912,5.957809501,9.462005874,12.87301304,5.003290735,5.944149308,6.950583258,47.03012829,20.38046981,26.16916642,18.27645033,16.89508061,12.49622611,20.57689288,23.84613452,8.482443412,7.926837169,15.11533697,46.9093802,20.34158546,26.12020872,18.2378436,16.86305788,12.47528911,20.54097942,23.81214522,8.471957324,7.921391521,15.08895572,16706.55285,17962.637,11651.83013,3494.59565,3367.837842,4537.538423,2561.824179,1536.076328,1270.130902,245.7352467,9839.863425
0.2,76,3923632.871,1829349.617,1523746.104,319089.2989,284334.3464,283408.4243,263458.5447,183127.32,53873.36,9745.64872,743344.4024,305340.0928,213036.6594,135360.3042,46726.37231,39683.1604,47536.4827,27824.04675,14217.06323,10761.77426,1638.996739,106871.0422,12.85004152,8.587017944,11.25696425,6.828890904,7.165113453,5.961914053,9.468735698,12.8808121,5.005992385,5.94610623,6.955526839,47.0750003,20.39599483,26.18880066,18.29150337,16.90788418,12.50482776,20.59151851,23.86057208,8.487020704,7.929445111,15.12608063,46.95416673,20.35709107,26.13981913,18.25287476,16.87584561,12.48388201,20.55558913,23.8265717,8.476531966,7.923999387,15.0996877,16712.60782,17972.60337,11658.42882,3496.318284,3369.719692,4540.389345,2563.376248,1537.168858,1271.117958,245.9780281,9845.824858
