Pct_Delta,PCT_Change,M_P_LTV,M_P_STR,M_P_YOT,M_P_CIN,M_P_DIS,M_P_SEM,M_P_Paid_Social,M_P_DCI,M_P_DRD,M_P_LRD,TlncT_P_LTV,TlncT_P_STR,TlncT_P_YOT,TlncT_P_CIN,TlncT_P_DIS,TlncT_P_SEM,TlncT_P_Paid_Social,TlncT_P_DCI,TlncT_P_DRD,TlncT_P_LRD,CPT_P_LTV,CPT_P_STR,CPT_P_YOT,CPT_P_CIN,CPT_P_DIS,CPT_P_SEM,CPT_P_Paid_Social,CPT_P_DCI,CPT_P_DRD,CPT_P_LRD,MCPT_P_LTV,MCPT_P_STR,MCPT_P_YOT,MCPT_P_CIN,MCPT_P_DIS,MCPT_P_SEM,MCPT_P_Paid_Social,MCPT_P_DCI,MCPT_P_DRD,MCPT_P_LRD,nMCPT_P_LTV,nMCPT_P_STR,nMCPT_P_YOT,nMCPT_P_CIN,nMCPT_P_DIS,nMCPT_P_SEM,nMCPT_P_Paid_Social,nMCPT_P_DCI,nMCPT_P_DRD,nMCPT_P_LRD,nMTIncT_P_LTV,nMTIncT_P_STR,nMTIncT_P_YOT,nMTIncT_P_CIN,nMTIncT_P_DIS,nMTIncT_P_SEM,nMTIncT_P_Paid_Social,nMTIncT_P_DCI,nMTIncT_P_DRD,nMTIncT_P_LRD
0.199462727,148.9,3775423.706,6356993.579,1583526.96,1081614.645,7677304.157,3739763.916,7660200.821,355281.8249,2065404.15,628958.4393,79457.17214,119993.7834,33251.62505,22066.46744,135440.9219,90080.81159,139661.4584,7114.44856,40195.22274,13751.33687,47.51520352,52.97769101,47.62254349,49.01621194,56.68378545,41.51565522,54.84835191,49.93806925,51.38431905,45.73798499,181.8361923,180.2801325,144.0243311,172.03281,168.4949522,152.1568855,160.0422067,155.273202,174.8156981,165.9359799,181.4908744,179.9622747,143.7885316,171.7213997,168.2229794,151.8762813,159.7186821,155.0156683,174.5091141,165.6297996,4160.45569,7064.806877,2202.577553,1259.731922,9127.533214,4924.750442,9592.116239,458.3818251,2367.101753,759.4749745
0.2,149,3777959.249,6361262.883,1584590.444,1082341.048,7682460.171,3742275.511,7665345.348,355520.4292,2066791.258,629380.8425,79471.10933,120017.4537,33259.0058,22070.68788,135471.5087,90097.31018,139693.6033,7115.98454,40203.1537,13753.88121,47.5387758,53.00281489,47.64395104,49.03975145,56.70904712,41.53592935,54.87255801,49.96082091,51.40868483,45.76023546,181.9264103,180.3651166,144.0888848,172.1154354,168.5697202,152.2308486,160.1122387,155.3433593,174.8977657,166.016721,181.5808909,180.047081,143.8529583,171.8038479,168.297602,151.9500835,159.7885967,155.0856865,174.5910112,165.7103647,4161.185938,7066.22162,2203.069666,1259.973,9129.61335,4925.664302,9594.358427,458.482581,2367.580373,759.615542
0.200536553,149.1,3780494.792,6365532.187,1585653.927,1083067.451,7687616.185,3744787.105,7670489.875,355759.0335,2068178.366,629803.2458,79485.03961,120041.1129,33266.38324,22074.9063,135502.082,90113.80076,139725.734,7117.519827,40211.08095,13756.42431,47.56234394,53.02793378,47.66535381,49.06328647,56.73430306,41.55619975,54.89675849,49.98356761,51.43304574,45.7824818,182.0166125,180.4500836,144.1534241,172.198045,168.6444711,152.3047979,160.1822542,155.4135011,174.9798167,166.0974471,181.6708916,180.1318703,143.9173705,171.8862803,168.3722076,152.0238721,159.8584949,155.1556892,174.6728916,165.7909149,4161.915824,7067.635702,2203.56156,1260.213962,9131.692569,4926.577719,9596.599642,458.5832919,2368.058772,759.7560412
0.200402145,149.2,3783030.335,6369801.491,1586717.411,1083793.855,7692772.198,3747298.699,7675634.402,355997.6378,2069565.474,630225.649,79498.963,120064.761,33273.75738,22079.12269,135532.6417,90130.28334,139757.8507,7119.054421,40219.00448,13758.96618,47.58590795,53.05304769,47.68675183,49.08681698,56.75955328,41.57646643,54.92095337,50.00630937,51.45740181,45.80472403,182.1067989,180.5350335,144.2179489,172.2806388,168.7192048,152.3787334,160.2522532,155.4836273,175.0618509,166.1781584,181.7608765,180.2166425,143.9817683,171.9686969,168.4467961,152.0976469,159.9283767,155.2256763,174.7547553,165.8714502,4162.645349,7069.049122,2204.053234,1260.454809,9133.770871,4927.490696,9598.839885,458.6839578,2368.536948,759.8964721
0.200267917,149.3,3785565.878,6374070.795,1587780.894,1084520.258,7697928.212,3749810.294,7680778.929,356236.2421,2070952.582,630648.0523,79512.87949,120088.3979,33281.12822,22083.33707,135563.1879,90146.75793,139789.9534,7120.588324,40226.92431,13761.50682,47.60946783,53.07815663,47.70814509,49.110343,56.78479777,41.59672938,54.94514264,50.02904619,51.48175303,45.82696216,182.1969694,180.6199663,144.2824593,172.3632168,168.7939215,152.4526552,160.3222357,155.553738,175.1438684,166.2588547,181.8508456,180.3013976,144.0461517,172.0510978,168.5213676,152.1714079,159.998242,155.295648,174.8366024,165.9519706,4163.374512,7070.461881,2204.54469,1260.69554,9135.848258,4928.403233,9601.079156,458.7845787,2369.014902,760.0368349
0.200133869,149.4,3788101.421,6378340.099,1588844.378,1085246.662,7703084.225,3752321.888,7685923.456,356474.8464,2072339.691,631070.4555,79526.78911,120112.0238,33288.49577,22087.54943,135593.7206,90163.22453,139822.0421,7122.121536,40234.84042,13764.04622,47.63302359,53.1032606,47.72953361,49.13386454,56.81003656,41.61698861,54.96932631,50.05177806,51.50609941,45.84919618,182.2871242,180.704882,144.3469553,172.445779,168.8686211,152.5265632,160.3922018,155.6238332,175.2258692,166.3395361,181.940799,180.3861357,144.1105207,172.1334829,168.595922,152.2451552,160.0680908,155.3656042,174.9184327,166.0324761,4164.103316,7071.87398,2205.035926,1260.936156,9137.92473,4929.315329,9603.317458,458.8851547,2369.492635,760.1771297
0.2,149.5,3790636.964,6382609.402,1589907.861,1085973.065,7708240.239,3754833.482,7691067.984,356713.4508,2073726.799,631492.8588,79540.69184,120135.6385,33295.86004,22091.75977,135624.2398,90179.68316,139854.1167,7123.654058,40242.75283,13766.5844,47.65657523,53.1283596,47.75091737,49.15738159,56.83526964,41.63724412,54.99350439,50.074505,51.53044096,45.8714261,182.3772632,180.7897807,144.4114368,172.5283255,168.9433037,152.6004574,160.4621515,155.6939128,175.3078532,166.4202026,182.0307366,180.4708568,144.1748754,172.2158523,168.6704594,152.3188889,160.1379233,155.4355449,175.0002464,166.1129668,4164.831759,7073.28542,2205.526944,1261.176658,9140.000288,4930.226987,9605.554791,458.9856858,2369.970147,760.3173564
0.19986631,149.6,3793172.508,6386878.706,1590971.345,1086699.468,7713396.252,3757345.077,7696212.511,356952.0551,2075113.907,631915.262,79554.58771,120159.2422,33303.22101,22095.9681,135654.7455,90196.13382,139886.1774,7125.18589,40250.66155,13769.12134,47.68012275,53.15345363,47.77229639,49.18089415,56.86049701,41.65749592,55.01767688,50.09722702,51.55477767,45.89365192,182.4673864,180.8746624,144.475904,172.6108562,169.0179692,152.6743379,160.5320848,155.763977,175.3898207,166.5008543,182.1206585,180.555561,144.2392156,172.298206,168.7449798,152.3926088,160.2077394,155.5054701,175.0820435,166.1934426,4165.559842,7074.696201,2206.017743,1261.417044,9142.074934,4931.138205,9607.791156,459.0861721,2370.447437,760.4575152
0.199732799,149.7,3795708.051,6391148.01,1592034.828,1087425.872,7718552.266,3759856.671,7701357.038,357190.6594,2076501.015,632337.6653,79568.47672,120182.8347,33310.5787,22100.17442,135685.2378,90212.57653,139918.2242,7126.717034,40258.56657,13771.65705,47.70366616,53.17854271,47.79367067,49.20440224,56.88571869,41.67774401,55.04184379,50.1199441,51.57910954,45.91587365,182.5574938,180.959527,144.5403568,172.6933712,169.0926177,152.7482047,160.6020017,155.8340258,175.4717714,166.5814911,182.2105647,180.6402481,144.3035415,172.3805441,168.8194833,152.466315,160.2775392,155.57538,175.163824,166.2739036,4166.287567,7076.106325,2206.508325,1261.657315,9144.148668,4932.048985,9610.026554,459.1866136,2370.924507,760.5976062
0.199599466,149.8,3798243.594,6395417.314,1593098.312,1088152.275,7723708.279,3762368.265,7706501.565,357429.2637,2077888.124,632760.0685,79582.35888,120206.4163,33317.93312,22104.37873,135715.7166,90229.01129,139950.2569,7128.24749,40266.4679,13774.19154,47.72720546,53.20362683,47.81504021,49.22790586,56.91093468,41.69798839,55.06600512,50.14265627,51.6034366,45.93809129,182.6475855,181.0443746,144.6047951,172.7758704,169.1672492,152.8220578,160.6719022,155.904059,175.5537055,166.662113,182.3004552,180.7249183,144.3678531,172.4628664,168.8939697,152.5400076,160.3473226,155.6452744,175.2455879,166.3543498,4167.014932,7077.515791,2206.998688,1261.897472,9146.221492,4932.959327,9612.260987,459.2870104,2371.401356,760.7376294
0.199466311,149.9,3800779.137,6399686.618,1594161.795,1088878.679,7728864.293,3764879.86,7711646.092,357667.868,2079275.232,633182.4718,79596.2342,120229.9868,33325.28426,22108.58103,135746.1819,90245.43812,139982.2758,7129.777259,40274.36555,13776.72481,47.75074066,53.228706,47.83640503,49.251405,56.93614497,41.71822906,55.09016088,50.16536352,51.62775883,45.96030484,182.7376615,181.1292052,144.6692192,172.858354,169.2418636,152.8958972,160.7417864,155.9740768,175.635623,166.7427201,182.39033,180.8095715,144.4321503,172.5451731,168.9684392,152.6136864,160.4170896,155.7151533,175.3273351,166.4347812,4167.741939,7078.924602,2207.488834,1262.137514,9148.293406,4933.869232,9614.494455,459.3873626,2371.877985,760.877585
0.2,150,3803314.68,6403955.922,1595225.279,1089605.082,7734020.306,3767391.454,7716790.619,357906.4723,2080662.34,633604.875,79610.10269,120253.5462,33332.63212,22112.78134,135776.6338,90261.85702,140014.2807,7131.306342,40282.25952,13779.25685,47.77427175,53.25378023,47.85776512,49.27489968,56.96134959,41.73846604,55.11431107,50.18806586,51.65207625,45.9825143,182.8277218,181.2140188,144.7336288,172.9408219,169.3164611,152.9697228,160.8116542,156.0440792,175.7175239,166.8233123,182.4801891,180.8942077,144.4964332,172.6274641,169.0428918,152.6873517,160.4868403,155.7850169,175.4090658,166.5151978,4168.468587,7080.332756,2207.978762,1262.377441,9150.364411,4934.7787,9616.726959,459.4876701,2372.354394,761.0174729
0.200532978,150.1,3805850.223,6408225.226,1596288.762,1090331.485,7739176.32,3769903.048,7721935.146,358145.0767,2082049.448,634027.2783,79623.96434,120277.0947,33339.97672,22116.97963,135807.0724,90278.268,140046.2717,7132.834739,40290.14981,13781.78766,47.79779875,53.27884951,47.87912048,49.2983899,56.98654853,41.75869932,55.13845569,50.21076329,51.67638885,46.00471969,182.9177663,181.2988155,144.7980242,173.0232741,169.3910417,153.0435348,160.8815057,156.1140662,175.7994082,166.9038898,182.5700325,180.9788271,144.5607019,172.7097395,169.1173275,152.7610033,160.5565747,155.8548652,175.49078,166.5955996,4169.194879,7081.740256,2208.468473,1262.617254,9152.434509,4935.687731,9618.958501,459.587933,2372.830582,761.1572933
0.200399467,150.2,3808385.766,6412494.53,1597352.246,1091057.889,7744332.333,3772414.642,7727079.673,358383.681,2083436.556,634449.6815,79637.81918,120300.6321,33347.31806,22121.17593,135837.4975,90294.67107,140078.2488,7134.362452,40298.03642,13784.31726,47.82132165,53.30391385,47.90047113,49.32187565,57.01174179,41.7789289,55.16259476,50.23345581,51.70069664,46.026921,183.0077952,181.3835952,144.8624052,173.1057106,169.4656053,153.1173332,160.9513408,156.1840378,175.8812759,166.9844524,182.6598603,181.0634295,144.6249562,172.7919992,169.1917462,152.8346412,160.6262928,155.924698,175.5724776,166.6759866,4169.920813,7083.147102,2208.957967,1262.856953,9154.503701,4936.596327,9621.189082,459.6881515,2373.306552,761.2970463
0.200266134,150.3,3810921.309,6416763.834,1598415.729,1091784.292,7749488.347,3774926.237,7732224.2,358622.2853,2084823.665,634872.0848,79651.6672,120324.1585,33354.65613,22125.37024,135867.9093,90311.06624,140110.212,7135.88948,40305.91937,13786.84564,47.84484046,53.32897327,47.92181706,49.34535696,57.03692939,41.79915479,55.18672827,50.25614344,51.72499963,46.04911823,183.0978084,181.468358,144.9267719,173.1881315,169.5401519,153.1911179,161.0211597,156.2539939,175.963127,167.0650002,182.7496725,181.1480151,144.6891962,172.8742434,169.266148,152.9082656,160.6959946,155.9945155,175.6541586,166.7563589,4170.64639,7084.553294,2209.447244,1263.096538,9156.571987,4937.504487,9623.418702,459.7883255,2373.782302,761.4367319
0.200132979,150.4,3813456.852,6421033.138,1599479.213,1092510.695,7754644.361,3777437.831,7737368.727,358860.8896,2086210.773,635294.488,79665.50843,120347.674,33361.99095,22129.56254,135898.3076,90327.45351,140142.1614,7137.415826,40313.79866,13789.3728,47.86835517,53.35402775,47.94315829,49.36883381,57.06211133,41.81937699,55.21085623,50.27882617,51.74929782,46.0713114,183.1878059,181.5531039,144.9911243,173.2705368,169.6146817,153.2648889,161.0909622,156.3239347,176.0449615,167.1455333,182.839469,181.2325837,144.753422,172.9564719,169.340533,152.9818763,160.7656802,156.0643176,175.7358232,166.8367165,4171.371611,7085.958834,2209.936305,1263.33601,9158.639369,4938.412213,9625.647363,459.888455,2374.257833,761.5763502
0.2,150.5,3815992.396,6425302.442,1600542.696,1093237.099,7759800.374,3779949.425,7742513.254,359099.4939,2087597.881,635716.8913,79679.34285,120371.1785,33369.32252,22133.75286,135928.6927,90343.83291,140174.097,7138.941489,40321.67428,13791.89874,47.89186581,53.37907731,47.9644948,49.39230622,57.08728761,41.83959551,55.23497866,50.30150401,51.77359121,46.09350049,183.2777878,181.6378328,145.0554624,173.3529264,169.6891945,153.3386463,161.1607485,156.3938601,176.1267795,167.2260516,182.92925,181.3171355,144.8176335,173.0386849,169.4149011,153.0554734,160.8353495,156.1341045,175.8174712,166.9170593,4172.096475,7087.363722,2210.42515,1263.575367,9160.705846,4939.319504,9627.875066,459.9885402,2374.733145,761.7159013
0.199867198,150.6,3818527.939,6429571.746,1601606.18,1093963.502,7764956.388,3782461.02,7747657.781,359338.0982,2088984.989,636139.2945,79693.17049,120394.672,33376.65083,22137.94118,135959.0644,90360.20443,140206.0187,7140.46647,40329.54625,13794.42346,47.91537236,53.40412195,47.98582662,49.41577418,57.11245824,41.85981034,55.25909554,50.32417696,51.79787981,46.11568553,183.367754,181.7225449,145.1197862,173.4353004,169.7636905,153.4123901,161.2305185,156.4637702,176.208581,167.3065552,183.0190153,181.4016705,144.8818308,173.1208823,169.4892523,153.129057,160.9050025,156.203876,175.8991027,166.9973874,4172.820985,7088.767959,2210.913779,1263.814611,9162.771422,4940.226361,9630.101811,460.0885811,2375.208238,761.8553852
0.199734572,150.7,3821063.482,6433841.05,1602669.663,1094689.906,7770112.401,3784972.614,7752802.309,359576.7025,2090372.098,636561.6977,79706.99135,120418.1546,33383.9759,22142.12752,135989.4228,90376.56809,140237.9266,7141.99077,40337.41456,13796.94698,47.93887483,53.42916167,48.00715374,49.4392377,57.13762322,41.88002149,55.28320688,50.34684503,51.82216362,46.13786651,183.4577046,181.8072401,145.1840958,173.5176588,169.8381696,153.4861203,161.3002723,156.533665,176.290366,167.387044,183.1087651,181.4861886,144.9460139,173.2030641,169.5635867,153.2026269,160.9746394,156.2736322,175.9807178,167.0777008,4173.545139,7090.171545,2211.402192,1264.053741,9164.836096,4941.132785,9632.327601,460.1885777,2375.683113,761.9948021
0.199602122,150.8,3823599.025,6438110.354,1603733.147,1095416.309,7775268.415,3787484.208,7757946.836,359815.3069,2091759.206,636984.101,79720.80544,120441.6262,33391.29773,22146.31187,136019.7679,90392.92389,140269.8207,7143.51439,40345.27923,13799.46927,47.96237323,53.45419648,48.02847617,49.46269679,57.16278256,41.90022897,55.3073127,50.36950823,51.84644265,46.16004343,183.5476396,181.8919184,145.2483911,173.6000016,169.9126318,153.5598369,161.3700098,156.6035444,176.3721344,167.467518,183.1984993,181.5706898,145.0101827,173.2852304,169.6379043,153.2761834,161.04426,156.3433731,176.0623164,167.1579995,4174.268938,7091.574482,2211.890389,1264.292758,9166.899869,4942.038776,9634.552435,460.28853,2376.15777,762.134152
0.199469848,150.9,3826134.568,6442379.658,1604796.631,1096142.712,7780424.428,3789995.803,7763091.363,360053.9112,2093146.314,637406.5043,79734.61276,120465.087,33398.61631,22150.49424,136050.0997,90409.27185,140301.701,7145.037331,40353.14026,13801.99036,47.98586756,53.47922638,48.0497939,49.48615144,57.18793626,41.92043277,55.331413,50.39216655,51.8707169,46.18221629,183.637559,181.9765799,145.3126722,173.6823289,169.9870771,153.6335399,161.4397311,156.6734085,176.4538864,167.5479774,183.2882179,181.6551743,145.0743373,173.3673812,169.7122051,153.3497262,161.1138644,156.4130987,176.1438986,167.2382835,4174.992383,7092.976769,2212.378371,1264.531661,9168.962743,4942.944335,9636.776315,460.3884382,2376.632209,762.2734349
0.2,151,3828670.111,6446648.962,1605860.114,1096869.116,7785580.442,3792507.397,7768235.89,360292.5155,2094533.422,637828.9075,79748.41333,120488.5368,33405.93167,22154.67463,136080.4182,90425.61197,140333.5676,7146.559593,40360.99764,13804.51024,48.00935782,53.50425138,48.07110695,49.50960167,57.21308433,41.94063291,55.35550778,50.41482,51.89498637,46.20438511,183.7274629,182.0612245,145.3769391,173.7646406,170.0615057,153.7072294,161.5094362,156.7432573,176.5356219,167.6284221,183.377921,181.739642,145.1384778,173.4495164,169.7864891,153.4232556,161.1834526,156.4828091,176.2254643,167.3185529,4175.715475,7094.378409,2212.866138,1264.770451,9171.024718,4943.849461,9638.999242,460.4883023,2377.106431,762.4126511
0.200529451,151.1,3831205.654,6450918.266,1606923.598,1097595.519,7790736.455,3795018.991,7773380.417,360531.1198,2095920.531,638251.3108,79762.20715,120511.9757,33413.24379,22158.85303,136110.7235,90441.94426,140365.4203,7148.081177,40368.85139,13807.02891,48.03284402,53.52927148,48.09241532,49.53304747,57.23822677,41.96082937,55.37959704,50.43746858,51.91925107,46.22654989,183.8173511,182.1458523,145.4411917,173.8469367,170.1359174,153.7809052,161.5791252,156.8130908,176.6173409,167.708852,183.4676085,181.8240929,145.202604,173.5316361,169.8607563,153.4967714,161.2530247,156.5525042,176.3070136,167.3988076,4176.438212,7095.779401,2213.353691,1265.009129,9173.085796,4944.754157,9641.221217,460.5881223,2377.580435,762.5518005
0.200396825,151.2,3833741.197,6455187.57,1607987.081,1098321.923,7795892.469,3797530.585,7778524.944,360769.7241,2097307.639,638673.714,79775.99422,120535.4038,33420.55268,22163.02946,136141.0155,90458.26873,140397.2594,7149.602084,40376.70151,13809.54637,48.05632615,53.55428668,48.11371902,49.55648885,57.26336359,41.98102218,55.40368079,50.46011231,51.943511,46.24871061,183.9072238,182.2304633,145.5054302,173.9292174,170.2103124,153.8545676,161.6487979,156.8829091,176.6990435,167.7892673,183.5572805,181.908527,145.2667161,173.6137404,169.9350068,153.5702736,161.3225807,156.6221841,176.3885465,167.4790477,4177.160597,7097.179747,2213.841028,1265.247693,9175.145977,4945.658421,9643.442242,460.6878983,2378.054222,762.6908832
0.200264375,151.3,3836276.741,6459456.874,1609050.565,1099048.326,7801048.482,3800042.18,7783669.471,361008.3284,2098694.747,639096.1173,79789.77457,120558.821,33427.85835,22167.20392,136171.2943,90474.58539,140429.0847,7151.122315,40384.548,13812.06263,48.07980423,53.579297,48.13501804,49.57992582,57.28849479,42.00121132,55.42775904,50.48275117,51.96776617,46.27086731,183.997081,182.3150576,145.5696544,174.0114825,170.2846905,153.9282163,161.7184545,156.9527121,176.7807297,167.8696679,183.6469371,181.9929444,145.3308141,173.6958291,170.0092405,153.6437624,161.3921204,156.6918488,176.470063,167.5592731,4177.882628,7098.579446,2214.328152,1265.486145,9177.205262,4946.562255,9645.662316,460.7876303,2378.527792,762.8298993
0.2001321,151.4,3838812.284,6463726.177,1610114.048,1099774.729,7806204.496,3802553.774,7788813.998,361246.9327,2100081.855,639518.5205,79803.54819,120582.2273,33435.16079,22171.37641,136201.5598,90490.89424,140460.8964,7152.64187,40392.39086,13814.57768,48.10327825,53.60430242,48.15631239,49.60335837,57.31362038,42.0213968,55.45183179,50.50538519,51.99201657,46.29301996,184.0869226,182.399635,145.6338645,174.0937321,170.3590519,154.0018516,161.788095,157.0224998,176.8623994,167.9500539,183.7365781,182.0773451,145.3948979,173.7779024,170.0834575,153.7172377,161.4616441,156.7614983,176.5515632,167.639484,4178.604308,7099.9785,2214.815061,1265.724484,9179.263653,4947.465659,9647.881441,460.8873183,2379.001146,762.9688489
0.2,151.5,3841347.827,6467995.481,1611177.532,1100501.133,7811360.509,3805065.368,7793958.525,361485.5371,2101468.963,639940.9238,79817.31509,120605.6227,33442.46002,22175.54692,136231.8122,90507.19531,140492.6943,7154.16075,40400.23011,13817.09153,48.12674822,53.62930296,48.17760208,49.62678651,57.33874037,42.04157863,55.47589904,50.52801435,52.01626223,46.31516858,184.1767487,182.4841957,145.6980605,174.1759662,170.4333965,154.0754733,161.8577193,157.0922724,176.9440528,168.0304252,183.8262036,182.161729,145.4589675,173.8599603,170.1576577,153.7906995,161.5311517,156.8311325,176.6330469,167.7196802,4179.325636,7101.37691,2215.301757,1265.962711,9181.32115,4948.368634,9650.099619,460.9869625,2379.474283,763.107732
0.199868074,151.6,3843883.37,6472264.785,1612241.015,1101227.536,7816516.523,3807576.963,7799103.052,361724.1414,2102856.072,640363.327,79831.07528,120629.0074,33449.75604,22179.71547,136262.0514,90523.48859,140524.4786,7155.678956,40408.06574,13819.60418,48.15021414,53.65429863,48.19888711,49.65021025,57.36385475,42.06175681,55.49996081,50.55063868,52.04050313,46.33731318,184.2665592,182.5687396,145.7622423,174.2581848,170.5077244,154.1490816,161.9273275,157.1620297,177.0256897,168.1107819,183.9158137,182.2460962,145.5230231,173.9420026,170.2318413,153.8641479,161.6006431,156.9007516,176.7145144,167.7998618,4180.046612,7102.774676,2215.788239,1266.200825,9183.377755,4949.27118,9652.31685,461.0865628,2379.947204,763.2465487
0.199736322,151.7,3846418.913,6476534.089,1613304.499,1101953.94,7821672.537,3810088.557,7804247.579,361962.7457,2104243.18,640785.7303,79844.82877,120652.3812,33457.04884,22183.88205,136292.2774,90539.77409,140556.2491,7157.196488,40415.89776,13822.11563,48.17367602,53.67928942,48.22016748,49.67362958,57.38896353,42.08193134,55.52401709,50.57325816,52.06473928,46.35945375,184.3563543,182.6532668,145.8264099,174.340388,170.5820356,154.2226763,161.9969196,157.2317718,177.1073103,168.191124,184.0054083,182.3304468,145.5870645,174.0240296,170.3060082,153.9375827,161.6701185,156.9703555,176.7959654,167.8800288,4180.767237,7104.171798,2216.274507,1266.438827,9185.433468,4950.173297,9654.533135,461.1861194,2380.419909,763.3852992
0.199604743,151.8,3848954.456,6480803.393,1614367.982,1102680.343,7826828.55,3812600.151,7809392.106,362201.35,2105630.288,641208.1335,79858.57556,120675.7442,33464.33844,22188.04667,136322.4902,90556.05183,140588.0061,7158.713348,40423.72618,13824.62588,48.19713386,53.70427533,48.2414432,49.69704452,57.41406673,42.10210222,55.54806789,50.59587281,52.08897069,46.38159029,184.4461339,182.7377773,145.8905634,174.4225757,170.65633,154.2962576,162.0664956,157.3014987,177.1889145,168.2714515,184.0949875,182.4147806,145.6510919,174.1060412,170.3801584,154.0110042,161.7395778,157.0399443,176.8774002,167.9601813,4181.487511,7105.568278,2216.760563,1266.676717,9187.48829,4951.074986,9656.748475,461.2856322,2380.892398,763.5239834
0.199473338,151.9,3851489.999,6485072.697,1615431.466,1103406.746,7831984.564,3815111.746,7814536.633,362439.9543,2107017.396,641630.5368,79872.31567,120699.0964,33471.62483,22192.20932,136352.6899,90572.32182,140619.7494,7160.229536,40431.55099,13827.13493,48.22058766,53.72925639,48.26271427,49.72045506,57.43916433,42.12226946,55.57211321,50.61848262,52.11319736,46.40372282,184.5358981,182.8222711,145.9547028,174.504748,170.7306078,154.3698254,162.1360555,157.3712104,177.2705024,168.3517644,184.1845513,182.4990978,145.7151052,174.1880373,170.4542919,154.0844122,161.8090211,157.1095179,176.9588187,168.0403193,4182.207435,7106.964117,2217.246405,1266.914494,9189.542222,4951.976248,9658.962872,461.3851014,2381.364672,763.6626015
0.2,152,3854025.542,6489342.001,1616494.949,1104133.15,7837140.577,3817623.34,7819681.161,362678.5586,2108404.505,642052.94,79886.0491,120722.4378,33478.90803,22196.37002,136382.8765,90588.58405,140651.4791,7161.745052,40439.3722,13829.64279,48.24403742,53.75423258,48.2839807,49.74386121,57.46425635,42.14243307,55.59615307,50.64108761,52.1374193,46.42585133,184.6256468,182.9067481,146.0188281,174.5869048,170.8048689,154.4433797,162.2055994,157.440907,177.352074,168.4320627,184.2740996,182.5833983,145.7791044,174.2700181,170.5284088,154.1578067,161.8784483,157.1790764,177.0402208,168.1204426,4182.92701,7108.359315,2217.732035,1267.15216,9191.595266,4952.877082,9661.176325,461.4845269,2381.836731,763.8011534
0.20052597,152.1,3856561.086,6493611.305,1617558.433,1104859.553,7842296.591,3820134.934,7824825.688,362917.163,2109791.613,642475.3433,79899.77586,120745.7685,33486.18803,22200.52876,136413.05,90604.83854,140683.1952,7163.259899,40447.18982,13832.14945,48.26748316,53.77920391,48.30524249,49.76726297,57.48934279,42.16259303,55.62018745,50.66368777,52.1616365,46.44797583,184.71538,182.9912085,146.0829394,174.6690463,170.8791133,154.5169206,162.2751272,157.5105884,177.4336292,168.5123464,184.3636326,182.6676822,145.8430896,174.3519835,170.6025091,154.2311879,161.9478595,157.2486198,177.1216067,168.2005515,4183.646234,7109.753872,2218.217452,1267.389715,9193.647422,4953.777491,9663.388838,461.5839088,2382.308575,763.9396394
0.200394218,152.2,3859096.629,6497880.609,1618621.916,1105585.956,7847452.604,3822646.528,7829970.215,363155.7673,2111178.721,642897.7465,79913.49595,120769.0884,33493.46483,22204.68555,136443.2103,90621.08531,140714.8977,7164.774075,40455.00385,13834.65491,48.29092487,53.80417039,48.32649964,49.79066035,57.51442367,42.18274936,55.64421638,50.68628312,52.18584898,46.47009633,184.8050978,183.0756523,146.1470365,174.7511723,170.953341,154.5904481,162.344639,157.5802547,177.5151681,168.5926156,184.4531501,182.7519495,145.9070607,174.4339335,170.6765928,154.3045556,162.0172547,157.3181481,177.2029764,168.2806458,4184.36511,7111.14779,2218.702657,1267.627157,9195.698691,4954.677473,9665.600409,461.6832471,2382.780204,764.0780595
0.20026264,152.3,3861632.172,6502149.913,1619685.4,1106312.36,7852608.618,3825158.123,7835114.742,363394.3716,2112565.829,643320.1498,79927.20939,120792.3975,33500.73845,22208.84038,136473.3576,90637.32435,140746.5866,7166.287583,40462.81429,13837.15919,48.31436255,53.82913202,48.34775216,49.81405336,57.53949897,42.20290206,55.66823985,50.70887365,52.21005673,46.49221281,184.8948002,183.1600794,146.2111196,174.833283,171.0275522,154.6639621,162.4141348,157.6499059,177.5966907,168.6728702,184.5426523,182.8362002,145.9710178,174.5158682,170.7506599,154.37791,162.0866339,157.3876613,177.2843297,168.3607256,4185.083637,7112.541069,2219.187651,1267.864488,9197.749074,4955.577029,9667.811041,461.782542,2383.251619,764.2164137
0.200131234,152.4,3864167.715,6506419.217,1620748.883,1107038.763,7857764.631,3827669.717,7840259.269,363632.9759,2113952.937,643742.553,79940.91617,120815.6959,33508.00888,22212.99327,136503.4918,90653.55567,140778.262,7167.800422,40470.62114,13839.66227,48.33779621,53.8540888,48.36900006,49.83744198,57.56456871,42.22305114,55.69225788,50.73145937,52.23425976,46.5143253,184.9844872,183.2444898,146.2751886,174.9153782,171.1017467,154.7374627,162.4836145,157.7195419,177.6781971,168.7531103,184.6321391,182.9204343,146.0349608,174.5977875,170.8247103,154.451251,162.1559971,157.4571594,177.3656669,168.440791,4185.801816,7113.93371,2219.672432,1268.101708,9199.798572,4956.476161,9670.020734,461.8817934,2383.722819,764.3547021
