Pct_Delta,PCT_Change,M_P_LTV,M_P_STR,M_P_YOT,M_P_CIN,M_P_DIS,M_P_SEM,M_P_Paid_Social,M_P_DCI,M_P_DRD,M_P_LRD,TlncT_P_LTV,TlncT_P_STR,TlncT_P_YOT,TlncT_P_CIN,TlncT_P_DIS,TlncT_P_SEM,TlncT_P_Paid_Social,TlncT_P_DCI,TlncT_P_DRD,TlncT_P_LRD,CPT_P_LTV,CPT_P_STR,CPT_P_YOT,CPT_P_CIN,CPT_P_DIS,CPT_P_SEM,CPT_P_Paid_Social,CPT_P_DCI,CPT_P_DRD,CPT_P_LRD,MCPT_P_LTV,MCPT_P_STR,MCPT_P_YOT,MCPT_P_CIN,MCPT_P_DIS,MCPT_P_SEM,MCPT_P_Paid_Social,MCPT_P_DCI,MCPT_P_DRD,MCPT_P_LRD,nMCPT_P_LTV,nMCPT_P_STR,nMCPT_P_YOT,nMCPT_P_CIN,nMCPT_P_DIS,nMCPT_P_SEM,nMCPT_P_Paid_Social,nMCPT_P_DCI,nMCPT_P_DRD,nMCPT_P_LRD,nMTIncT_P_LTV,nMTIncT_P_STR,nMTIncT_P_YOT,nMTIncT_P_CIN,nMTIncT_P_DIS,nMTIncT_P_SEM,nMTIncT_P_Paid_Social,nMTIncT_P_DCI,nMTIncT_P_DRD,nMTIncT_P_LRD
0.201171875,51.2,1298198.077,2185883.621,544503.5618,371918.5346,2639878.931,1285936.283,2633997.865,122165.4092,710199.4121,216270.464,60120.91704,87755.55741,23373.56652,16280.90654,94639.12713,67360.47067,96963.42914,5052.742024,29407.88885,10246.84803,21.59311836,24.90877713,23.29569865,22.84384679,27.89415975,19.09036962,27.16485883,24.17804207,24.14996247,21.10604778,82.61090667,85.13366143,70.58688913,80.15271865,83.15310515,70.20121546,79.75603767,75.60979015,82.77298201,76.54383286,82.49308277,85.02147733,70.50133268,80.04431529,83.05379799,70.10404503,79.56088136,75.51649727,82.66432416,76.4380961,3147.41075,5141.956338,1544.661756,929.2815693,6357.033622,3668.650739,6621.339079,323.546281,1718.273074,565.8708813
0.200779727,51.3,1300733.621,2190152.925,545567.0454,372644.938,2645034.945,1288447.877,2639142.392,122404.0135,711586.5203,216692.8673,60151.56539,87805.63684,23388.61318,16289.95664,94701.05331,67396.19715,97027.93243,5055.893602,29424.62391,10252.35867,21.62426883,24.94319276,23.3261819,22.8757477,27.93036458,19.117516,27.19982097,24.21016406,24.18336841,21.13590386,82.73017078,85.250644,70.67904327,80.26473384,83.26064178,70.30065376,79.85773854,75.70949406,82.88638435,76.65220229,82.61206046,85.13819227,70.59328551,80.15606973,83.16110178,70.20324913,79.6624337,75.61598173,82.77746801,76.54621012,3149.01629,5144.936407,1545.662711,929.7984277,6361.231124,3670.621782,6625.814123,323.751701,1719.275879,566.1752996
0.200389105,51.4,1303269.164,2194422.229,546630.5289,373371.3414,2650190.958,1290959.472,2644286.919,122642.6179,712973.6285,217115.2705,60182.16964,87855.64769,23403.64026,16298.99413,94762.89967,67431.87318,97092.35358,5059.041037,29441.33611,10257.86154,21.65540344,24.97758866,23.3566455,22.90763089,27.96654564,19.14464793,27.2347597,24.24226587,24.21675517,21.16574391,82.84937407,85.36755841,70.77113755,80.37668675,83.36810713,70.4000384,79.95937033,75.80913414,82.99971991,76.76051344,82.73097754,85.25483927,70.68517867,80.2677621,83.2683345,70.30239973,79.76391699,75.71540257,82.8905453,76.65426607,3150.61952,5147.912419,1546.662367,930.3145663,6365.423241,3672.590058,6630.283513,323.9568534,1720.277327,566.4792885
0.2,51.5,1305804.707,2198691.533,547694.0124,374097.7448,2655346.972,1293471.066,2649431.446,122881.2222,714360.7367,217537.6738,60212.72994,87905.59018,23418.64782,16308.01905,94824.66646,67467.49895,97156.69285,5062.184343,29458.02554,10263.35667,21.68652224,25.01196487,23.3870895,22.93949643,28.002703,19.17176546,27.26967508,24.27434756,24.2501228,21.19556796,82.96851668,85.48440483,70.86317211,80.48857752,83.47550136,70.49936949,80.0609332,75.90871057,83.11298885,76.86876646,82.84983415,85.3714185,70.77701229,80.37939254,83.37549634,70.40149698,79.8653314,75.81475995,83.00355619,76.76226407,3152.220448,5150.884387,1547.66073,930.8299875,6369.60999,3674.555574,6634.747266,324.1617391,1721.277424,566.7828493
0.199612403,51.6,1308340.25,2202960.837,548757.4959,374824.1482,2660502.985,1295982.66,2654575.973,123119.8265,715747.845,217960.077,60243.24645,87955.46453,23433.63593,16317.03146,94886.35393,67503.07462,97220.95049,5065.323533,29474.69227,10268.84406,21.71762525,25.04632144,23.41751394,22.97134434,28.03883673,19.1988686,27.30456717,24.30640919,24.28347134,21.22537606,83.08759878,85.60118343,70.95514711,80.60040633,83.58282467,70.59864718,80.16242734,76.00822351,83.22619135,76.9769615,82.96863044,85.48793012,70.86878654,80.49096122,83.48258747,70.500541,79.96667711,75.91405404,83.11650085,76.87020429,3153.819083,5153.852325,1548.657802,931.3446939,6373.791388,3676.518341,6639.205401,324.3663589,1722.276173,567.0859835
0.199226306,51.7,1310875.793,2207230.141,549820.9794,375550.5516,2665658.999,1298494.254,2659720.5,123358.4308,717134.9532,218382.4803,60273.7193,88005.27098,23448.60465,16326.03138,94947.96235,67538.60036,97285.12678,5068.458622,29491.33637,10274.32377,21.74871251,25.08065843,23.44791887,23.00317468,28.07494687,19.22595741,27.33943603,24.3384508,24.31680085,21.25516825,83.20662049,85.71789438,71.0470627,80.71217332,83.69007725,70.6978716,80.26385292,76.10767311,83.33932756,77.08509869,83.08736656,85.60437432,70.96050158,80.60246828,83.58960809,70.59953192,80.06795431,76.01328501,83.22937945,76.97808685,3155.415432,5156.816246,1549.653588,931.8586876,6377.967452,3678.478367,6643.657935,324.5707136,1723.27358,567.3886925
0.198841699,51.8,1313411.336,2211499.445,550884.463,376276.955,2670815.012,1301005.849,2664865.027,123597.0351,718522.0614,218804.8835,60304.14865,88055.00975,23463.55404,16335.01886,95009.49197,67574.07634,97349.22197,5071.589622,29507.95792,10279.79579,21.77978407,25.11497587,23.47830436,23.03498748,28.11103351,19.25303192,27.37428172,24.37047244,24.35011136,21.28494455,83.32558198,85.83453784,71.13891904,80.82387865,83.79725927,70.79704288,80.36521013,76.20705955,83.45239767,77.19317819,83.20604265,85.72075126,71.05215754,80.71391389,83.69655838,70.69846988,80.16916316,76.112453,83.34219215,77.08591191,3157.009501,5159.776163,1550.648093,932.3719712,6382.138201,3680.435661,6648.104887,324.7748042,1724.269648,567.6909777
0.198458574,51.9,1315946.879,2215768.749,551947.9465,377003.3583,2675971.026,1303517.443,2670009.554,123835.6394,719909.1696,219227.2868,60334.53464,88104.68105,23478.48416,16343.99395,95070.94305,67609.50272,97413.23633,5074.716547,29524.55699,10285.26018,21.81083996,25.14927383,23.50867043,23.06678279,28.14709669,19.28009215,27.40910429,24.40247416,24.38340294,21.31470503,83.44448339,85.951114,71.23071628,80.93552247,83.90437091,70.89616114,80.46649915,76.30638297,83.56540183,77.30120012,83.32465886,85.83706111,71.14375459,80.82529818,83.80343852,70.797355,80.27030386,76.21155818,83.45493911,77.1936796,3158.601301,5162.732089,1551.64132,932.8845468,6386.303649,3682.390233,6652.546274,324.9786315,1725.264382,567.9928406
0.2,52,1318482.422,2220038.053,553011.43,377729.7617,2681127.04,1306029.037,2675154.081,124074.2437,721296.2779,219649.69,60364.87741,88154.28512,23493.39508,16352.95668,95132.31582,67644.87967,97477.1701,5077.83941,29541.13366,10290.71694,21.84188023,25.18355234,23.53901716,23.09856065,28.18313647,19.30713816,27.44390382,24.43445602,24.41667561,21.3444497,83.56332486,86.06762301,71.32245457,81.04710492,84.01141237,70.99522652,80.56772014,76.40564355,83.6783402,77.40916464,83.44321534,85.95330404,71.23529288,80.93662132,83.91024868,70.89618742,80.37137657,76.31060072,83.56762051,77.30139006,3160.190836,5165.684037,1552.633274,933.396417,6390.463815,3684.342092,6656.982114,325.1821964,1726.257786,568.2942825
0.201535509,52.1,1321017.966,2224307.357,554074.9135,378456.1651,2686283.053,1308540.632,2680298.608,124312.8481,722683.3861,220072.0933,60395.17712,88203.82216,23508.28686,16361.9071,95193.61055,67680.20734,97541.02355,5080.958223,29557.688,10296.1661,21.8729049,25.21781146,23.56934458,23.13032111,28.21915292,19.33416996,27.47868036,24.46641807,24.44992944,21.37417861,83.68210654,86.18406505,71.41413406,81.15862618,84.11838381,71.09423916,80.66887329,76.50484144,83.79121295,77.51707189,83.56171223,86.0694802,71.32677255,81.04788346,84.01698905,70.99496727,80.47238147,76.40958077,83.6802365,77.40904344,3161.778116,5168.632021,1553.623958,933.907584,6394.618716,3686.291246,6661.412424,325.3854996,1727.249865,568.5953048
0.201149425,52.2,1323553.509,2228576.661,555138.397,379182.5685,2691439.067,1311052.226,2685443.135,124551.4524,724070.4943,220494.4965,60425.43389,88253.29241,23523.15956,16370.84524,95254.82748,67715.48592,97604.79694,5084.073,29574.22008,10301.60769,21.90391402,25.25205123,23.59965274,23.16206421,28.25514609,19.3611876,27.51343397,24.49836035,24.48316447,21.40389181,83.80082858,86.30044027,71.5057549,81.27008637,84.22528542,71.19319917,80.76995876,76.6039768,83.90402025,77.624922,83.68014968,86.18558977,71.41819376,81.15908474,84.12365981,71.09369466,80.57331873,76.50849849,83.79278725,77.51663987,3163.363148,5171.576053,1554.613377,934.41805,6398.768367,3688.237704,6665.837222,325.588542,1728.240623,568.895909
0.200764818,52.3,1326089.052,2232845.965,556201.8806,379908.9719,2696595.08,1313563.82,2690587.662,124790.0567,725457.6026,220916.8998,60455.64789,88302.69607,23538.01324,16379.77114,95315.96686,67750.71554,97668.49051,5087.183754,29590.72998,10307.04174,21.93490762,25.2862717,23.6299417,23.19378999,28.29111605,19.3881911,27.5481647,24.53028291,24.51638074,21.43358932,83.91949111,86.41674885,71.59731724,81.38148566,84.33211738,71.29210668,80.87097674,76.70304979,84.01676225,77.73271512,83.79852782,86.30163292,71.50955666,81.27022531,84.23026113,71.19236974,80.67418853,76.60735403,83.90527292,77.62417949,3164.945939,5174.516146,1555.601535,934.9278175,6402.912787,3690.181476,6670.256525,325.7913245,1729.230065,569.1960963
0.200381679,52.4,1328624.595,2237115.269,557265.3641,380635.3753,2701751.094,1316075.415,2695732.19,125028.661,726844.7108,221339.303,60485.81924,88352.03337,23552.84796,16388.68485,95377.02894,67785.89639,97732.10452,5090.290498,29607.21777,10312.46827,21.96588575,25.32047293,23.6602115,23.22549849,28.32706285,19.41518051,27.58287262,24.56218581,24.5495783,21.46327119,84.03809429,86.53299096,71.68882123,81.4928242,84.43887987,71.39096183,80.97192739,76.80206057,84.12943913,77.84045137,83.91684681,86.4176098,71.60086138,81.38130533,84.33679319,71.29099262,80.77499105,76.70614756,84.01769367,77.73166245,3166.526497,5177.452313,1556.588436,935.4368887,6407.051991,3692.12257,6674.670352,325.9938479,1730.218193,569.4958683
0.2,52.5,1331160.138,2241384.573,558328.8476,381361.7787,2706907.107,1318587.009,2700876.717,125267.2653,728231.819,221761.7063,60515.9481,88401.30452,23567.66378,16397.58641,95438.01396,67821.02861,97795.63922,5093.393244,29623.68352,10317.8873,21.99684843,25.35465495,23.69046219,23.25718976,28.36298656,19.44215586,27.61755778,24.59406909,24.58275719,21.49293745,84.15663825,86.64916674,71.78026702,81.60410213,84.54557306,71.48976474,81.0728109,76.90100929,84.24205103,77.94813092,84.03510678,86.53352058,71.69210809,81.49232494,84.44325618,71.38956344,80.87572645,76.80487924,84.13004966,77.83908888,3168.104829,5180.384567,1557.574083,935.9452659,6411.185996,3694.060995,6679.078718,326.196113,1731.205014,569.7952261
0.199619772,52.6,1333695.681,2245653.877,559392.3311,382088.1821,2712063.121,1321098.603,2706021.244,125505.8696,729618.9272,222184.1095,60546.03459,88450.50973,23582.46076,16406.47585,95498.92217,67856.11237,97859.09486,5096.492005,29640.12729,10323.29885,22.02779571,25.38881781,23.72069382,23.28886384,28.39888722,19.46911718,27.65222024,24.6259328,24.61591747,21.52258814,84.27512314,86.76527638,71.87165476,81.7153196,84.65219712,71.58851554,81.17362742,76.99989611,84.35459812,78.05575388,84.15330787,86.64936543,71.78329693,81.60328429,84.54965026,71.48808232,80.97639491,76.9035492,84.24234105,77.94645892,3169.680943,5183.31292,1558.558481,936.4529513,6415.314818,3695.99676,6683.481641,326.3981206,1732.190531,570.0941713
0.199240987,52.7,1336231.224,2249923.181,560455.8146,382814.5854,2717219.134,1323610.197,2711165.771,125744.4739,731006.0355,222606.5128,60576.07887,88499.64922,23597.23896,16415.35321,95559.75381,67891.14782,97922.47169,5099.586795,29656.54917,10328.70297,22.05872762,25.42296156,23.75090643,23.32052077,28.43476491,19.49606451,27.68686006,24.65777699,24.64905917,21.5522233,84.3935491,86.88132003,71.96298458,81.82647677,84.75875225,71.68721435,81.27437714,77.09872119,84.46708056,78.1633204,84.27145023,86.76514451,71.87442803,81.71418353,84.65597561,71.58654938,81.07699659,77.00215762,84.354568,78.0537727,3171.254845,5186.237385,1559.541634,936.9599472,6419.438474,3697.929873,6687.879139,326.5998716,1733.174748,570.3927051
0.198863636,52.8,1338766.767,2254192.485,561519.2981,383540.9888,2722375.148,1326121.792,2716310.298,125983.0783,732393.1437,223028.916,60606.08107,88548.72321,23611.99844,16424.21854,95620.50911,67926.13514,97985.76995,5102.677625,29672.94923,10334.09965,22.0896442,25.45708626,23.78110008,23.35216059,28.47061967,19.52299787,27.7214773,24.68960172,24.68218235,21.58184298,84.51191627,86.99729786,72.05425665,81.93757377,84.8652386,71.7858613,81.37506021,77.19748468,84.57949851,78.27083061,84.389534,86.88085797,71.96550156,81.8250228,84.7622324,71.68496476,81.17753168,77.10070465,84.46673066,78.16103036,3172.826543,5189.157974,1560.523545,937.4662559,6423.55698,3699.860344,6692.271228,326.8013667,1734.157669,570.6908289
0.198487713,52.9,1341302.31,2258461.789,562582.7817,384267.3922,2727531.161,1328633.386,2721454.825,126221.6826,733780.2519,223451.3193,60636.04132,88597.73189,23626.73927,16433.07187,95681.18833,67961.07446,98048.9899,5105.764508,29689.32752,10339.48894,22.12054549,25.49119193,23.81127482,23.38378335,28.50645157,19.54991731,27.75607202,24.72140702,24.71528705,21.61144719,84.6302248,87.11321001,72.1454711,82.04861075,84.97165636,71.88445652,81.47567682,77.29618674,84.69185213,78.37828466,84.50755932,86.99650598,72.05651766,81.93580226,84.86842082,71.78332857,81.27800033,77.19919044,84.5788292,78.26823203,3174.396045,5192.074701,1561.504219,937.9718796,6427.670352,3701.78818,6696.657925,327.0026068,1735.139299,570.988544
0.2,53,1343837.854,2262731.093,563646.2652,384993.7956,2732687.175,1331144.98,2726599.352,126460.2869,735167.3601,223873.7225,60665.95977,88646.67549,23641.46149,16441.91324,95741.79169,67995.96595,98112.13178,5108.847457,29705.68413,10344.87086,22.15143152,25.52527864,23.84143068,23.41538908,28.54226066,19.57682286,27.79064426,24.75319295,24.7483733,21.64103599,84.74847481,87.22905667,72.23662808,82.15958786,85.07800569,71.98300013,81.57622713,77.39482752,84.80414157,78.48568267,84.62552632,87.11208869,72.14747646,82.04652203,84.97454102,71.88164094,81.37840271,77.29761513,84.69086378,78.37537786,3175.963358,5194.987576,1562.483659,938.4768204,6431.778606,3703.71339,6701.039247,327.2035927,1736.119641,571.2858518
0.201506591,53.1,1346373.397,2267000.396,564709.7487,385720.199,2737843.188,1333656.575,2731743.879,126698.8912,736554.4684,224296.1258,60695.83656,88695.55421,23656.16516,16450.74269,95802.31945,68030.80977,98175.19582,5111.926485,29722.01912,10350.24542,22.18230233,25.55934642,23.87156772,23.44697782,28.57804701,19.60371454,27.82519409,24.78495956,24.78144117,21.6706094,84.86666645,87.34483798,72.32772774,82.27050525,85.18428678,72.08149225,81.6767113,77.49340717,84.916367,78.59302478,84.74343515,87.22760628,72.23837812,82.15718228,85.08059318,71.97990199,81.47873901,77.3959789,84.80283454,78.48246797,3177.528488,5197.896614,1563.46187,938.9810806,6435.881759,3705.635984,6705.41521,327.4043252,1737.0987,571.5827536
0.20112782,53.2,1348908.94,2271269.7,565773.2322,386446.6024,2742999.202,1336168.169,2736888.406,126937.4955,737941.5766,224718.529,60725.67181,88744.36826,23670.85035,16459.56026,95862.77183,68065.60607,98238.18229,5115.001603,29738.33257,10355.61266,22.21315795,25.59339533,23.90168599,23.47854963,28.61381066,19.6305924,27.85972157,24.81670689,24.81449069,21.70016748,84.98479987,87.46055411,72.41877021,82.38136306,85.29049979,72.179933,81.77712951,77.59192584,85.02852856,78.70031113,84.86128594,87.34305889,72.32922277,82.26778314,85.18657748,72.07811186,81.57900937,77.49428188,84.91474165,78.5895025,3179.091443,5200.801825,1564.438855,939.4846625,6439.979825,3707.555968,6709.785832,327.604805,1738.076481,571.8792507
0.200750469,53.3,1351444.483,2275539.004,566836.7157,387173.0058,2748155.216,1338679.763,2742032.933,127176.0998,739328.6848,225140.9322,60755.46567,88793.11785,23685.51712,16468.36598,95923.14906,68100.35499,98301.0914,5118.072823,29754.62453,10360.97259,22.24399843,25.62742541,23.93178553,23.51010453,28.64955167,19.65745646,27.89422675,24.84843499,24.8475219,21.72971024,85.10287519,87.57620522,72.50975565,82.49216143,85.39664489,72.27832252,81.87748192,77.69038369,85.14062641,78.80754184,84.97907883,87.45844669,72.42001057,82.37832476,85.29249409,72.17627065,81.67921397,77.59252423,85.02658525,78.69648158,3180.65223,5203.703222,1565.414618,939.9875681,6444.072822,3709.473353,6714.151129,327.805033,1739.052986,572.1753444
0.200374532,53.4,1353980.026,2279808.308,567900.1993,387899.4092,2753311.229,1341191.358,2747177.46,127414.7042,740715.793,225563.3355,60785.21827,88841.80318,23700.16551,16477.1599,95983.4514,68135.05671,98363.92342,5121.140159,29770.89509,10366.32525,22.27482379,25.6614367,23.96186638,23.54164258,28.68527011,19.68430676,27.92870968,24.88014391,24.88053486,21.75923773,85.22089255,87.69179145,72.60068419,82.60290051,85.50272226,72.37666092,81.97776869,77.78878087,85.25266072,78.91471706,85.09681396,87.57376983,72.51074164,82.48880728,85.39834317,72.27437849,81.77935297,77.69070609,85.13836551,78.80340535,3182.210856,5206.600818,1566.389162,940.4897997,6448.160765,3711.388145,6718.511117,328.00501,1740.02822,572.471036
0.2,53.5,1356515.569,2284077.612,568963.6828,388625.8126,2758467.243,1343702.952,2752321.987,127653.3085,742102.9013,225985.7388,60814.92975,88890.42446,23714.7956,16485.94206,96043.67906,68169.71136,98426.67857,5124.203622,29787.14431,10371.67065,22.30563407,25.69542924,23.9919286,23.5731638,28.72096602,19.71114334,27.96317043,24.9118337,24.9135296,21.78874999,85.3388521,87.80731298,72.69155598,82.71358044,85.60873206,72.47494832,82.07799,77.88711753,85.36463162,79.02183691,85.21449147,87.68902847,72.60141614,82.59923084,85.50412489,72.3724355,81.87942654,77.78882763,85.25008258,78.91027393,3183.767328,5209.494625,1567.362492,940.9913594,6452.243669,3713.300354,6722.865813,328.2047367,1741.002188,572.7663269
0.199626866,53.6,1359051.112,2288346.916,570027.1663,389352.2159,2763623.256,1346214.546,2757466.515,127891.9128,743490.0095,226408.142,60844.60023,88938.9819,23729.40743,16494.71248,96103.83227,68204.31911,98489.35709,5127.263225,29803.37225,10377.00881,22.33642932,25.7294031,24.02197223,23.60466824,28.75663947,19.73796621,27.99760904,24.94350439,24.94650617,21.81824706,85.45675397,87.92276995,72.78237115,82.82420136,85.71467446,72.57318485,82.178146,77.98539381,85.47653929,79.12890154,85.33211149,87.80422276,72.6920342,82.70959558,85.60983942,72.4704418,81.97943485,77.88688898,85.3617366,79.01708746,3185.321654,5212.384653,1568.334612,941.4922494,6456.321551,3715.209988,6727.215233,328.404214,1741.974892,573.0612182
0.199255121,53.7,1361586.655,2292616.22,571090.6498,390078.6193,2768779.27,1348726.14,2762611.042,128130.5171,744877.1177,226830.5453,60874.22985,88987.47568,23744.00106,16503.47121,96163.91128,68238.8801,98551.95922,5130.318979,29819.57898,10382.33977,22.36720955,25.7633583,24.05199732,23.63615595,28.7922905,19.76477543,28.03202558,24.97515605,24.97946461,21.84772896,85.57459829,88.03816253,72.87312985,82.93476341,85.82054964,72.67137063,82.27823687,78.08360987,85.58838386,79.23591106,85.44967415,87.91935287,72.78259596,82.81990165,85.71548693,72.56839752,82.07937805,77.9848903,85.47332774,79.12384607,3186.873839,5215.270917,1569.305525,941.9924718,6460.394425,3717.117055,6731.559393,328.6034426,1742.946338,573.3557114
0.198884758,53.8,1364122.199,2296885.524,572154.1333,390805.0227,2773935.283,1351237.735,2767755.569,128369.1214,746264.226,227252.9485,60903.81875,89035.90603,23758.57655,16512.21829,96223.91631,68273.39448,98614.4852,5133.370897,29835.76458,10387.66354,22.39797482,25.7972949,24.08200391,23.66762695,28.82791919,19.79157101,28.06642009,25.00678872,25.01240496,21.87719573,85.6923852,88.15349087,72.96383221,83.04526674,85.92635775,72.76950577,82.37826275,78.18176586,85.70016549,79.3428656,85.56717959,88.03441894,72.87310157,82.93014918,85.82106759,72.66630278,82.17925631,78.08283173,85.58485614,79.23054989,3188.423891,5218.153426,1570.275235,942.4920287,6464.462308,3719.021563,6735.89831,328.8024232,1743.916528,573.6498076
0.19851577,53.9,1366657.742,2301154.828,573217.6169,391531.4261,2779091.297,1353749.329,2772900.096,128607.7257,747651.3342,227675.3518,60933.36705,89084.27313,23773.13395,16520.95375,96283.84759,68307.8624,98676.93525,5136.41899,29851.9291,10392.98015,22.42872514,25.83121293,24.11199205,23.6990813,28.86352557,19.81835299,28.10079264,25.03840243,25.04532728,21.90664742,85.81011483,88.26875512,73.05447839,83.15571148,86.03209897,72.8675904,82.47822382,78.27986192,85.81188434,79.44976531,85.68462794,88.14942113,72.96355116,83.04033832,85.92658156,72.76415768,82.2790698,78.18071342,85.69632196,79.33719905,3189.971818,5221.032194,1571.243745,942.9909223,6468.525214,3720.923521,6740.232,329.0011567,1744.885468,573.9435081
0.2,54,1369193.285,2305424.132,574281.1004,392257.8295,2784247.31,1356260.923,2778044.623,128846.33,749038.4424,228097.755,60962.87489,89132.57719,23787.67332,16529.67763,96343.70534,68342.28401,98739.30962,5139.463271,29868.07262,10398.28962,22.45946057,25.86511245,24.14196179,23.73051902,28.89910971,19.84512141,28.13514327,25.06999725,25.07823159,21.93608405,85.92778732,88.38395543,73.14506851,83.26609778,86.13777346,72.96562463,82.57812024,78.37789819,85.92354055,79.55661031,85.80201935,88.26435959,73.05394486,83.1504692,86.032029,72.86196236,82.37881866,78.27853552,85.80772535,79.44379368,3191.517624,5223.907232,1572.21106,943.4891547,6472.583159,3722.822937,6744.560478,329.1996438,1745.85316,574.2368143
0.201478743,54.1,1371728.828,2309693.436,575344.5839,392984.2329,2789403.324,1358772.518,2783189.15,129084.9344,750425.5506,228520.1583,60992.34239,89180.81841,23802.19472,16538.38997,96403.4898,68376.65946,98801.60853,5142.50375,29884.1952,10403.59197,22.49018113,25.8989935,24.17191316,23.76194017,28.93467166,19.87187629,28.16947205,25.10157321,25.11111796,21.96550566,86.04540281,88.49909197,73.23560271,83.37642577,86.24338138,73.06360859,82.67795216,78.47587484,86.03513428,79.66340073,85.91935393,88.37923448,73.14428283,83.26054197,86.13741009,72.95971693,82.47850307,78.37629817,85.91906644,79.55033391,3193.061319,5226.778552,1573.177183,943.9867279,6476.636158,3724.719818,6748.883761,329.3978853,1746.81961,574.5297273
0.201107011,54.2,1374264.371,2313962.74,576408.0674,393710.6363,2794559.337,1361284.112,2788333.677,129323.5387,751812.6589,228942.5615,61021.76969,89228.99698,23816.69821,16547.0908,96463.20118,68410.98889,98863.83222,5145.540441,29900.2969,10408.88722,22.52088686,25.93285611,24.20184622,23.79334477,28.97021147,19.89861767,28.20377902,25.13313036,25.14398641,21.99491229,86.16296142,88.61416488,73.32608114,83.48669559,86.34892291,73.1615424,82.77771975,78.57379199,86.14666567,79.7701367,86.03663183,88.49404594,73.23456519,83.37055675,86.24272499,73.0574215,82.57812319,78.47400152,86.03034541,79.65681986,3194.602908,5229.646165,1574.142117,944.4836441,6480.684227,3726.614173,6753.201864,329.5958819,1747.78482,574.8222485
0.200736648,54.3,1376799.914,2318232.044,577471.5509,394437.0397,2799715.351,1363795.706,2793478.204,129562.143,753199.7671,229364.9647,61051.15691,89277.11311,23831.18382,16555.78015,96522.83971,68445.27245,98925.98091,5148.573355,29916.3778,10414.17541,22.55157779,25.96670035,24.23176101,23.82473287,29.00572921,19.92534557,28.23806424,25.16466875,25.17683699,22.02430397,86.28046328,88.72917432,73.41650393,83.59690738,86.4543982,73.25942616,82.87742317,78.67164981,86.25813487,79.87681834,86.15385317,88.60879414,73.32479208,83.4805137,86.34797385,73.1550762,82.67767917,78.57164571,86.14156238,79.76325167,3196.142398,5232.510083,1575.105867,944.9799054,6484.72738,3728.50601,6757.514803,329.7936344,1748.748795,575.114379
0.200367647,54.4,1379335.457,2322501.348,578535.0345,395163.443,2804871.364,1366307.301,2798622.731,129800.7473,754586.8753,229787.368,61080.50418,89325.16698,23845.65164,16564.45807,96582.40562,68479.5103,98988.05484,5151.602503,29932.43796,10419.45654,22.58225396,26.00052624,24.26165757,23.85610451,29.04122492,19.95206003,28.27232776,25.19618842,25.20966974,22.05368074,86.39790854,88.84412043,73.50687121,83.70706128,86.55980742,73.35726001,82.97706257,78.76944842,86.36954204,79.98344579,86.27101809,88.72347921,73.41496364,83.59041293,86.45315684,73.25268114,82.77717117,78.66923089,86.25271752,79.86962946,3197.679795,5235.370318,1576.068436,945.4755137,6488.765632,3730.395336,6761.822594,329.9911435,1749.711538,575.4061201
0.2,54.5,1381871,2326770.652,579598.518,395889.8464,2810027.378,1368818.895,2803767.258,130039.3516,755973.9835,230209.7713,61109.81164,89373.15879,23860.10169,16573.1246,96641.89912,68513.70256,99050.05423,5154.627897,29948.47743,10424.73065,22.6129154,26.03433383,24.29153595,23.88745973,29.07669865,19.97876109,28.30656964,25.22768941,25.24248471,22.08304263,86.51529731,88.95900337,73.59718312,83.81715742,86.66515073,73.45504405,83.07663811,78.86718798,86.48088731,80.09001917,86.38812671,88.83810131,73.50508,83.7002546,86.55827413,73.35023644,82.87659935,78.76675719,86.36381096,79.97595335,3199.215107,5238.226881,1577.029827,945.9704712,6492.798999,3732.282161,6766.125252,330.1884101,1750.673054,575.6974731
0.1996337,54.6,1384406.544,2331039.956,580662.0015,396616.2498,2815183.392,1371330.489,2808911.785,130277.9559,757361.0918,230632.1745,61139.0794,89421.08874,23874.53405,16581.77976,96701.32045,68547.84939,99111.9793,5157.649548,29964.4963,10429.99775,22.64356214,26.06812317,24.32139619,23.91879856,29.11215047,20.00544877,28.34078993,25.25917178,25.27528193,22.11238968,86.63262974,89.07382329,73.6874398,83.92719595,86.77042829,73.5527784,83.17614995,78.96486863,86.59217084,80.1965386,86.50517918,88.9526606,73.59514129,83.81003884,86.66332587,73.44774222,82.97596386,78.86422478,86.47484286,80.08222348,3200.748341,5241.079783,1577.990045,946.46478,6496.827495,3734.166491,6770.422794,330.3854347,1751.633346,575.9884391
0.199268739,54.7,1386942.087,2335309.26,581725.485,397342.6532,2820339.405,1373842.083,2814056.312,130516.5602,758748.2,231054.5778,61168.30759,89468.95702,23888.94876,16590.42359,96760.6698,68581.95093,99173.83029,5160.667469,29980.49461,10435.25786,22.67419422,26.1018943,24.35123834,23.95012104,29.14758042,20.0321231,28.37498869,25.29063557,25.30806145,22.14172192,86.74990595,89.18858033,73.77764138,84.03717699,86.87564027,73.65046318,83.27559825,79.06249051,86.70339278,80.30300422,86.62217561,89.06715721,73.68514766,83.91976577,86.76831222,73.54519859,83.07526487,78.96163377,86.58581336,80.18843997,3202.279502,5243.929037,1578.949092,946.9584419,6500.851135,3736.048335,6774.715234,330.5822183,1752.592418,576.2790194
